#Mapping quality	mapping quality
0.0	381227.0
1.0	1.6852496E7
2.0	96092.0
3.0	94612.0
4.0	50107.0
5.0	30846.0
6.0	425809.0
7.0	206396.0
8.0	130486.0
9.0	52932.0
10.0	55073.0
11.0	159987.0
12.0	384820.0
13.0	32655.0
14.0	86448.0
15.0	226404.0
16.0	159989.0
17.0	307752.0
18.0	306818.0
19.0	59518.0
20.0	88953.0
21.0	418896.0
22.0	139094.0
23.0	505554.0
24.0	828360.0
25.0	210738.0
26.0	181253.0
27.0	167502.0
28.0	232984.0
29.0	187922.0
30.0	2209030.0
31.0	1913185.0
32.0	2172353.0
33.0	790597.0
34.0	2170856.0
35.0	1442825.0
36.0	1188990.0
37.0	1157007.0
38.0	1443001.0
39.0	1349016.0
40.0	3413480.0
41.0	8407280.0
42.0	1.91099993E8
