#Insert size (bp)	insert size
26.0	1.0
31.0	1.0
34.0	2.0
35.0	3.0
36.0	3.0
37.0	4.0
38.0	8.0
39.0	14.0
40.0	100.0
41.0	704.0
42.0	824.0
43.0	722.0
44.0	711.0
45.0	580.0
46.0	597.0
47.0	699.0
48.0	668.0
49.0	749.0
50.0	679.0
51.0	572.0
52.0	518.0
53.0	564.0
54.0	694.0
55.0	631.0
56.0	600.0
57.0	620.0
58.0	641.0
59.0	642.0
60.0	570.0
61.0	604.0
62.0	515.0
63.0	587.0
64.0	630.0
65.0	595.0
66.0	610.0
67.0	566.0
68.0	626.0
69.0	654.0
70.0	621.0
71.0	582.0
72.0	516.0
73.0	494.0
74.0	566.0
75.0	568.0
76.0	605.0
77.0	620.0
78.0	625.0
79.0	620.0
80.0	605.0
81.0	633.0
82.0	717.0
83.0	726.0
84.0	828.0
85.0	876.0
86.0	1028.0
87.0	1028.0
88.0	1003.0
89.0	1100.0
90.0	1128.0
91.0	1283.0
92.0	1505.0
93.0	1635.0
94.0	1844.0
95.0	1999.0
96.0	2233.0
97.0	2360.0
98.0	2601.0
99.0	3070.0
100.0	3364.0
101.0	3813.0
102.0	4212.0
103.0	4618.0
104.0	5130.0
105.0	5392.0
106.0	6044.0
107.0	6719.0
108.0	7222.0
109.0	7980.0
110.0	8454.0
111.0	9178.0
112.0	9607.0
113.0	10637.0
114.0	11370.0
115.0	12185.0
116.0	13243.0
117.0	14450.0
118.0	15813.0
119.0	15777.0
120.0	17049.0
121.0	17773.0
122.0	18840.0
123.0	19686.0
124.0	20813.0
125.0	21751.0
126.0	22550.0
127.0	24034.0
128.0	24995.0
129.0	26157.0
130.0	27348.0
131.0	28488.0
132.0	29669.0
133.0	30832.0
134.0	32259.0
135.0	32970.0
136.0	34057.0
137.0	35105.0
138.0	36659.0
139.0	37748.0
140.0	38889.0
141.0	40261.0
142.0	40735.0
143.0	41829.0
144.0	43208.0
145.0	44042.0
146.0	44864.0
147.0	45908.0
148.0	46354.0
149.0	48171.0
150.0	49121.0
151.0	49509.0
152.0	50467.0
153.0	51250.0
154.0	52222.0
155.0	53304.0
156.0	53797.0
157.0	54555.0
158.0	55240.0
159.0	56012.0
160.0	56125.0
161.0	57008.0
162.0	58284.0
163.0	58673.0
164.0	58394.0
165.0	59648.0
166.0	60191.0
167.0	60372.0
168.0	61002.0
169.0	61510.0
170.0	61446.0
171.0	61345.0
172.0	62198.0
173.0	63060.0
174.0	63079.0
175.0	63880.0
176.0	63255.0
177.0	63088.0
178.0	63251.0
179.0	63971.0
180.0	64206.0
181.0	64670.0
182.0	64832.0
183.0	64268.0
184.0	64103.0
185.0	63949.0
186.0	63561.0
187.0	63055.0
188.0	63025.0
189.0	62795.0
190.0	62941.0
191.0	62822.0
192.0	63239.0
193.0	62792.0
194.0	61957.0
195.0	62629.0
196.0	62984.0
197.0	62392.0
198.0	61716.0
199.0	61621.0
200.0	61222.0
201.0	60739.0
202.0	60937.0
203.0	60380.0
204.0	60578.0
205.0	59594.0
206.0	59649.0
207.0	58841.0
208.0	58681.0
209.0	58536.0
210.0	58019.0
211.0	57639.0
212.0	57663.0
213.0	56422.0
214.0	56404.0
215.0	56020.0
216.0	55934.0
217.0	55474.0
218.0	55056.0
219.0	54002.0
220.0	53650.0
221.0	53790.0
222.0	53010.0
223.0	53041.0
224.0	52171.0
225.0	51840.0
226.0	51967.0
227.0	50936.0
228.0	50888.0
229.0	50334.0
230.0	49881.0
231.0	49264.0
232.0	49080.0
233.0	48240.0
234.0	48546.0
235.0	47346.0
236.0	47580.0
237.0	46706.0
238.0	46646.0
239.0	46147.0
240.0	45755.0
241.0	45758.0
242.0	45373.0
243.0	44828.0
244.0	44440.0
245.0	43745.0
246.0	43029.0
247.0	42485.0
248.0	42720.0
249.0	42366.0
250.0	41921.0
251.0	41414.0
252.0	40965.0
253.0	40211.0
254.0	39525.0
255.0	39370.0
256.0	38616.0
257.0	38717.0
258.0	38729.0
259.0	37917.0
260.0	37410.0
261.0	36728.0
262.0	36505.0
263.0	35879.0
264.0	35264.0
265.0	34689.0
266.0	34456.0
267.0	34407.0
268.0	34181.0
269.0	33768.0
270.0	33149.0
271.0	32395.0
272.0	32323.0
273.0	31980.0
274.0	31538.0
275.0	30977.0
276.0	30786.0
277.0	30861.0
278.0	30018.0
279.0	29864.0
280.0	29283.0
281.0	29041.0
282.0	28297.0
283.0	28529.0
284.0	28151.0
285.0	27430.0
286.0	27229.0
287.0	27069.0
288.0	26554.0
289.0	26694.0
290.0	26377.0
291.0	25716.0
292.0	25537.0
293.0	25128.0
294.0	24898.0
295.0	24458.0
296.0	24188.0
297.0	23735.0
298.0	23382.0
299.0	23316.0
300.0	23129.0
301.0	22892.0
302.0	22700.0
303.0	22226.0
304.0	21975.0
305.0	21525.0
306.0	21436.0
307.0	21273.0
308.0	21202.0
309.0	20707.0
310.0	20393.0
311.0	19987.0
312.0	19852.0
313.0	19806.0
314.0	19537.0
315.0	18869.0
316.0	18895.0
317.0	18742.0
318.0	18308.0
319.0	18128.0
320.0	18111.0
321.0	17930.0
322.0	17755.0
323.0	17651.0
324.0	17038.0
325.0	16911.0
326.0	16729.0
327.0	16289.0
328.0	16451.0
329.0	15981.0
330.0	16196.0
331.0	15642.0
332.0	15734.0
333.0	15321.0
334.0	15151.0
335.0	14826.0
336.0	15107.0
337.0	14584.0
338.0	14277.0
339.0	14044.0
340.0	13909.0
341.0	13991.0
342.0	13727.0
343.0	13692.0
344.0	13494.0
345.0	13380.0
346.0	13019.0
347.0	13016.0
348.0	12700.0
349.0	12631.0
350.0	12493.0
351.0	12393.0
352.0	12150.0
353.0	11884.0
354.0	11785.0
355.0	11725.0
356.0	11676.0
357.0	11336.0
358.0	11491.0
359.0	10959.0
360.0	10890.0
361.0	10978.0
362.0	10722.0
363.0	10561.0
364.0	10549.0
365.0	10220.0
366.0	10319.0
367.0	10251.0
368.0	9769.0
369.0	9934.0
370.0	9762.0
371.0	9610.0
372.0	9481.0
373.0	9325.0
374.0	9156.0
375.0	9173.0
376.0	9157.0
377.0	8871.0
378.0	8722.0
379.0	8751.0
380.0	8593.0
381.0	8511.0
382.0	8577.0
383.0	8442.0
384.0	8262.0
385.0	8318.0
386.0	7948.0
387.0	8016.0
388.0	7748.0
389.0	7747.0
390.0	7540.0
391.0	7533.0
392.0	7565.0
393.0	7344.0
394.0	7365.0
395.0	7193.0
396.0	7039.0
397.0	7105.0
398.0	6978.0
399.0	7003.0
400.0	6717.0
401.0	6565.0
402.0	6569.0
403.0	6436.0
404.0	6474.0
405.0	6442.0
406.0	6355.0
407.0	6182.0
408.0	6158.0
409.0	5975.0
410.0	6013.0
411.0	5920.0
412.0	5974.0
413.0	5742.0
414.0	5696.0
415.0	5521.0
416.0	5652.0
417.0	5606.0
418.0	5593.0
419.0	5340.0
420.0	5419.0
421.0	5201.0
422.0	5128.0
423.0	5142.0
424.0	5068.0
425.0	5121.0
426.0	5026.0
427.0	4905.0
428.0	4861.0
429.0	4730.0
430.0	4856.0
431.0	4632.0
432.0	4648.0
433.0	4521.0
434.0	4539.0
435.0	4546.0
436.0	4407.0
437.0	4463.0
438.0	4258.0
439.0	4410.0
440.0	4244.0
441.0	4202.0
442.0	4193.0
443.0	3935.0
444.0	4147.0
445.0	3998.0
446.0	3942.0
447.0	3866.0
448.0	3711.0
449.0	3808.0
450.0	3850.0
451.0	3699.0
452.0	3793.0
453.0	3789.0
454.0	3513.0
455.0	3497.0
456.0	3483.0
457.0	3521.0
458.0	3487.0
459.0	3493.0
460.0	3334.0
461.0	3267.0
462.0	3301.0
463.0	3368.0
464.0	3081.0
465.0	3201.0
466.0	3174.0
467.0	3044.0
468.0	3078.0
469.0	3156.0
470.0	3075.0
471.0	3094.0
472.0	2990.0
473.0	2956.0
474.0	2903.0
475.0	2868.0
476.0	2792.0
477.0	2836.0
478.0	2778.0
479.0	2687.0
480.0	2662.0
481.0	2612.0
482.0	2590.0
483.0	2607.0
484.0	2595.0
485.0	2589.0
486.0	2655.0
487.0	2571.0
488.0	2472.0
489.0	2438.0
490.0	2354.0
491.0	2418.0
492.0	2322.0
493.0	2487.0
494.0	2368.0
495.0	2286.0
496.0	2333.0
