#Mapping quality	mapping quality
0.0	214332.0
1.0	7238274.0
2.0	52806.0
3.0	57214.0
4.0	28552.0
5.0	20765.0
6.0	182877.0
7.0	98458.0
8.0	84457.0
9.0	31903.0
10.0	34618.0
11.0	81352.0
12.0	180383.0
13.0	20665.0
14.0	51751.0
15.0	113506.0
16.0	78980.0
17.0	143168.0
18.0	148233.0
19.0	35512.0
20.0	56097.0
21.0	237040.0
22.0	75094.0
23.0	296131.0
24.0	475736.0
25.0	118258.0
26.0	102395.0
27.0	101085.0
28.0	149658.0
29.0	117881.0
30.0	954586.0
31.0	804095.0
32.0	978838.0
33.0	515580.0
34.0	897471.0
35.0	670490.0
36.0	712944.0
37.0	701437.0
38.0	904721.0
39.0	871772.0
40.0	2071728.0
41.0	4813643.0
42.0	1.1733117E8
