"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSE00000098340",21.5742264567213,1.78199613047549,1.00966190187064,1.76494342034093,0.0775732752541955,0.215687432717644
"ENSMUSE00000098418",1.64249398358545,-0.00906498809062253,2.19600421417083,-0.00412794658230895,0.996706384507996,NA
"ENSMUSE00000099322",1.51049422166824,1.56300935801092,2.22273446763308,0.70319211798399,0.481936030599103,NA
"ENSMUSE00000099726",2.06447763177179,1.75910243081871,1.9709938296271,0.892495148577671,0.37212759196226,NA
"ENSMUSE00000099822",4.12295180592084,1.31887442790772,1.56914423315607,0.840505544385189,0.400624994230546,NA
"ENSMUSE00000100732",7.58593627829374,2.02661899301199,1.18323076239055,1.71278423231449,0.0867522419770746,0.229134809229611
"ENSMUSE00000100813",5.49445390840202,1.01583250245718,1.48062555459808,0.68608332424259,0.492660565944618,0.615645201605438
"ENSMUSE00000101796",30.6118113935583,-1.67429384124668,0.736543176200563,-2.27317813177427,0.0230154475602327,0.0960416229348701
"ENSMUSE00000102087",12.9938969495654,-3.03596366880169,1.1270612275536,-2.69369897089935,0.00706639541851765,0.0392100639491717
"ENSMUSE00000102166",2.61955603982322,-2.53047742983893,1.94643074992623,-1.3000603437522,0.193580287934728,NA
"ENSMUSE00000102451",2.0761544728121,4.93043411179471,2.08930245252859,2.35984699382687,0.0182824738946618,NA
"ENSMUSE00000102616",12.249287628989,2.00288141057251,0.759184632645027,2.6382006753672,0.00833472438237939,0.0445098642382599
"ENSMUSE00000102813",1.27767281276318,2.49085292262372,1.86977764312254,1.33216531483603,0.182805871459471,NA
"ENSMUSE00000104604",1.01527229989704,1.29970809393106,2.5368813608362,0.512325138256624,0.608423474607644,NA
"ENSMUSE00000104993",1.23835012943662,2.39022021496664,2.49221165575204,0.959075931392103,0.337520494484997,NA
"ENSMUSE00000105193",167.528360954164,-0.553112944725512,0.38231126476444,-1.44676078290895,0.147963934026464,0.305235276806207
"ENSMUSE00000105272",5.23685883601754,1.58131538307624,1.07749685080785,1.46758237102099,0.14221769950161,0.298706977978173
"ENSMUSE00000105392",1.02423936340614,-0.317743931084488,2.37346025054676,-0.133873710761025,0.893502438901396,NA
"ENSMUSE00000105758",3.8345241934412,1.281792915859,1.43054660745732,0.896016186524172,0.370244118305521,NA
"ENSMUSE00000106455",2.31230399680256,2.63885500259626,1.83508866340769,1.43799864018341,0.1504344399721,NA
"ENSMUSE00000107004",1.05542594133304,1.95881281528478,2.47439855129042,0.791631895461318,0.428575343528846,NA
"ENSMUSE00000107752",5.74337922635672,1.4965766567575,1.21878895043856,1.22792109020924,0.219476591550323,0.376475539859101
"ENSMUSE00000107902",0.603438563709515,1.28528247999503,3.75145120650702,0.342609408797764,0.731892322841168,NA
