#Coverage (X)	Coverage
1.0	5.721571848875442
2.0	3.366818226132537
3.0	2.271116914069694
4.0	1.6409252937021108
5.0	1.238764423769183
6.0	0.9638775240130428
7.0	0.7683267869742281
8.0	0.6247511525403837
9.0	0.5167518380021932
10.0	0.43371471744643486
11.0	0.3686926478505228
12.0	0.31694498660768033
13.0	0.2750348338700377
14.0	0.24074504911931172
15.0	0.21228754479560052
16.0	0.18840627515096742
17.0	0.1682310265659197
18.0	0.1510132494888552
19.0	0.13623737592158136
20.0	0.1234432764686062
21.0	0.11223462565908449
22.0	0.10244521775491933
23.0	0.09382963328984317
24.0	0.08625344007305102
25.0	0.07949899297463503
26.0	0.07340408546741628
27.0	0.06793276134314397
28.0	0.0630529535344806
29.0	0.058672716880337816
30.0	0.054710636252053746
31.0	0.051100192664378596
32.0	0.047805209769023804
33.0	0.04484241820982504
34.0	0.042132861088674645
35.0	0.03966597168314934
36.0	0.037422781258911186
37.0	0.0353588949057837
38.0	0.033477578034506905
39.0	0.031740049306193896
40.0	0.030136622558615045
41.0	0.028667628001855405
42.0	0.027295458377295745
43.0	0.02600257586091459
44.0	0.024821377730134486
45.0	0.023719283257491952
46.0	0.022692843582191813
47.0	0.021740297583832557
48.0	0.02085331663049317
49.0	0.020024232510436946
50.0	0.019243615891483046
51.0	0.01851777745508798
