#Mapping quality	mapping quality
0.0	218005.0
1.0	8531570.0
2.0	61362.0
3.0	67617.0
4.0	35359.0
5.0	22656.0
6.0	224505.0
7.0	117844.0
8.0	97954.0
9.0	41709.0
10.0	43358.0
11.0	101036.0
12.0	232624.0
13.0	24578.0
14.0	65971.0
15.0	151179.0
16.0	105765.0
17.0	182012.0
18.0	186989.0
19.0	48378.0
20.0	69266.0
21.0	309651.0
22.0	104306.0
23.0	342178.0
24.0	577300.0
25.0	158121.0
26.0	143399.0
27.0	138935.0
28.0	205600.0
29.0	168626.0
30.0	1057337.0
31.0	888619.0
32.0	1058507.0
33.0	695483.0
34.0	934257.0
35.0	773458.0
36.0	914460.0
37.0	894111.0
38.0	1148238.0
39.0	1048616.0
40.0	2561212.0
41.0	6746618.0
42.0	1.35126622E8
