#Mapping quality	mapping quality
0.0	202183.0
1.0	7253226.0
2.0	50327.0
3.0	55550.0
4.0	27463.0
5.0	18813.0
6.0	184156.0
7.0	98457.0
8.0	83759.0
9.0	28205.0
10.0	33087.0
11.0	80479.0
12.0	183089.0
13.0	19019.0
14.0	47683.0
15.0	119102.0
16.0	81552.0
17.0	144711.0
18.0	142798.0
19.0	31290.0
20.0	50440.0
21.0	246466.0
22.0	70630.0
23.0	292904.0
24.0	480833.0
25.0	110212.0
26.0	94851.0
27.0	92760.0
28.0	142257.0
29.0	107147.0
30.0	952316.0
31.0	810038.0
32.0	988307.0
33.0	495143.0
34.0	892368.0
35.0	662304.0
36.0	706789.0
37.0	676387.0
38.0	884342.0
39.0	781588.0
40.0	1873866.0
41.0	4065793.0
42.0	1.18287887E8
