#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	2.8228014610820364E-6
12.0	5.645602922164073E-6
13.0	8.46840438324611E-6
14.0	1.693680876649222E-5
15.0	1.4114007305410182E-5
16.0	2.258241168865629E-5
17.0	2.258241168865629E-5
18.0	2.8228014610820368E-5
19.0	2.540521314973833E-5
20.0	5.36332277605587E-5
21.0	4.7987624838394614E-5
22.0	7.903844091029701E-5
23.0	1.3549447013193775E-4
24.0	2.0888730812007068E-4
25.0	4.0083780747364917E-4
26.0	4.544710352342079E-4
27.0	7.932072105640522E-4
28.0	0.0012222730326485215
29.0	0.00184328935408657
30.0	0.0027945734464712157
31.0	0.0039039344206764563
32.0	0.005611729304631089
33.0	0.007816337245736158
34.0	0.010466947817692189
35.0	0.013989804041122572
36.0	0.018661540459213345
37.0	0.02323165602470516
38.0	0.029001462211156837
39.0	0.03593426259957433
40.0	0.04108869806751012
41.0	0.04681898503350665
42.0	0.05117739048941732
43.0	0.05415826883231995
44.0	0.05584065850312484
45.0	0.05698389309486306
46.0	0.05580396208413078
47.0	0.05377719063507387
48.0	0.05105601002659079
49.0	0.04835176622687419
50.0	0.045198696994845564
51.0	0.04450711063688046
52.0	0.03300984028589333
53.0	0.033278006424696124
54.0	0.029120019872522288
55.0	0.02623793958075753
56.0	0.022297308741087006
57.0	0.018788566524962035
58.0	0.015686307719232878
59.0	0.012660264552952933
60.0	0.010114097635056935
61.0	0.00793207210564052
62.0	0.0061057195603204445
63.0	0.004756420461923231
64.0	0.003855946795838061
65.0	0.0027691682333214774
66.0	0.002334456808314844
67.0	0.0019477330081466048
68.0	0.0015468952006729559
69.0	0.0011742854078101272
70.0	0.001016208525989533
71.0	7.7627040179756E-4
72.0	6.210163214380479E-4
73.0	5.560918878331613E-4
74.0	4.911674542282743E-4
75.0	3.443817782520084E-4
76.0	2.963941534136138E-4
77.0	2.145329110422348E-4
78.0	1.9195049935357848E-4
79.0	9.032964675462518E-5
80.0	7.339283798813294E-5
81.0	5.363322776055869E-5
82.0	3.669641899406648E-5
83.0	1.9759610227574253E-5
84.0	5.645602922164073E-6
85.0	1.4114007305410182E-5
86.0	1.1291205844328146E-5
87.0	2.8228014610820364E-6
88.0	2.8228014610820364E-6
89.0	5.645602922164073E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
