#Mapping quality	mapping quality
0.0	244249.0
1.0	9099304.0
2.0	57526.0
3.0	68128.0
4.0	34317.0
5.0	21132.0
6.0	221933.0
7.0	122298.0
8.0	92888.0
9.0	34077.0
10.0	36483.0
11.0	94901.0
12.0	243863.0
13.0	20631.0
14.0	51394.0
15.0	141571.0
16.0	96823.0
17.0	185547.0
18.0	176706.0
19.0	36128.0
20.0	54198.0
21.0	278508.0
22.0	87460.0
23.0	349106.0
24.0	568317.0
25.0	132289.0
26.0	110634.0
27.0	107468.0
28.0	149112.0
29.0	127192.0
30.0	1055036.0
31.0	881875.0
32.0	1067331.0
33.0	544523.0
34.0	931535.0
35.0	701517.0
36.0	722309.0
37.0	681266.0
38.0	858603.0
39.0	733578.0
40.0	2281693.0
41.0	4932460.0
42.0	1.17881502E8
