#Coverage (X)	Coverage
1.0	5.411228972451227
2.0	2.163775598142351
3.0	1.000271260606084
4.0	0.5349721695591114
5.0	0.3240486858961873
6.0	0.2157598138116299
7.0	0.1535520146208711
8.0	0.11478403089354572
9.0	0.08890157812015786
10.0	0.07093268319090384
11.0	0.058024000841669476
12.0	0.04837529911976901
13.0	0.04096494474099188
14.0	0.03524321130932151
15.0	0.030670939151150378
16.0	0.027006634631135285
17.0	0.024047218552709637
18.0	0.021556333881690648
19.0	0.019487787897489284
20.0	0.017759651811317667
21.0	0.01630104052694037
22.0	0.015041435848189622
23.0	0.013936846454967622
24.0	0.012982869546277698
25.0	0.012141530963404534
26.0	0.011385459960081334
27.0	0.01072863542950131
28.0	0.010117159749327698
29.0	0.009569891583865342
30.0	0.009091894154281022
31.0	0.008668601527247688
32.0	0.008286108189565766
33.0	0.0079415156305771
34.0	0.007627559228609471
35.0	0.0073361671818048535
36.0	0.00707049483089861
37.0	0.00683380758664498
38.0	0.006611869725773545
39.0	0.00641535804072646
40.0	0.006220864306143881
41.0	0.006048017676519635
42.0	0.005877519207430737
43.0	0.005730942623827673
44.0	0.005590603341659062
45.0	0.005456354600880786
46.0	0.005332452442473823
47.0	0.0052121459048919405
48.0	0.005098737088900407
49.0	0.004989951213957511
50.0	0.004883807019623987
51.0	0.004782872806487148
