#Coverage	Number of genomic locations
0.0	2.578052585E9
1.0	8.8510565E7
2.0	3.1711749E7
3.0	1.2681902E7
4.0	5748799.0
5.0	2951454.0
6.0	1695497.0
7.0	1056636.0
8.0	705436.0
9.0	489749.0
10.0	351831.0
11.0	262979.0
12.0	201972.0
13.0	155948.0
14.0	124619.0
15.0	99872.0
16.0	80660.0
17.0	67890.0
18.0	56379.0
19.0	47101.0
20.0	39755.0
21.0	34331.0
22.0	30106.0
23.0	26001.0
24.0	22931.0
25.0	20607.0
26.0	17902.0
27.0	16666.0
28.0	14916.0
29.0	13028.0
30.0	11537.0
31.0	10425.0
32.0	9392.0
33.0	8557.0
34.0	7942.0
35.0	7241.0
36.0	6451.0
37.0	6049.0
38.0	5356.0
39.0	5301.0
40.0	4711.0
41.0	4647.0
42.0	3995.0
43.0	3825.0
44.0	3659.0
45.0	3377.0
46.0	3279.0
47.0	3091.0
48.0	2965.0
49.0	2893.0
50.0	2751.0
51.0	2598.0
52.0	2341.0
53.0	2366.0
54.0	2268.0
55.0	2061.0
56.0	2078.0
57.0	2005.0
58.0	1932.0
59.0	1758.0
60.0	1732.0
61.0	1726.0
62.0	1491.0
63.0	1527.0
64.0	1309.0
65.0	1288.0
66.0	1196.0
67.0	1210.0
68.0	1157.0
69.0	1107.0
70.0	1013.0
71.0	900.0
72.0	957.0
73.0	909.0
74.0	845.0
75.0	952.0
76.0	803.0
77.0	728.0
78.0	859.0
79.0	786.0
80.0	701.0
81.0	708.0
82.0	684.0
83.0	583.0
84.0	636.0
85.0	585.0
86.0	588.0
87.0	511.0
88.0	556.0
89.0	565.0
90.0	491.0
91.0	553.0
92.0	538.0
93.0	549.0
94.0	467.0
95.0	483.0
96.0	499.0
97.0	465.0
98.0	504.0
99.0	459.0
100.0	488.0
101.0	526.0
102.0	497.0
103.0	447.0
104.0	445.0
105.0	400.0
106.0	378.0
107.0	398.0
108.0	382.0
109.0	382.0
110.0	387.0
111.0	423.0
112.0	406.0
113.0	427.0
114.0	358.0
115.0	380.0
116.0	379.0
117.0	353.0
118.0	391.0
119.0	347.0
120.0	378.0
121.0	406.0
122.0	331.0
123.0	321.0
124.0	342.0
125.0	344.0
126.0	347.0
127.0	326.0
128.0	321.0
129.0	358.0
130.0	363.0
131.0	322.0
132.0	364.0
133.0	348.0
134.0	329.0
135.0	337.0
136.0	345.0
137.0	355.0
138.0	346.0
139.0	341.0
140.0	359.0
141.0	365.0
142.0	377.0
143.0	368.0
144.0	328.0
145.0	374.0
146.0	368.0
147.0	335.0
148.0	357.0
149.0	322.0
150.0	330.0
151.0	346.0
152.0	344.0
153.0	356.0
154.0	310.0
155.0	314.0
156.0	302.0
157.0	318.0
158.0	324.0
159.0	304.0
160.0	289.0
161.0	320.0
162.0	316.0
163.0	331.0
164.0	310.0
165.0	270.0
166.0	303.0
167.0	289.0
168.0	259.0
169.0	295.0
170.0	234.0
171.0	277.0
172.0	270.0
173.0	235.0
174.0	217.0
175.0	233.0
176.0	201.0
177.0	206.0
178.0	208.0
179.0	206.0
180.0	250.0
181.0	181.0
182.0	217.0
183.0	225.0
184.0	216.0
185.0	181.0
186.0	211.0
187.0	175.0
188.0	163.0
189.0	171.0
190.0	183.0
191.0	174.0
192.0	166.0
193.0	175.0
194.0	145.0
195.0	169.0
196.0	130.0
197.0	167.0
198.0	147.0
199.0	144.0
200.0	169.0
201.0	150.0
202.0	151.0
203.0	145.0
204.0	172.0
205.0	148.0
206.0	123.0
207.0	154.0
208.0	138.0
209.0	131.0
210.0	139.0
211.0	127.0
212.0	128.0
213.0	116.0
214.0	136.0
215.0	137.0
216.0	123.0
217.0	112.0
218.0	104.0
219.0	111.0
220.0	109.0
221.0	110.0
222.0	124.0
223.0	118.0
224.0	101.0
225.0	115.0
226.0	124.0
227.0	107.0
228.0	113.0
229.0	117.0
230.0	157.0
231.0	105.0
232.0	133.0
233.0	95.0
234.0	111.0
235.0	112.0
236.0	103.0
237.0	128.0
238.0	95.0
239.0	121.0
240.0	118.0
241.0	104.0
242.0	118.0
243.0	101.0
244.0	101.0
245.0	102.0
246.0	107.0
247.0	74.0
248.0	92.0
249.0	101.0
250.0	117.0
251.0	137.0
252.0	100.0
253.0	110.0
254.0	94.0
255.0	104.0
256.0	114.0
257.0	105.0
258.0	91.0
259.0	91.0
260.0	84.0
261.0	107.0
262.0	89.0
263.0	81.0
264.0	105.0
265.0	77.0
266.0	82.0
267.0	66.0
268.0	77.0
269.0	85.0
270.0	90.0
271.0	99.0
272.0	90.0
273.0	93.0
274.0	79.0
275.0	76.0
276.0	81.0
277.0	83.0
278.0	96.0
279.0	101.0
280.0	88.0
281.0	75.0
282.0	67.0
283.0	72.0
284.0	89.0
285.0	83.0
286.0	93.0
287.0	86.0
288.0	78.0
289.0	81.0
290.0	82.0
291.0	93.0
292.0	82.0
293.0	60.0
294.0	81.0
295.0	76.0
296.0	66.0
297.0	73.0
298.0	64.0
299.0	92.0
300.0	69.0
301.0	69.0
302.0	71.0
303.0	81.0
304.0	51.0
305.0	68.0
306.0	74.0
307.0	77.0
308.0	76.0
309.0	72.0
310.0	45.0
311.0	67.0
312.0	69.0
313.0	62.0
314.0	64.0
315.0	62.0
316.0	74.0
317.0	62.0
