name,WT-0h_vs_KO-0h,WT-6h_vs_KO-6h,WT-6h_vs_WT-0h,WT-24h_vs_KO-24h,WT-24h_vs_WT-0h,WT-48h_vs_KO-48h,WT-48h_vs_WT-0h,KO-6h_vs_KO-0h,KO-24h_vs_KO-0h,KO-48h_vs_KO-0h
ENSMUSE00000098340,21.5727942649898,21.5727942649898,21.5727942649898,21.5727942649898,21.5727942649898,21.5727942649898,21.5727942649898,21.5727942649898,21.5727942649898,21.5727942649898
ENSMUSE00000098418,1.64229825110255,1.64229825110255,1.64229825110255,1.64229825110255,1.64229825110255,1.64229825110255,1.64229825110255,1.64229825110255,1.64229825110255,1.64229825110255
ENSMUSE00000099322,1.51046281564668,1.51046281564668,1.51046281564668,1.51046281564668,1.51046281564668,1.51046281564668,1.51046281564668,1.51046281564668,1.51046281564668,1.51046281564668
ENSMUSE00000099726,2.06424446990272,2.06424446990272,2.06424446990272,2.06424446990272,2.06424446990272,2.06424446990272,2.06424446990272,2.06424446990272,2.06424446990272,2.06424446990272
ENSMUSE00000099822,4.12282458159019,4.12282458159019,4.12282458159019,4.12282458159019,4.12282458159019,4.12282458159019,4.12282458159019,4.12282458159019,4.12282458159019,4.12282458159019
ENSMUSE00000100732,7.58578122527437,7.58578122527437,7.58578122527437,7.58578122527437,7.58578122527437,7.58578122527437,7.58578122527437,7.58578122527437,7.58578122527437,7.58578122527437
ENSMUSE00000100813,5.49432445722689,5.49432445722689,5.49432445722689,5.49432445722689,5.49432445722689,5.49432445722689,5.49432445722689,5.49432445722689,5.49432445722689,5.49432445722689
ENSMUSE00000101796,30.6038911747019,30.6038911747019,30.6038911747019,30.6038911747019,30.6038911747019,30.6038911747019,30.6038911747019,30.6038911747019,30.6038911747019,30.6038911747019
ENSMUSE00000102087,12.9909327201253,12.9909327201253,12.9909327201253,12.9909327201253,12.9909327201253,12.9909327201253,12.9909327201253,12.9909327201253,12.9909327201253,12.9909327201253
ENSMUSE00000102166,2.61932455550608,2.61932455550608,2.61932455550608,2.61932455550608,2.61932455550608,2.61932455550608,2.61932455550608,2.61932455550608,2.61932455550608,2.61932455550608
ENSMUSE00000102451,2.07594064231593,2.07594064231593,2.07594064231593,2.07594064231593,2.07594064231593,2.07594064231593,2.07594064231593,2.07594064231593,2.07594064231593,2.07594064231593
ENSMUSE00000102616,12.2481716383865,12.2481716383865,12.2481716383865,12.2481716383865,12.2481716383865,12.2481716383865,12.2481716383865,12.2481716383865,12.2481716383865,12.2481716383865
ENSMUSE00000102813,1.2776761923889,1.2776761923889,1.2776761923889,1.2776761923889,1.2776761923889,1.2776761923889,1.2776761923889,1.2776761923889,1.2776761923889,1.2776761923889
ENSMUSE00000104604,1.01532951869489,1.01532951869489,1.01532951869489,1.01532951869489,1.01532951869489,1.01532951869489,1.01532951869489,1.01532951869489,1.01532951869489,1.01532951869489
ENSMUSE00000104993,1.2384723073425,1.2384723073425,1.2384723073425,1.2384723073425,1.2384723073425,1.2384723073425,1.2384723073425,1.2384723073425,1.2384723073425,1.2384723073425
ENSMUSE00000105193,167.506294604231,167.506294604231,167.506294604231,167.506294604231,167.506294604231,167.506294604231,167.506294604231,167.506294604231,167.506294604231,167.506294604231
ENSMUSE00000105272,5.23661127164056,5.23661127164056,5.23661127164056,5.23661127164056,5.23661127164056,5.23661127164056,5.23661127164056,5.23661127164056,5.23661127164056,5.23661127164056
ENSMUSE00000105392,1.02407283408689,1.02407283408689,1.02407283408689,1.02407283408689,1.02407283408689,1.02407283408689,1.02407283408689,1.02407283408689,1.02407283408689,1.02407283408689
ENSMUSE00000105758,3.83444352573616,3.83444352573616,3.83444352573616,3.83444352573616,3.83444352573616,3.83444352573616,3.83444352573616,3.83444352573616,3.83444352573616,3.83444352573616
ENSMUSE00000106455,2.31220994988591,2.31220994988591,2.31220994988591,2.31220994988591,2.31220994988591,2.31220994988591,2.31220994988591,2.31220994988591,2.31220994988591,2.31220994988591
ENSMUSE00000107004,1.05538351994669,1.05538351994669,1.05538351994669,1.05538351994669,1.05538351994669,1.05538351994669,1.05538351994669,1.05538351994669,1.05538351994669,1.05538351994669
ENSMUSE00000107752,5.74355432006029,5.74355432006029,5.74355432006029,5.74355432006029,5.74355432006029,5.74355432006029,5.74355432006029,5.74355432006029,5.74355432006029,5.74355432006029
ENSMUSE00000107902,0.60323235471109,0.60323235471109,0.60323235471109,0.60323235471109,0.60323235471109,0.60323235471109,0.60323235471109,0.60323235471109,0.60323235471109,0.60323235471109
ENSMUSE00000109894,2.28644961365946,2.28644961365946,2.28644961365946,2.28644961365946,2.28644961365946,2.28644961365946,2.28644961365946,2.28644961365946,2.28644961365946,2.28644961365946
ENSMUSE00000110147,3.10583527274273,3.10583527274273,3.10583527274273,3.10583527274273,3.10583527274273,3.10583527274273,3.10583527274273,3.10583527274273,3.10583527274273,3.10583527274273
ENSMUSE00000110203,35.1280151930168,35.1280151930168,35.1280151930168,35.1280151930168,35.1280151930168,35.1280151930168,35.1280151930168,35.1280151930168,35.1280151930168,35.1280151930168
ENSMUSE00000110548,14.7403826313246,14.7403826313246,14.7403826313246,14.7403826313246,14.7403826313246,14.7403826313246,14.7403826313246,14.7403826313246,14.7403826313246,14.7403826313246
ENSMUSE00000111715,1.68371615507673,1.68371615507673,1.68371615507673,1.68371615507673,1.68371615507673,1.68371615507673,1.68371615507673,1.68371615507673,1.68371615507673,1.68371615507673
ENSMUSE00000112192,1.09933218363859,1.09933218363859,1.09933218363859,1.09933218363859,1.09933218363859,1.09933218363859,1.09933218363859,1.09933218363859,1.09933218363859,1.09933218363859
ENSMUSE00000112455,0.579779785498527,0.579779785498527,0.579779785498527,0.579779785498527,0.579779785498527,0.579779785498527,0.579779785498527,0.579779785498527,0.579779785498527,0.579779785498527
ENSMUSE00000112784,1.73681704650714,1.73681704650714,1.73681704650714,1.73681704650714,1.73681704650714,1.73681704650714,1.73681704650714,1.73681704650714,1.73681704650714,1.73681704650714
ENSMUSE00000113370,1.54495283523435,1.54495283523435,1.54495283523435,1.54495283523435,1.54495283523435,1.54495283523435,1.54495283523435,1.54495283523435,1.54495283523435,1.54495283523435
ENSMUSE00000113557,2.07546544326915,2.07546544326915,2.07546544326915,2.07546544326915,2.07546544326915,2.07546544326915,2.07546544326915,2.07546544326915,2.07546544326915,2.07546544326915
ENSMUSE00000113576,2.67957555648057,2.67957555648057,2.67957555648057,2.67957555648057,2.67957555648057,2.67957555648057,2.67957555648057,2.67957555648057,2.67957555648057,2.67957555648057
ENSMUSE00000113742,2.20574317827521,2.20574317827521,2.20574317827521,2.20574317827521,2.20574317827521,2.20574317827521,2.20574317827521,2.20574317827521,2.20574317827521,2.20574317827521
ENSMUSE00000114502,14.491495803869,14.491495803869,14.491495803869,14.491495803869,14.491495803869,14.491495803869,14.491495803869,14.491495803869,14.491495803869,14.491495803869
ENSMUSE00000114939,1.43992062745562,1.43992062745562,1.43992062745562,1.43992062745562,1.43992062745562,1.43992062745562,1.43992062745562,1.43992062745562,1.43992062745562,1.43992062745562
ENSMUSE00000115069,2.37604579921507,2.37604579921507,2.37604579921507,2.37604579921507,2.37604579921507,2.37604579921507,2.37604579921507,2.37604579921507,2.37604579921507,2.37604579921507
ENSMUSE00000115463,1.94994870748259,1.94994870748259,1.94994870748259,1.94994870748259,1.94994870748259,1.94994870748259,1.94994870748259,1.94994870748259,1.94994870748259,1.94994870748259
ENSMUSE00000115681,2.96694203004508,2.96694203004508,2.96694203004508,2.96694203004508,2.96694203004508,2.96694203004508,2.96694203004508,2.96694203004508,2.96694203004508,2.96694203004508
ENSMUSE00000116533,62.5215975425027,62.5215975425027,62.5215975425027,62.5215975425027,62.5215975425027,62.5215975425027,62.5215975425027,62.5215975425027,62.5215975425027,62.5215975425027
ENSMUSE00000117048,3.48835689118111,3.48835689118111,3.48835689118111,3.48835689118111,3.48835689118111,3.48835689118111,3.48835689118111,3.48835689118111,3.48835689118111,3.48835689118111
ENSMUSE00000117198,0.854178879314529,0.854178879314529,0.854178879314529,0.854178879314529,0.854178879314529,0.854178879314529,0.854178879314529,0.854178879314529,0.854178879314529,0.854178879314529
ENSMUSE00000117220,0.997915576189624,0.997915576189624,0.997915576189624,0.997915576189624,0.997915576189624,0.997915576189624,0.997915576189624,0.997915576189624,0.997915576189624,0.997915576189624
ENSMUSE00000118134,0.540076758826848,0.540076758826848,0.540076758826848,0.540076758826848,0.540076758826848,0.540076758826848,0.540076758826848,0.540076758826848,0.540076758826848,0.540076758826848
ENSMUSE00000119116,108.14996138224,108.14996138224,108.14996138224,108.14996138224,108.14996138224,108.14996138224,108.14996138224,108.14996138224,108.14996138224,108.14996138224
ENSMUSE00000119284,5.07724751173513,5.07724751173513,5.07724751173513,5.07724751173513,5.07724751173513,5.07724751173513,5.07724751173513,5.07724751173513,5.07724751173513,5.07724751173513
ENSMUSE00000119699,2.75579368702649,2.75579368702649,2.75579368702649,2.75579368702649,2.75579368702649,2.75579368702649,2.75579368702649,2.75579368702649,2.75579368702649,2.75579368702649
ENSMUSE00000120474,0.64823473068437,0.64823473068437,0.64823473068437,0.64823473068437,0.64823473068437,0.64823473068437,0.64823473068437,0.64823473068437,0.64823473068437,0.64823473068437
ENSMUSE00000121140,1.99632376969469,1.99632376969469,1.99632376969469,1.99632376969469,1.99632376969469,1.99632376969469,1.99632376969469,1.99632376969469,1.99632376969469,1.99632376969469
ENSMUSE00000123264,1.81031450604414,1.81031450604414,1.81031450604414,1.81031450604414,1.81031450604414,1.81031450604414,1.81031450604414,1.81031450604414,1.81031450604414,1.81031450604414
ENSMUSE00000123469,1.23687114243716,1.23687114243716,1.23687114243716,1.23687114243716,1.23687114243716,1.23687114243716,1.23687114243716,1.23687114243716,1.23687114243716,1.23687114243716
ENSMUSE00000123611,11.675101666649,11.675101666649,11.675101666649,11.675101666649,11.675101666649,11.675101666649,11.675101666649,11.675101666649,11.675101666649,11.675101666649
ENSMUSE00000124868,1.85793868858024,1.85793868858024,1.85793868858024,1.85793868858024,1.85793868858024,1.85793868858024,1.85793868858024,1.85793868858024,1.85793868858024,1.85793868858024
ENSMUSE00000125819,2.48479552231155,2.48479552231155,2.48479552231155,2.48479552231155,2.48479552231155,2.48479552231155,2.48479552231155,2.48479552231155,2.48479552231155,2.48479552231155
