gs_name,gene_symbol
WTvsKO_48h_up,Epn2
WTvsKO_48h_up,Cenpv
WTvsKO_48h_up,Kdm6b
WTvsKO_48h_up,C1qbp
WTvsKO_48h_up,Smtnl2
WTvsKO_48h_up,Cpd
WTvsKO_48h_up,Nle1
WTvsKO_48h_up,Ppm1e
WTvsKO_48h_up,Nme2
WTvsKO_48h_up,Tbkbp1
WTvsKO_48h_up,Tex2
WTvsKO_48h_up,Slc16a6
WTvsKO_48h_up,Fam20a
WTvsKO_48h_up,Tbc1d16
WTvsKO_48h_up,P4hb
WTvsKO_48h_up,Mafg
WTvsKO_48h_up,Pycr1
WTvsKO_48h_up,F730043M19Rik
WTvsKO_48h_up,Stxbp6
WTvsKO_48h_up,Egln3
WTvsKO_48h_up,Jag2
WTvsKO_48h_up,Gm35330
WTvsKO_48h_up,Gtpbp4
WTvsKO_48h_up,Wnk2
WTvsKO_48h_up,Gm6554
WTvsKO_48h_up,Nfil3
WTvsKO_48h_up,Ctla2a
WTvsKO_48h_up,Zfp131
WTvsKO_48h_up,Kcnk5
WTvsKO_48h_up,Bmpr1a
WTvsKO_48h_up,Cdv3-ps
WTvsKO_48h_up,Ero1l
WTvsKO_48h_up,Tgm1
WTvsKO_48h_up,Gzmb
WTvsKO_48h_up,Dleu7
WTvsKO_48h_up,Slc39a14
WTvsKO_48h_up,Dgkh
WTvsKO_48h_up,Gm48998
WTvsKO_48h_up,Spef2
WTvsKO_48h_up,Tars
WTvsKO_48h_up,Otulin
WTvsKO_48h_up,Snord83b
WTvsKO_48h_up,Snord43
WTvsKO_48h_up,Enthd1
WTvsKO_48h_up,Ddn
WTvsKO_48h_up,Ccdc116
WTvsKO_48h_up,Etv5
WTvsKO_48h_up,Maats1
WTvsKO_48h_up,Pdia2
WTvsKO_48h_up,1110038B12Rik
WTvsKO_48h_up,Tnf
WTvsKO_48h_up,Lta
WTvsKO_48h_up,Mir6974
WTvsKO_48h_up,Mrps18b
WTvsKO_48h_up,Efna5
WTvsKO_48h_up,Emilin2
WTvsKO_48h_up,Crem
WTvsKO_48h_up,Osbpl1a
WTvsKO_48h_up,Slc39a6
WTvsKO_48h_up,Hspa9
WTvsKO_48h_up,Hbegf
WTvsKO_48h_up,Diaph1
WTvsKO_48h_up,Lars
WTvsKO_48h_up,Zfp608
WTvsKO_48h_up,Nars
WTvsKO_48h_up,Alpk2
WTvsKO_48h_up,Lipg
WTvsKO_48h_up,Slc14a1
WTvsKO_48h_up,Setbp1
WTvsKO_48h_up,Slc3a2
WTvsKO_48h_up,Mir5136
WTvsKO_48h_up,Tmem109
WTvsKO_48h_up,Psat1
WTvsKO_48h_up,Aldh18a1
WTvsKO_48h_up,Rrp12
WTvsKO_48h_up,Mirt1
WTvsKO_48h_up,Gfra1
WTvsKO_48h_up,Clcn5
WTvsKO_48h_up,Firre
WTvsKO_48h_up,Hspa9-ps1
WTvsKO_48h_up,Gm14681
WTvsKO_48h_up,Slc7a3
WTvsKO_48h_up,Cysltr1
WTvsKO_48h_dn,Vwa3b
WTvsKO_48h_dn,Inpp4a
WTvsKO_48h_dn,Gm28177
WTvsKO_48h_dn,Stat1
WTvsKO_48h_dn,Pnkd
WTvsKO_48h_dn,Wnt10a
WTvsKO_48h_dn,Sp100
WTvsKO_48h_dn,Nuak2
WTvsKO_48h_dn,F730311O21Rik
WTvsKO_48h_dn,Lad1
WTvsKO_48h_dn,Tnnt2
WTvsKO_48h_dn,Gm19705
WTvsKO_48h_dn,Slamf6
WTvsKO_48h_dn,Aim2
WTvsKO_48h_dn,Ifi209
WTvsKO_48h_dn,Ifi208
WTvsKO_48h_dn,Gm18752
WTvsKO_48h_dn,Frmd4a
WTvsKO_48h_dn,Plxdc2
WTvsKO_48h_dn,Stkld1
WTvsKO_48h_dn,Adamtsl2
WTvsKO_48h_dn,Cstad
WTvsKO_48h_dn,Lypd6b
WTvsKO_48h_dn,Dapl1
WTvsKO_48h_dn,Rapgef4
WTvsKO_48h_dn,Itga4
WTvsKO_48h_dn,Gm13919
WTvsKO_48h_dn,Slc28a2
WTvsKO_48h_dn,Gm14086
WTvsKO_48h_dn,Gm14085
WTvsKO_48h_dn,Shld1
WTvsKO_48h_dn,Hck
WTvsKO_48h_dn,Tox2
WTvsKO_48h_dn,Spo11
WTvsKO_48h_dn,Zfp831
WTvsKO_48h_dn,Car2
WTvsKO_48h_dn,Tnik
WTvsKO_48h_dn,Mgst2
WTvsKO_48h_dn,Gm5538
WTvsKO_48h_dn,Serpini1
WTvsKO_48h_dn,Ctso
WTvsKO_48h_dn,Fcrl1
WTvsKO_48h_dn,Arhgef2
WTvsKO_48h_dn,Slc9b2
WTvsKO_48h_dn,Gbp7
WTvsKO_48h_dn,Gm43802
WTvsKO_48h_dn,Gbp3
WTvsKO_48h_dn,Gbp2
WTvsKO_48h_dn,Mcoln3
WTvsKO_48h_dn,Mcoln2
WTvsKO_48h_dn,Wls
WTvsKO_48h_dn,Trp53inp1
WTvsKO_48h_dn,Bach2
WTvsKO_48h_dn,Galt
WTvsKO_48h_dn,Creb3
WTvsKO_48h_dn,Slc44a1
WTvsKO_48h_dn,Gm11210
WTvsKO_48h_dn,8030451A03Rik
WTvsKO_48h_dn,Junos
WTvsKO_48h_dn,Patj
WTvsKO_48h_dn,Id3
WTvsKO_48h_dn,Dhrs3
WTvsKO_48h_dn,Gm13241
WTvsKO_48h_dn,Gm13146
WTvsKO_48h_dn,Tmem243
WTvsKO_48h_dn,Gsap
WTvsKO_48h_dn,Ablim2
WTvsKO_48h_dn,Jakmip1
WTvsKO_48h_dn,Gm1043
WTvsKO_48h_dn,Klf3
WTvsKO_48h_dn,Wdr19
WTvsKO_48h_dn,Kit
WTvsKO_48h_dn,Stap1
WTvsKO_48h_dn,Arhgap24
WTvsKO_48h_dn,Brdt
WTvsKO_48h_dn,A630023P12Rik
WTvsKO_48h_dn,Myo1h
WTvsKO_48h_dn,Oas1b
WTvsKO_48h_dn,Zcwpw1
WTvsKO_48h_dn,Chst12
WTvsKO_48h_dn,Glcci1
WTvsKO_48h_dn,Tmem140
WTvsKO_48h_dn,4930599N23Rik
WTvsKO_48h_dn,Rab19
WTvsKO_48h_dn,Gimap4
WTvsKO_48h_dn,Gimap1
WTvsKO_48h_dn,Mturn
WTvsKO_48h_dn,Gm45193
WTvsKO_48h_dn,Herc6
WTvsKO_48h_dn,Ccser1
WTvsKO_48h_dn,Cd8b1
WTvsKO_48h_dn,Gm20560
WTvsKO_48h_dn,Gm44178
WTvsKO_48h_dn,4933427D06Rik
WTvsKO_48h_dn,Cracr2a
WTvsKO_48h_dn,Gm43634
WTvsKO_48h_dn,Klrb1f
WTvsKO_48h_dn,Klrd1
WTvsKO_48h_dn,Pde6h
WTvsKO_48h_dn,Resf1
WTvsKO_48h_dn,Pglyrp1
WTvsKO_48h_dn,Gm12764
WTvsKO_48h_dn,2310043P16Rik
WTvsKO_48h_dn,Gm45552
WTvsKO_48h_dn,Nav2
WTvsKO_48h_dn,Gm32633
WTvsKO_48h_dn,Trpm1
WTvsKO_48h_dn,Igf1r
WTvsKO_48h_dn,Pde8a
WTvsKO_48h_dn,Gdpd5
WTvsKO_48h_dn,Trim34a
WTvsKO_48h_dn,Gm15133
WTvsKO_48h_dn,Trim34b
WTvsKO_48h_dn,Btbd16
WTvsKO_48h_dn,Lsp1
WTvsKO_48h_dn,Tnnt3
WTvsKO_48h_dn,Rnf122
WTvsKO_48h_dn,Ddx60
WTvsKO_48h_dn,Klf2
WTvsKO_48h_dn,Inpp4b
WTvsKO_48h_dn,Podnl1
WTvsKO_48h_dn,Nod2
WTvsKO_48h_dn,Adgrg5
WTvsKO_48h_dn,Sntb2
WTvsKO_48h_dn,Zfhx3
WTvsKO_48h_dn,Gm45353
WTvsKO_48h_dn,Casp1
WTvsKO_48h_dn,Sesn3
WTvsKO_48h_dn,Igsf9b
WTvsKO_48h_dn,Gm47680
WTvsKO_48h_dn,Cd3d
WTvsKO_48h_dn,Cadm1
WTvsKO_48h_dn,Dapk2
WTvsKO_48h_dn,Myo1e
WTvsKO_48h_dn,Gm15891
WTvsKO_48h_dn,Uba7
WTvsKO_48h_dn,Gm20661
WTvsKO_48h_dn,Itga9
WTvsKO_48h_dn,Tgm4
WTvsKO_48h_dn,Ccr9
WTvsKO_48h_dn,Cxcr6
WTvsKO_48h_dn,Gm33104
WTvsKO_48h_dn,Ifngr1
WTvsKO_48h_dn,Sgk1
WTvsKO_48h_dn,Samd3
WTvsKO_48h_dn,Sesn1
WTvsKO_48h_dn,Scml4
WTvsKO_48h_dn,Gm48670
WTvsKO_48h_dn,Smpdl3a
WTvsKO_48h_dn,Atcayos
WTvsKO_48h_dn,Tcp11l2
WTvsKO_48h_dn,5330438D12Rik
WTvsKO_48h_dn,4933412E12Rik
WTvsKO_48h_dn,Ctdsp2
WTvsKO_48h_dn,B4galnt1
WTvsKO_48h_dn,Pik3ip1
WTvsKO_48h_dn,Ccm2
WTvsKO_48h_dn,Gm11998
WTvsKO_48h_dn,Cnrip1
WTvsKO_48h_dn,Nsg2
WTvsKO_48h_dn,Ifi47
WTvsKO_48h_dn,Irf1
WTvsKO_48h_dn,Irgm2
WTvsKO_48h_dn,Xaf1
WTvsKO_48h_dn,Itgae
WTvsKO_48h_dn,Slfn2
WTvsKO_48h_dn,Slfn1
WTvsKO_48h_dn,Rnf43
WTvsKO_48h_dn,Wnt3
WTvsKO_48h_dn,Itgb3
WTvsKO_48h_dn,Map3k3
WTvsKO_48h_dn,Milr1
WTvsKO_48h_dn,Map2k6
WTvsKO_48h_dn,Rab37
WTvsKO_48h_dn,Fam49a
WTvsKO_48h_dn,Gm31508
WTvsKO_48h_dn,Gm47545
WTvsKO_48h_dn,Syne2
WTvsKO_48h_dn,1300014J16Rik
WTvsKO_48h_dn,Susd6
WTvsKO_48h_dn,Serpina3f
WTvsKO_48h_dn,Serpina3g
WTvsKO_48h_dn,Evl
WTvsKO_48h_dn,Nid1
WTvsKO_48h_dn,Cmah
WTvsKO_48h_dn,Ripor2
WTvsKO_48h_dn,Dsp
WTvsKO_48h_dn,Slc6a19os
WTvsKO_48h_dn,Slc12a7
WTvsKO_48h_dn,Glrx
WTvsKO_48h_dn,Ankrd55
WTvsKO_48h_dn,Emb
WTvsKO_48h_dn,Gm41077
WTvsKO_48h_dn,BC147527
WTvsKO_48h_dn,1810062O18Rik
WTvsKO_48h_dn,Lrmda
WTvsKO_48h_dn,Arhgap22
WTvsKO_48h_dn,Peli2
WTvsKO_48h_dn,Zfp395
WTvsKO_48h_dn,Rcbtb2
WTvsKO_48h_dn,Lpar6
WTvsKO_48h_dn,Epsti1
WTvsKO_48h_dn,Fyb
WTvsKO_48h_dn,Cpq
WTvsKO_48h_dn,Gm46516
WTvsKO_48h_dn,Gm39556
WTvsKO_48h_dn,Ly6e
WTvsKO_48h_dn,Gsdmd
WTvsKO_48h_dn,Apol7e
WTvsKO_48h_dn,Gm8233
WTvsKO_48h_dn,Gm18911
WTvsKO_48h_dn,D730005E14Rik
WTvsKO_48h_dn,Pced1b
WTvsKO_48h_dn,Hmox2
WTvsKO_48h_dn,Ciita
WTvsKO_48h_dn,Gm26822
WTvsKO_48h_dn,Klhl24
WTvsKO_48h_dn,Rtp4
WTvsKO_48h_dn,Cd200r4
WTvsKO_48h_dn,B3galt5
WTvsKO_48h_dn,Ccr6
WTvsKO_48h_dn,Pacsin1
WTvsKO_48h_dn,Dnah8
WTvsKO_48h_dn,Tapbp
WTvsKO_48h_dn,H2-Oa
WTvsKO_48h_dn,Prrt1
WTvsKO_48h_dn,Gm6034
WTvsKO_48h_dn,Nfkbie
WTvsKO_48h_dn,Trerf1
WTvsKO_48h_dn,Ccnd3
WTvsKO_48h_dn,Gm37266
WTvsKO_48h_dn,AC161258.2
WTvsKO_48h_dn,Ehd3
WTvsKO_48h_dn,Gramd3
WTvsKO_48h_dn,Gm4951
WTvsKO_48h_dn,Gm5970
WTvsKO_48h_dn,F830016B08Rik
WTvsKO_48h_dn,Iigp1
WTvsKO_48h_dn,Cd74
WTvsKO_48h_dn,Ldlrad4
WTvsKO_48h_dn,Cd226
WTvsKO_48h_dn,Cdk2ap2
WTvsKO_48h_dn,Slc25a45
WTvsKO_48h_dn,Ms4a4c
WTvsKO_48h_dn,Ms4a4b
WTvsKO_48h_dn,Ms4a6b
WTvsKO_48h_dn,Fas
WTvsKO_48h_dn,Ifit3
WTvsKO_48h_dn,Gm6776
WTvsKO_48h_dn,Casp7
WTvsKO_48h_dn,Gria3
WTvsKO_48h_dn,Trpa1
WTvsKO_48h_dn,Gm28836
WTvsKO_48h_dn,Sema4c
WTvsKO_48h_dn,Pgap1
WTvsKO_48h_dn,Rftn2
WTvsKO_48h_dn,Ica1l
WTvsKO_48h_dn,Gm11579
WTvsKO_48h_dn,Gm29113
WTvsKO_48h_dn,Ikzf2
WTvsKO_48h_dn,Gm29112
WTvsKO_48h_dn,Gm28112
WTvsKO_48h_dn,Fam124b
WTvsKO_48h_dn,Gm28100
WTvsKO_48h_dn,Ikbke
WTvsKO_48h_dn,Tmcc2
WTvsKO_48h_dn,Lax1
WTvsKO_48h_dn,Btg2
WTvsKO_48h_dn,Gm33994
WTvsKO_48h_dn,Xcl1
WTvsKO_48h_dn,Gm37065
WTvsKO_48h_dn,Ifi206
WTvsKO_48h_dn,Ifi214
WTvsKO_48h_dn,Ifi213
WTvsKO_48h_dn,Ifi204
WTvsKO_48h_dn,Ifi203-ps
WTvsKO_48h_dn,Mndal
WTvsKO_48h_dn,Ifi211
WTvsKO_48h_dn,Ifi203
WTvsKO_48h_dn,Ifi205
WTvsKO_48h_dn,Traf5
WTvsKO_48h_dn,Traf3ip3
WTvsKO_48h_dn,Hsd11b1
WTvsKO_48h_dn,Nebl
WTvsKO_48h_dn,Cfap77
WTvsKO_48h_dn,Fam78a
WTvsKO_48h_dn,Gm16534
WTvsKO_48h_dn,Traf1
WTvsKO_48h_dn,Nmi
WTvsKO_48h_dn,Ccdc148
WTvsKO_48h_dn,Dpp4
WTvsKO_48h_dn,Ifih1
WTvsKO_48h_dn,Ttn
WTvsKO_48h_dn,Pla2g4f
WTvsKO_48h_dn,Bambi-ps1
WTvsKO_48h_dn,Kcnip3
WTvsKO_48h_dn,AI847159
WTvsKO_48h_dn,Sla2
WTvsKO_48h_dn,Samhd1
WTvsKO_48h_dn,Platr29
WTvsKO_48h_dn,Atp9a
WTvsKO_48h_dn,Zbp1
WTvsKO_48h_dn,Gm43672
WTvsKO_48h_dn,Ift80
WTvsKO_48h_dn,Gm20691
WTvsKO_48h_dn,Gm48183
WTvsKO_48h_dn,Gucy1a1
WTvsKO_48h_dn,Fam160a1
WTvsKO_48h_dn,Gm37240
WTvsKO_48h_dn,Cd1d1
WTvsKO_48h_dn,Syt11
WTvsKO_48h_dn,1500004A13Rik
WTvsKO_48h_dn,Cd160
WTvsKO_48h_dn,Csf1
WTvsKO_48h_dn,S1pr1
WTvsKO_48h_dn,A930005H10Rik
WTvsKO_48h_dn,St6galnac3
WTvsKO_48h_dn,1700012D16Rik
WTvsKO_48h_dn,A530083M17Rik
WTvsKO_48h_dn,1700015C17Rik
WTvsKO_48h_dn,4930597L12Rik
WTvsKO_48h_dn,Ddx58
WTvsKO_48h_dn,Tnfsf8
WTvsKO_48h_dn,Cd52
WTvsKO_48h_dn,Tnfrsf14
WTvsKO_48h_dn,Mxd4
WTvsKO_48h_dn,Tlr1
WTvsKO_48h_dn,Tlr6
WTvsKO_48h_dn,Txk
WTvsKO_48h_dn,Igfbp7
WTvsKO_48h_dn,Rasgef1b
WTvsKO_48h_dn,Abcg3
WTvsKO_48h_dn,Gbp8
WTvsKO_48h_dn,Gbp9
WTvsKO_48h_dn,Gbp4
WTvsKO_48h_dn,Gm43302
WTvsKO_48h_dn,Gbp10
WTvsKO_48h_dn,Gbp6
WTvsKO_48h_dn,2900026A02Rik
WTvsKO_48h_dn,Oas1a
WTvsKO_48h_dn,Ncf1
WTvsKO_48h_dn,Gtf2i
WTvsKO_48h_dn,Slc46a3
WTvsKO_48h_dn,N4bp2l1
WTvsKO_48h_dn,Gm43196
WTvsKO_48h_dn,Gm20559
WTvsKO_48h_dn,Gm43197
WTvsKO_48h_dn,Samd9l
WTvsKO_48h_dn,A430035B10Rik
WTvsKO_48h_dn,Parp12
WTvsKO_48h_dn,Nod1
WTvsKO_48h_dn,Gm44175
WTvsKO_48h_dn,Mxd1
WTvsKO_48h_dn,Gm44292
WTvsKO_48h_dn,Abtb1
WTvsKO_48h_dn,Apobec1
WTvsKO_48h_dn,Cd27
WTvsKO_48h_dn,Mir8113
WTvsKO_48h_dn,St8sia1
WTvsKO_48h_dn,Gm15927
WTvsKO_48h_dn,Zfp784
WTvsKO_48h_dn,Zfp773
WTvsKO_48h_dn,Pou2f2
WTvsKO_48h_dn,Pgpep1l
WTvsKO_48h_dn,Arrdc4
WTvsKO_48h_dn,Gm16638
WTvsKO_48h_dn,Il16
WTvsKO_48h_dn,Art2a-ps
WTvsKO_48h_dn,Art2b
WTvsKO_48h_dn,Trim21
WTvsKO_48h_dn,Trim5
WTvsKO_48h_dn,Trim12a
WTvsKO_48h_dn,Trim12c
WTvsKO_48h_dn,Gm4070
WTvsKO_48h_dn,Gm18852
WTvsKO_48h_dn,Gvin1
WTvsKO_48h_dn,Gm18853
WTvsKO_48h_dn,Gm4759
WTvsKO_48h_dn,Gm8995
WTvsKO_48h_dn,Gm1966
WTvsKO_48h_dn,4933406I18Rik
WTvsKO_48h_dn,Fam53b
WTvsKO_48h_dn,Irf7
WTvsKO_48h_dn,1700029H14Rik
WTvsKO_48h_dn,Rasa3
WTvsKO_48h_dn,Neil3
WTvsKO_48h_dn,Gm45418
WTvsKO_48h_dn,Il15
WTvsKO_48h_dn,9330175E14Rik
WTvsKO_48h_dn,Cbfa2t3
WTvsKO_48h_dn,Endod1
WTvsKO_48h_dn,Kdm4d
WTvsKO_48h_dn,Ap1m2
WTvsKO_48h_dn,Nrgn
WTvsKO_48h_dn,Gm48129
WTvsKO_48h_dn,Crtam
WTvsKO_48h_dn,Sorl1
WTvsKO_48h_dn,Cd3g
WTvsKO_48h_dn,Tspan3
WTvsKO_48h_dn,Lingo1
WTvsKO_48h_dn,Gm37660
WTvsKO_48h_dn,Gm27253
WTvsKO_48h_dn,Acpp
WTvsKO_48h_dn,Nudt16
WTvsKO_48h_dn,Tmie
WTvsKO_48h_dn,Lztfl1
WTvsKO_48h_dn,Ipcef1
WTvsKO_48h_dn,Utrn
WTvsKO_48h_dn,Gm33728
WTvsKO_48h_dn,Gm26740
WTvsKO_48h_dn,Hmgb1-ps8
WTvsKO_48h_dn,Gm26528
WTvsKO_48h_dn,Ncoa7
WTvsKO_48h_dn,Chst3
WTvsKO_48h_dn,Cabcoco1
WTvsKO_48h_dn,Gm47015
WTvsKO_48h_dn,Atcay
WTvsKO_48h_dn,Elk3
WTvsKO_48h_dn,Gm33843
WTvsKO_48h_dn,Kcnmb4
WTvsKO_48h_dn,Ifngas1
WTvsKO_48h_dn,Dgka
WTvsKO_48h_dn,Eldr
WTvsKO_48h_dn,Il9r
WTvsKO_48h_dn,Gm12185
WTvsKO_48h_dn,9930111J21Rik1
WTvsKO_48h_dn,Tgtp1
WTvsKO_48h_dn,9930111J21Rik2
WTvsKO_48h_dn,Tgtp2
WTvsKO_48h_dn,Gm26551
WTvsKO_48h_dn,Tcf7
WTvsKO_48h_dn,Gm12216
WTvsKO_48h_dn,Ntn1
WTvsKO_48h_dn,Nlrp1b
WTvsKO_48h_dn,Rap1gap2
WTvsKO_48h_dn,Evi2a
WTvsKO_48h_dn,Slfn8
WTvsKO_48h_dn,Pdk2
WTvsKO_48h_dn,Gm11613
WTvsKO_48h_dn,Arl5c
WTvsKO_48h_dn,Ccr7
WTvsKO_48h_dn,Limd2
WTvsKO_48h_dn,Pecam1
WTvsKO_48h_dn,Pitpnc1
WTvsKO_48h_dn,Timp2
WTvsKO_48h_dn,Cep295nl
WTvsKO_48h_dn,2310015A10Rik
WTvsKO_48h_dn,Gm47941
WTvsKO_48h_dn,Kcnk10
WTvsKO_48h_dn,Ifi27l2a
WTvsKO_48h_dn,Gm16086
WTvsKO_48h_dn,Gm26583
WTvsKO_48h_dn,Ighj2
WTvsKO_48h_dn,Ryr2
WTvsKO_48h_dn,Lgals8
WTvsKO_48h_dn,Gm11342
WTvsKO_48h_dn,Gm11346
WTvsKO_48h_dn,Nrn1
WTvsKO_48h_dn,Klhl3
WTvsKO_48h_dn,Slc6a19
WTvsKO_48h_dn,Parp8
WTvsKO_48h_dn,Gm47782
WTvsKO_48h_dn,1700062C10Rik
WTvsKO_48h_dn,Gm30054
WTvsKO_48h_dn,Sh3bp5
WTvsKO_48h_dn,Colq
WTvsKO_48h_dn,Gm49387
WTvsKO_48h_dn,Gm43647
WTvsKO_48h_dn,Slc22a17
WTvsKO_48h_dn,Phf11b
WTvsKO_48h_dn,Dleu2
WTvsKO_48h_dn,Gm37420
WTvsKO_48h_dn,Gm37472
WTvsKO_48h_dn,Cysltr2
WTvsKO_48h_dn,Serp2
WTvsKO_48h_dn,Dnajc15
WTvsKO_48h_dn,Tbc1d4
WTvsKO_48h_dn,Dzip1
WTvsKO_48h_dn,1810041H14Rik
WTvsKO_48h_dn,Gpr183
WTvsKO_48h_dn,Card6
WTvsKO_48h_dn,Ncald
WTvsKO_48h_dn,Gm15941
WTvsKO_48h_dn,Gm34794
WTvsKO_48h_dn,Sntb1
WTvsKO_48h_dn,Fbxo32
WTvsKO_48h_dn,Gm2682
WTvsKO_48h_dn,Asap1
WTvsKO_48h_dn,Kcnq3
WTvsKO_48h_dn,Tmem71
WTvsKO_48h_dn,Sla
WTvsKO_48h_dn,Lynx1
WTvsKO_48h_dn,2010109I03Rik
WTvsKO_48h_dn,Apol7b
WTvsKO_48h_dn,Card10
WTvsKO_48h_dn,A430088P11Rik
WTvsKO_48h_dn,Amigo2
WTvsKO_48h_dn,Pou6f1
WTvsKO_48h_dn,Rarg
WTvsKO_48h_dn,Calcoco1
WTvsKO_48h_dn,Nmral1
WTvsKO_48h_dn,Bcl6
WTvsKO_48h_dn,AC169509.1
WTvsKO_48h_dn,Gm31814
WTvsKO_48h_dn,Parp14
WTvsKO_48h_dn,Gm49730
WTvsKO_48h_dn,Gm49662
WTvsKO_48h_dn,Cd86
WTvsKO_48h_dn,Dscam
WTvsKO_48h_dn,Rgmb
WTvsKO_48h_dn,Zfp945
WTvsKO_48h_dn,Prss30
WTvsKO_48h_dn,Baiap3
WTvsKO_48h_dn,CR974462.4
WTvsKO_48h_dn,Gm26510
WTvsKO_48h_dn,Galnt14
WTvsKO_48h_dn,Xdh
WTvsKO_48h_dn,AC091309.5
WTvsKO_48h_dn,Nrg2
WTvsKO_48h_dn,Ticam2
WTvsKO_48h_dn,Ppic
WTvsKO_48h_dn,Gm4841
WTvsKO_48h_dn,AC132320.1
WTvsKO_48h_dn,Spink13
WTvsKO_48h_dn,Mppe1
WTvsKO_48h_dn,Npas4
WTvsKO_48h_dn,AC124502.5
WTvsKO_48h_dn,Ctsw
WTvsKO_48h_dn,Gm8189
WTvsKO_48h_dn,BE692007
WTvsKO_48h_dn,Gm19261
WTvsKO_48h_dn,Ms4a6d
WTvsKO_48h_dn,A330040F15Rik
WTvsKO_48h_dn,Gm6545
WTvsKO_48h_dn,Tjp2
WTvsKO_48h_dn,Plgrkt
WTvsKO_48h_dn,Ifit1bl1
WTvsKO_48h_dn,Ifit1bl2
WTvsKO_48h_dn,L1cam
WTvsKO_48h_dn,Gm5763
WTvsKO_48h_dn,Tlr7
