#Mapping quality	mapping quality
0.0	864591.0
1.0	3.2803452E7
2.0	205575.0
3.0	213764.0
4.0	108797.0
5.0	60953.0
6.0	827928.0
7.0	390601.0
8.0	258411.0
9.0	109008.0
10.0	120789.0
11.0	324108.0
12.0	724559.0
13.0	61802.0
14.0	169809.0
15.0	525580.0
16.0	411202.0
17.0	613685.0
18.0	571231.0
19.0	109804.0
20.0	170638.0
21.0	1005057.0
22.0	279198.0
23.0	999175.0
24.0	1584299.0
25.0	391539.0
26.0	337887.0
27.0	320142.0
28.0	487009.0
29.0	367184.0
30.0	4123816.0
31.0	3735329.0
32.0	4211959.0
33.0	1521149.0
34.0	4209533.0
35.0	2886345.0
36.0	2479604.0
37.0	2400564.0
38.0	3010220.0
39.0	2666869.0
40.0	6115135.0
41.0	1.4803685E7
42.0	3.59917375E8
