#Coverage	Number of genomic locations
0.0	2.260516086E9
1.0	2.4120751E8
2.0	7.3636445E7
3.0	4.2988513E7
4.0	2.8312886E7
5.0	1.9454909E7
6.0	1.3779891E7
7.0	9986676.0
8.0	7379309.0
9.0	5563950.0
10.0	4264676.0
11.0	3309707.0
12.0	2602035.0
13.0	2068923.0
14.0	1666056.0
15.0	1356756.0
16.0	1111559.0
17.0	920251.0
18.0	763479.0
19.0	639946.0
20.0	539380.0
21.0	456193.0
22.0	387086.0
23.0	331032.0
24.0	282974.0
25.0	245436.0
26.0	213505.0
27.0	185586.0
28.0	161680.0
29.0	140907.0
30.0	124246.0
31.0	108558.0
32.0	95913.0
33.0	83803.0
34.0	74648.0
35.0	66781.0
36.0	59203.0
37.0	52408.0
38.0	46299.0
39.0	41213.0
40.0	36739.0
41.0	32303.0
42.0	28830.0
43.0	25670.0
44.0	22803.0
45.0	19743.0
46.0	17216.0
47.0	15135.0
48.0	13041.0
49.0	11124.0
50.0	9686.0
51.0	8450.0
52.0	7432.0
53.0	6402.0
54.0	5436.0
55.0	4557.0
56.0	3974.0
57.0	3504.0
58.0	3032.0
59.0	2696.0
60.0	2246.0
61.0	2069.0
62.0	1693.0
63.0	1516.0
64.0	1343.0
65.0	1274.0
66.0	1296.0
67.0	1198.0
68.0	1150.0
69.0	1114.0
70.0	1093.0
71.0	1128.0
72.0	1218.0
73.0	1234.0
74.0	1126.0
75.0	1231.0
76.0	1457.0
77.0	1536.0
78.0	1509.0
79.0	2040.0
80.0	3816.0
81.0	985.0
82.0	192.0
83.0	16.0
84.0	2.0
