#Mapping quality	mapping quality
0.0	907614.0
1.0	3.5253783E7
2.0	222370.0
3.0	233493.0
4.0	119875.0
5.0	73913.0
6.0	793434.0
7.0	383899.0
8.0	268066.0
9.0	120966.0
10.0	140803.0
11.0	332573.0
12.0	702981.0
13.0	72268.0
14.0	185477.0
15.0	552118.0
16.0	432650.0
17.0	579973.0
18.0	537877.0
19.0	126890.0
20.0	196068.0
21.0	1004885.0
22.0	296728.0
23.0	987454.0
24.0	1553513.0
25.0	418108.0
26.0	374275.0
27.0	369630.0
28.0	570679.0
29.0	435330.0
30.0	3941362.0
31.0	3519146.0
32.0	3925500.0
33.0	1664249.0
34.0	3848507.0
35.0	2805234.0
36.0	2638962.0
37.0	2638550.0
38.0	3407043.0
39.0	3352101.0
40.0	6848528.0
41.0	1.8429944E7
42.0	3.59754764E8
