#Coverage (X)	Coverage
1.0	6.631122917714478
2.0	3.7488064157810044
3.0	2.3922655974122904
4.0	1.5657520894091164
5.0	1.0447627388854812
6.0	0.7107507344452699
7.0	0.49299212235543166
8.0	0.3484175657525981
9.0	0.2506492967498133
10.0	0.18329917274020602
11.0	0.136075939884563
12.0	0.10253367736520147
13.0	0.07833070972681355
14.0	0.06063313740975218
15.0	0.04749683024833473
16.0	0.03760469032062019
17.0	0.0300723049738707
18.0	0.024208471139615995
19.0	0.019621926568177628
20.0	0.01599185382600865
21.0	0.013109229935182043
22.0	0.01081665475962268
23.0	0.008965717215303926
24.0	0.007483550945522666
25.0	0.0062847416106990295
26.0	0.005309484497132644
27.0	0.004510302733919502
28.0	0.0038667232963831566
29.0	0.0033282974229535967
30.0	0.0028948049735788572
31.0	0.002535352961174908
32.0	0.002238530793135851
33.0	0.001998468068109105
34.0	0.0018054052438571944
35.0	0.0016372549353036447
36.0	0.0015037033046922943
37.0	0.0013873225980063353
38.0	0.0012855445146726652
39.0	0.0011951770239591042
40.0	0.0011114871147697158
41.0	0.0010382171679736985
42.0	9.681759419208902E-4
43.0	9.035648371025218E-4
44.0	8.424025930793277E-4
45.0	7.831849194985807E-4
46.0	7.258751263634622E-4
47.0	6.708401137416331E-4
48.0	6.20868322286583E-4
49.0	5.732080013558516E-4
50.0	5.292900612943185E-4
51.0	4.828405106422906E-4
