#Mapping quality	mapping quality
0.0	239679.0
1.0	1.055438E7
2.0	67762.0
3.0	71842.0
4.0	38613.0
5.0	26335.0
6.0	254240.0
7.0	128695.0
8.0	98894.0
9.0	42771.0
10.0	52423.0
11.0	105904.0
12.0	245868.0
13.0	27162.0
14.0	68849.0
15.0	174613.0
16.0	132285.0
17.0	189265.0
18.0	188468.0
19.0	50399.0
20.0	77970.0
21.0	358797.0
22.0	106082.0
23.0	355882.0
24.0	583010.0
25.0	171870.0
26.0	154834.0
27.0	154306.0
28.0	240398.0
29.0	183296.0
30.0	1170696.0
31.0	1024953.0
32.0	1192760.0
33.0	759323.0
34.0	1042134.0
35.0	862747.0
36.0	1032968.0
37.0	1005272.0
38.0	1331770.0
39.0	1197953.0
40.0	2333167.0
41.0	6473939.0
42.0	1.46161179E8
