#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	2.231433082111159E-6
7.0	0.0
8.0	2.231433082111159E-6
9.0	7.810015787389057E-6
10.0	1.4504315033722533E-5
11.0	1.1157165410555795E-5
12.0	2.3430047362167168E-5
13.0	2.5661480444278322E-5
14.0	4.239722856011202E-5
15.0	5.243867742961223E-5
16.0	2.6777196985333906E-5
17.0	5.243867742961223E-5
18.0	6.694299246333476E-5
19.0	9.706733907183541E-5
20.0	1.4950601650144766E-4
21.0	1.7293606386361478E-4
22.0	2.320690405395605E-4
23.0	3.5145071043250753E-4
24.0	4.6079093145595434E-4
25.0	7.174057358987375E-4
26.0	8.111259253474061E-4
27.0	0.0012295196282432485
28.0	0.0017516749694572596
29.0	0.0022481688302269927
30.0	0.0027759027541462817
31.0	0.0035769872306241884
32.0	0.0046380336611680445
33.0	0.006111895211902464
34.0	0.0074306721634301584
35.0	0.009279414471959254
36.0	0.011212951237608574
37.0	0.01311190079048517
38.0	0.016417768901632854
39.0	0.01815828670567956
40.0	0.021161795634201175
41.0	0.022903429154788938
42.0	0.02428803338223891
43.0	0.02769766313170476
44.0	0.02704385323864619
45.0	0.02843403604880145
46.0	0.027495718437773705
47.0	0.026956827348443853
48.0	0.026938975883786964
49.0	0.02427464478374624
50.0	0.026172478620081784
51.0	0.025646976129244603
52.0	0.018763005070931676
53.0	0.02307078663594727
54.0	0.016505910508376243
55.0	0.01981847291877026
56.0	0.017328193599134206
57.0	0.012760450080052662
58.0	0.025046720630156706
59.0	0.010955220716624733
60.0	0.018426058675532892
61.0	0.014492042151770922
62.0	0.006822606648554868
63.0	0.030245959711475704
64.0	0.007623691125032775
65.0	0.03211255348466169
66.0	0.01730699498485415
67.0	0.009215818629119086
68.0	0.041489035295692776
69.0	0.011343490072912079
70.0	0.04613599468918926
71.0	0.02224515639556614
72.0	0.009943265813887324
73.0	0.044257128034051664
74.0	0.008479445712022403
75.0	0.037575101669669805
76.0	0.01660520928053019
77.0	0.006043836502898074
78.0	0.02958768695225291
79.0	0.0032980580953602926
80.0	0.014307948922496752
81.0	0.003706410349386635
82.0	0.0019301896160261523
83.0	0.0041091840207076995
84.0	6.448841607301248E-4
85.0	0.003624963041889578
86.0	0.001057699280920689
87.0	2.967805999207841E-4
88.0	0.0016847319769939249
89.0	1.0487735485922448E-4
90.0	7.185214524397931E-4
91.0	3.6818645854834124E-5
92.0	1.1157165410555795E-6
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
