#Mapping quality	mapping quality
0.0	235148.0
1.0	7890954.0
2.0	56010.0
3.0	60081.0
4.0	31871.0
5.0	21518.0
6.0	191598.0
7.0	98666.0
8.0	82617.0
9.0	35237.0
10.0	36788.0
11.0	85663.0
12.0	195494.0
13.0	23307.0
14.0	54293.0
15.0	116067.0
16.0	82431.0
17.0	147715.0
18.0	152290.0
19.0	39899.0
20.0	57719.0
21.0	233829.0
22.0	84894.0
23.0	317713.0
24.0	487298.0
25.0	126761.0
26.0	112516.0
27.0	113405.0
28.0	159820.0
29.0	133574.0
30.0	901448.0
31.0	748544.0
32.0	892041.0
33.0	532159.0
34.0	804569.0
35.0	643774.0
36.0	711282.0
37.0	713195.0
38.0	917823.0
39.0	924950.0
40.0	2356756.0
41.0	6010610.0
42.0	1.11988978E8
