#Mapping quality	mapping quality
0.0	255337.0
1.0	9968744.0
2.0	66373.0
3.0	70882.0
4.0	37444.0
5.0	24805.0
6.0	258310.0
7.0	138738.0
8.0	106037.0
9.0	42175.0
10.0	47572.0
11.0	116578.0
12.0	267510.0
13.0	25316.0
14.0	68012.0
15.0	169023.0
16.0	122567.0
17.0	206336.0
18.0	203169.0
19.0	45632.0
20.0	71908.0
21.0	350611.0
22.0	104753.0
23.0	378344.0
24.0	631137.0
25.0	164570.0
26.0	144338.0
27.0	141815.0
28.0	212159.0
29.0	165830.0
30.0	1256592.0
31.0	1078883.0
32.0	1285943.0
33.0	713082.0
34.0	1163802.0
35.0	893079.0
36.0	991197.0
37.0	948615.0
38.0	1203162.0
39.0	1023458.0
40.0	2505666.0
41.0	6496861.0
42.0	1.4903248E8
