#Coverage	Number of genomic locations
0.0	2.625768334E9
1.0	6.0183967E7
2.0	2.0484338E7
3.0	8868096.0
4.0	4273082.0
5.0	2253939.0
6.0	1281357.0
7.0	777277.0
8.0	489707.0
9.0	322930.0
10.0	219797.0
11.0	153502.0
12.0	108635.0
13.0	78271.0
14.0	56871.0
15.0	42243.0
16.0	31660.0
17.0	24096.0
18.0	18327.0
19.0	14457.0
20.0	11535.0
21.0	9656.0
22.0	7961.0
23.0	6906.0
24.0	5766.0
25.0	4936.0
26.0	4438.0
27.0	3850.0
28.0	3392.0
29.0	3053.0
30.0	2636.0
31.0	2346.0
32.0	1975.0
33.0	1888.0
34.0	1665.0
35.0	1414.0
36.0	1240.0
37.0	985.0
38.0	903.0
39.0	799.0
40.0	611.0
41.0	508.0
42.0	319.0
43.0	266.0
44.0	230.0
45.0	212.0
46.0	203.0
47.0	163.0
48.0	170.0
49.0	130.0
50.0	159.0
51.0	156.0
52.0	156.0
53.0	119.0
54.0	120.0
55.0	165.0
56.0	151.0
57.0	138.0
58.0	144.0
59.0	206.0
60.0	192.0
61.0	235.0
62.0	192.0
63.0	265.0
64.0	289.0
65.0	296.0
66.0	355.0
67.0	428.0
68.0	443.0
69.0	426.0
70.0	382.0
71.0	343.0
72.0	324.0
73.0	284.0
74.0	271.0
75.0	192.0
76.0	75.0
77.0	56.0
78.0	25.0
79.0	11.0
80.0	29.0
