#Mapping quality	mapping quality
0.0	352946.0
1.0	1.6919322E7
2.0	98010.0
3.0	90904.0
4.0	46225.0
5.0	28408.0
6.0	433953.0
7.0	209414.0
8.0	122048.0
9.0	51296.0
10.0	50831.0
11.0	153841.0
12.0	373663.0
13.0	30570.0
14.0	80438.0
15.0	212806.0
16.0	149334.0
17.0	300479.0
18.0	296791.0
19.0	58667.0
20.0	81306.0
21.0	409539.0
22.0	131608.0
23.0	496300.0
24.0	814445.0
25.0	200764.0
26.0	166503.0
27.0	156637.0
28.0	218948.0
29.0	180596.0
30.0	2176569.0
31.0	1893528.0
32.0	2149871.0
33.0	755026.0
34.0	2183145.0
35.0	1432051.0
36.0	1144129.0
37.0	1111825.0
38.0	1365436.0
39.0	1268884.0
40.0	3290876.0
41.0	7854675.0
42.0	1.84900744E8
