,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSE00000102087,12.9909327201253,-3.03595816017374,1.12704783947656,-2.69372608139131,0.00706582072254948,0.0391887571288221
ENSMUSE00000139470,20.5959429786164,-2.40180962411691,0.885384771482806,-2.71272976617212,0.00667315010932242,0.0374164355289692
ENSMUSE00000146604,6.76910393836177,-2.59079774904974,0.997229166243938,-2.59799636507622,0.00937694865726687,0.0486334174953922
ENSMUSE00000162942,221.636027199048,-1.72874604552696,0.595623634262506,-2.90241344715522,0.00370299469791999,0.0230977520068298
ENSMUSE00000214948,6.08017201802001,-2.61525319003523,0.970580358499299,-2.69452515408298,0.00704890058790731,0.039123182149513
ENSMUSE00000215962,8.6395857972236,-4.43440495731482,1.410079618795,-3.14479047722447,0.00166205818634448,0.011856838883253
ENSMUSE00000215995,91.1227454821423,-1.34987961141183,0.422592996310534,-3.19427823744598,0.00140180939469392,0.0103364927124597
ENSMUSE00000222194,9.08186492639295,-3.3451878860721,1.12377783037982,-2.97673418681117,0.0029133648296956,0.0190161466264825
ENSMUSE00000237584,13.0040332588631,-3.16153094535176,0.873016982041846,-3.62138539156186,0.000293029614195891,0.00275987155652473
ENSMUSE00000243425,191.823802160209,-0.965101026113675,0.300645830450399,-3.21009283470805,0.00132692109655244,0.00985052837247249
ENSMUSE00000245196,12.5510000787538,-2.7341656911333,0.93824937493581,-2.91411405557329,0.0035669955953598,0.022535191925911
ENSMUSE00000245382,73.9084193362134,-2.71222333835477,0.408064642047079,-6.64655316556895,3.00036106316242e-11,1.41293076814937e-09
ENSMUSE00000248315,26.4055089084698,-2.3079163326914,0.809100225780553,-2.85244801466334,0.00433839078628266,0.0262630028986638
ENSMUSE00000252061,25.1489602252311,-1.86443412215916,0.698334541402103,-2.66982944652256,0.00758897840119976,0.0416567541791919
ENSMUSE00000258565,41.2560650224202,-1.67091333660901,0.444437138298521,-3.75961681106561,0.000170173807425264,0.00174632907192022
ENSMUSE00000263296,265.625473431989,-1.90606743699634,0.376993431764626,-5.05596988274953,4.28208912283076e-07,8.76515096182638e-06
ENSMUSE00000267178,84.9446416750407,-1.63335321217122,0.545427975522415,-2.99462676186857,0.0027478085208248,0.0180738459347482
ENSMUSE00000288032,34.016645996522,-1.88489343042682,0.600236224941458,-3.1402527073581,0.00168802154430248,0.0119974568278388
ENSMUSE00000295252,71.507166251476,-2.13478025986631,0.369679780039341,-5.77467412374874,7.71021602537038e-09,2.33927344706494e-07
ENSMUSE00000300311,158.580746824891,-4.24044583064721,0.775527788569189,-5.46781932659129,4.55605925719237e-08,1.15040496244107e-06
ENSMUSE00000324759,16.7581517632359,-2.82466688866725,0.704672378951375,-4.0084824849679,6.11101701935203e-05,0.000716155215886201
ENSMUSE00000337123,425.103992231602,-1.22979720609567,0.296766152045307,-4.14399417730064,3.41308413067865e-05,0.000428085519396884
ENSMUSE00000337369,89.3406508878138,-4.20713233784631,0.707096125006334,-5.94987327615269,2.68350174689695e-09,8.99500410881267e-08
ENSMUSE00000344645,31.2099799898413,-2.79527877401275,0.690064295913284,-4.05075119893467,5.10534693385063e-05,0.000613280799127346
ENSMUSE00000345240,162.608408020018,-4.8364257831751,0.560926500677073,-8.62220946476453,6.56744302261402e-18,6.93804854873384e-16
ENSMUSE00000347763,19.8886530661591,-3.51089720767406,0.680202140411568,-5.1615497792314,2.44913743865702e-07,5.3713082797518e-06
ENSMUSE00000348828,40.4012948069565,-2.36713767269649,0.463413716768599,-5.10804403719991,3.25510797441787e-07,6.95994674418706e-06
ENSMUSE00000353972,18.372040807061,-2.01294511424183,0.729005773694189,-2.76121971440825,0.00575859214536126,0.0332103330637063
ENSMUSE00000355111,90.1175705562882,-1.18775690623224,0.376360574460227,-3.15590151262711,0.00160002877278283,0.0114758131134915
ENSMUSE00000357613,22.0875151265258,-2.20998850005495,0.674422900267808,-3.27685862858065,0.00104968912657718,0.00805741373560643
ENSMUSE00000360687,239.541251340902,-1.79596768077573,0.37220219193424,-4.82524745876037,1.39829543397069e-06,2.52548605909624e-05
ENSMUSE00000361772,9.77703805500693,-4.95125850599526,1.16102576505114,-4.264555236444,2.00300789644952e-05,0.000268326153807095
ENSMUSE00000375873,165.814233628098,-1.59838658583076,0.430314758208693,-3.71445913796798,0.00020363877031142,0.002045983247265
ENSMUSE00000377398,89.184230760568,-1.72067342066621,0.594053090215688,-2.89649771881747,0.00377353385757254,0.0234349885847304
ENSMUSE00000380804,36.3591067934679,-1.5042027105803,0.467635265952036,-3.2166152129651,0.00129712440135256,0.00966672515027405
ENSMUSE00000388905,12.3999849618733,-2.43374915634416,0.840797586837745,-2.89457200453861,0.00379675819956821,0.0235601583992608
ENSMUSE00000390065,10.4971925465709,-4.05070380190255,1.32459298380693,-3.05807433032045,0.00222764313149615,0.0152809550289226
