#Coverage	Number of genomic locations
0.0	2.451205795E9
1.0	1.37823112E8
2.0	5.3628453E7
3.0	2.8998158E7
4.0	1.6981531E7
5.0	1.0544409E7
6.0	6886613.0
7.0	4699016.0
8.0	3311494.0
9.0	2407432.0
10.0	1796347.0
11.0	1369782.0
12.0	1060315.0
13.0	834159.0
14.0	665366.0
15.0	534824.0
16.0	432497.0
17.0	353702.0
18.0	291219.0
19.0	242275.0
20.0	202490.0
21.0	170468.0
22.0	143245.0
23.0	121616.0
24.0	103628.0
25.0	89268.0
26.0	76815.0
27.0	66881.0
28.0	58233.0
29.0	51272.0
30.0	44112.0
31.0	38546.0
32.0	33779.0
33.0	29356.0
34.0	25720.0
35.0	22375.0
36.0	19807.0
37.0	17671.0
38.0	15994.0
39.0	14507.0
40.0	12843.0
41.0	11759.0
42.0	10208.0
43.0	9620.0
44.0	8497.0
45.0	7777.0
46.0	7272.0
47.0	6486.0
48.0	5600.0
49.0	4677.0
50.0	4044.0
51.0	3568.0
52.0	2947.0
53.0	2525.0
54.0	2185.0
55.0	1869.0
56.0	1692.0
57.0	1388.0
58.0	1226.0
59.0	1048.0
60.0	978.0
61.0	994.0
62.0	911.0
63.0	808.0
64.0	850.0
65.0	705.0
66.0	676.0
67.0	653.0
68.0	661.0
69.0	772.0
70.0	739.0
71.0	746.0
72.0	791.0
73.0	708.0
74.0	646.0
75.0	601.0
76.0	609.0
77.0	463.0
78.0	557.0
79.0	734.0
80.0	2435.0
81.0	863.0
82.0	216.0
83.0	39.0
84.0	1.0
