#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	2.795166039850682E-6
11.0	1.397583019925341E-6
12.0	0.0
13.0	9.783081139477388E-6
14.0	6.987915099626705E-6
15.0	8.385498119552045E-6
16.0	1.6770996239104094E-5
17.0	1.1180664159402728E-5
18.0	2.3758911338730797E-5
19.0	1.8168579259029435E-5
20.0	3.773474153798421E-5
21.0	4.891540569738694E-5
22.0	7.966223213574445E-5
23.0	1.0901147555417661E-4
24.0	2.1522778506850255E-4
25.0	3.424078398817086E-4
26.0	4.765758097945413E-4
27.0	8.44140144034906E-4
28.0	0.0012089093122354202
29.0	0.0017735328522852577
30.0	0.0027979612058905336
31.0	0.003966340610548118
32.0	0.0055903320797013635
33.0	0.007819476996482283
34.0	0.010684522187329234
35.0	0.013957661619994382
36.0	0.018160193760909882
37.0	0.023223637042099392
38.0	0.0284743564479589
39.0	0.03458878216013227
40.0	0.04068503929304661
41.0	0.0457638559874553
42.0	0.04997197846045049
43.0	0.053150082247760716
44.0	0.055041012073719704
45.0	0.05613112682926147
46.0	0.055163999379473146
47.0	0.05329263571579312
48.0	0.05138213972755517
49.0	0.048279505423320906
50.0	0.044557741841259726
51.0	0.04490434243020121
52.0	0.032914477702261705
53.0	0.03364122087262289
54.0	0.029614784192217976
55.0	0.026141790387703506
56.0	0.02264923042091008
57.0	0.01917204386733583
58.0	0.016344733418026863
59.0	0.013391640496924618
60.0	0.010821485323281916
61.0	0.008430220776189658
62.0	0.006985119933586854
63.0	0.005574958666482185
64.0	0.004363254188206916
65.0	0.0034240783988170854
66.0	0.0027057207265754604
67.0	0.002181627094103457
68.0	0.0017218222805480202
69.0	0.0014520887577024295
70.0	0.0011837528178767639
71.0	9.894887781071416E-4
72.0	7.82646491158191E-4
73.0	6.624543514446116E-4
74.0	5.310815475716296E-4
75.0	4.248652380573037E-4
76.0	3.214440945828285E-4
77.0	2.0963745298880119E-4
78.0	1.593244642714889E-4
79.0	1.1739697367372865E-4
80.0	9.224047931507251E-5
81.0	5.0312988717312275E-5
82.0	3.77347415379842E-5
83.0	2.2361328318805456E-5
84.0	1.6770996239104094E-5
85.0	1.1180664159402728E-5
86.0	1.3975830199253411E-5
87.0	5.590332079701364E-6
88.0	4.1927490597760235E-6
89.0	5.590332079701364E-6
90.0	1.397583019925341E-6
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	1.397583019925341E-6
96.0	0.0
97.0	1.397583019925341E-6
98.0	0.0
99.0	1.397583019925341E-6
100.0	0.0
