#Coverage (X)	Coverage
1.0	6.963970087767663
2.0	3.96779953658384
3.0	2.53061096107713
4.0	1.6558573566352095
5.0	1.1063908726333693
6.0	0.7559645289202734
7.0	0.5274200449878492
8.0	0.37579752121931165
9.0	0.2729361653889697
10.0	0.20175094487019862
11.0	0.15143775288620986
12.0	0.11548866250510059
13.0	0.08923450325649185
14.0	0.06983238652867385
15.0	0.055263334538807385
16.0	0.044157195612797295
17.0	0.03555900221171271
18.0	0.028845501162678033
19.0	0.02355641631018557
20.0	0.019416902801225433
21.0	0.01609102691878661
22.0	0.01344435647204989
23.0	0.011290286078235567
24.0	0.009534375655704252
25.0	0.00809143100491383
26.0	0.006906086903185837
27.0	0.00592906866920373
28.0	0.00512570424503167
29.0	0.004465027263577781
30.0	0.003914603757394275
31.0	0.003449227690708767
32.0	0.0030706234939117394
33.0	0.002759859122676289
34.0	0.002497085282442413
35.0	0.002268176319972781
36.0	0.0020741228654941324
37.0	0.0019002122256210896
38.0	0.0017411610391633303
39.0	0.00159759303625151
40.0	0.0014664629461975665
41.0	0.0013400658672253485
42.0	0.0012217405900969425
43.0	0.0011081116340534436
44.0	0.0010029947599576872
45.0	9.044820873782555E-4
46.0	8.088679254569797E-4
47.0	7.180968446505176E-4
48.0	6.345170054942173E-4
49.0	5.591557282116355E-4
50.0	4.912058326311808E-4
51.0	4.3055724873397594E-4
