#Mapping quality	mapping quality
0.0	272211.0
1.0	1.0674139E7
2.0	68726.0
3.0	76899.0
4.0	40564.0
5.0	27202.0
6.0	270465.0
7.0	132718.0
8.0	108288.0
9.0	45515.0
10.0	58188.0
11.0	116456.0
12.0	250443.0
13.0	28316.0
14.0	72821.0
15.0	189892.0
16.0	137971.0
17.0	196046.0
18.0	190529.0
19.0	52640.0
20.0	83283.0
21.0	368189.0
22.0	109622.0
23.0	363848.0
24.0	600146.0
25.0	176929.0
26.0	154453.0
27.0	155186.0
28.0	241817.0
29.0	182602.0
30.0	1195037.0
31.0	1042555.0
32.0	1209612.0
33.0	776996.0
34.0	1051483.0
35.0	882409.0
36.0	1071682.0
37.0	1057330.0
38.0	1378151.0
39.0	1256346.0
40.0	2449524.0
41.0	6799842.0
42.0	1.54188557E8
