#Mapping quality	mapping quality
0.0	176538.0
1.0	6781035.0
2.0	43525.0
3.0	51134.0
4.0	23046.0
5.0	15030.0
6.0	173384.0
7.0	92884.0
8.0	80944.0
9.0	27280.0
10.0	30392.0
11.0	83411.0
12.0	197044.0
13.0	16650.0
14.0	45860.0
15.0	116324.0
16.0	81084.0
17.0	159457.0
18.0	159333.0
19.0	29446.0
20.0	46349.0
21.0	263141.0
22.0	74534.0
23.0	305369.0
24.0	514854.0
25.0	115743.0
26.0	98941.0
27.0	94772.0
28.0	138744.0
29.0	109811.0
30.0	864686.0
31.0	752982.0
32.0	928302.0
33.0	523092.0
34.0	821853.0
35.0	620829.0
36.0	686621.0
37.0	631937.0
38.0	805909.0
39.0	634715.0
40.0	1991711.0
41.0	4321459.0
42.0	1.12493173E8
