#Coverage	Number of genomic locations
0.0	2.589314341E9
1.0	7.2069178E7
2.0	2.9085024E7
3.0	1.4703566E7
4.0	7898735.0
5.0	4463723.0
6.0	2647643.0
7.0	1639498.0
8.0	1064255.0
9.0	714107.0
10.0	498661.0
11.0	353554.0
12.0	255183.0
13.0	186099.0
14.0	136685.0
15.0	102674.0
16.0	78806.0
17.0	60621.0
18.0	46130.0
19.0	34972.0
20.0	27920.0
21.0	22191.0
22.0	18196.0
23.0	14581.0
24.0	11818.0
25.0	9750.0
26.0	8201.0
27.0	7166.0
28.0	5988.0
29.0	4927.0
30.0	4214.0
31.0	3738.0
32.0	3155.0
33.0	2810.0
34.0	2529.0
35.0	2274.0
36.0	2135.0
37.0	2038.0
38.0	1865.0
39.0	1673.0
40.0	1592.0
41.0	1465.0
42.0	1360.0
43.0	1308.0
44.0	1251.0
45.0	1281.0
46.0	1318.0
47.0	1270.0
48.0	1148.0
49.0	979.0
50.0	868.0
51.0	839.0
52.0	805.0
53.0	769.0
54.0	748.0
55.0	730.0
56.0	733.0
57.0	609.0
58.0	590.0
59.0	489.0
60.0	412.0
61.0	339.0
62.0	285.0
63.0	257.0
64.0	320.0
65.0	320.0
66.0	348.0
67.0	350.0
68.0	419.0
69.0	409.0
70.0	415.0
71.0	463.0
72.0	480.0
73.0	463.0
74.0	470.0
75.0	409.0
76.0	229.0
77.0	272.0
78.0	135.0
79.0	83.0
80.0	15.0
