#Mapping quality	mapping quality
0.0	249421.0
1.0	9791817.0
2.0	65315.0
3.0	67547.0
4.0	35377.0
5.0	23749.0
6.0	249042.0
7.0	132102.0
8.0	101667.0
9.0	41736.0
10.0	42114.0
11.0	110973.0
12.0	257645.0
13.0	29066.0
14.0	70800.0
15.0	153614.0
16.0	108694.0
17.0	203412.0
18.0	204377.0
19.0	48680.0
20.0	70040.0
21.0	324447.0
22.0	106822.0
23.0	377432.0
24.0	618483.0
25.0	167840.0
26.0	149076.0
27.0	143507.0
28.0	215008.0
29.0	173131.0
30.0	1255180.0
31.0	1062130.0
32.0	1266217.0
33.0	709598.0
34.0	1161080.0
35.0	881437.0
36.0	959458.0
37.0	946544.0
38.0	1211130.0
39.0	1136456.0
40.0	2729036.0
41.0	7219755.0
42.0	1.41744125E8
