#Mapping quality	mapping quality
0.0	569855.0
1.0	1.7885395E7
2.0	136076.0
3.0	151934.0
4.0	76052.0
5.0	47773.0
6.0	444088.0
7.0	230809.0
8.0	193945.0
9.0	74560.0
10.0	81567.0
11.0	201456.0
12.0	454290.0
13.0	48762.0
14.0	114525.0
15.0	301071.0
16.0	217034.0
17.0	353753.0
18.0	340421.0
19.0	77594.0
20.0	120393.0
21.0	618247.0
22.0	198228.0
23.0	729521.0
24.0	1092094.0
25.0	282109.0
26.0	240733.0
27.0	241293.0
28.0	346475.0
29.0	295297.0
30.0	2007522.0
31.0	1750612.0
32.0	2116731.0
33.0	1151794.0
34.0	1850596.0
35.0	1485167.0
36.0	1555168.0
37.0	1525970.0
38.0	1925718.0
39.0	1732383.0
40.0	4603353.0
41.0	1.0601421E7
42.0	2.21568198E8
