#Mapping quality	mapping quality
0.0	662139.0
1.0	2.0868412E7
2.0	167417.0
3.0	174439.0
4.0	95062.0
5.0	65371.0
6.0	517755.0
7.0	254540.0
8.0	216654.0
9.0	103998.0
10.0	122117.0
11.0	239755.0
12.0	473176.0
13.0	69528.0
14.0	169351.0
15.0	379572.0
16.0	293059.0
17.0	381438.0
18.0	380844.0
19.0	123440.0
20.0	185705.0
21.0	766748.0
22.0	256228.0
23.0	765380.0
24.0	1152155.0
25.0	384627.0
26.0	354324.0
27.0	358032.0
28.0	559493.0
29.0	443234.0
30.0	2297446.0
31.0	2062022.0
32.0	2369978.0
33.0	1644055.0
34.0	2120955.0
35.0	1887511.0
36.0	2266783.0
37.0	2328244.0
38.0	3070572.0
39.0	3176024.0
40.0	5834395.0
41.0	1.6543E7
42.0	2.87817308E8
