# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_4_neg_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_4_srt_flt_neg_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_4_srt_flt_neg_srt.bam
Gcfc2	6	81923669	81959915	+	36247	639
Mrpl19	6	81957851	81965958	-	8108	41
Eva1a	6	82041043	82093099	+	52057	3
Tacr1	6	82402475	82560104	+	157630	13
Pole4	6	82621852	82652929	-	31078	0
Hk2	6	82725025	82774454	-	49430	6
Sema4f	6	82911885	82939769	-	27885	5
M1ap	6	82946902	83030309	+	83408	21
Dok1	6	83030934	83033471	-	2538	1
Loxl3	6	83034173	83052562	+	18390	16
Htra2	6	83051266	83054571	-	3306	1
Aup1	6	83054521	83057808	+	3288	244
Dqx1	6	83057844	83067318	+	9475	161
Tlx2	6	83068324	83070293	-	1970	0
Pcgf1	6	83077869	83080855	+	2987	24
Lbx2	6	83086367	83088243	+	1877	1
Ccdc142	6	83101601	83108394	+	6794	77
Gm42688	6	83101617	83109939	+	8323	118
Mrpl53	6	83109040	83109939	+	900	28
Mogs	6	83115496	83118898	+	3403	303
Wbp1	6	83119044	83121559	-	2516	24
Ino80b	6	83121765	83125431	-	3667	13
Rtkn	6	83135463	83152579	+	17117	7
Wdr54	6	83149361	83156397	-	7037	2
1700003E16Rik	6	83156404	83162945	+	6542	2
Dctn1	6	83165920	83200117	+	34198	619
Slc4a5	6	83219828	83304945	+	85118	19
Mthfd2	6	83305691	83325908	-	20218	1
Mob1a	6	83326016	83343776	+	17761	617
Bola3	6	83349147	83360136	+	10990	125
Tet3	6	83362373	83459084	-	96712	34
Dguok	6	83480217	83506969	-	26753	2
Actg2	6	83512905	83536265	-	23361	10
Stambp	6	83543217	83572729	-	29513	5
Clec4f	6	83644542	83656187	-	11646	1
Cd207	6	83671215	83677857	-	6643	0
Vax2	6	83711264	83738313	+	27050	6
Atp6v1b1	6	83742990	83758855	+	15866	2
Ankrd53	6	83762644	83768326	+	5683	0
Tex261	6	83768885	83775813	-	6929	3
Nagk	6	83794982	83803420	+	8439	97
Paip2b	6	83805401	83831741	-	26341	18
Zfp638	6	83867109	83989550	+	122442	3838
Dysf	6	84008590	84211060	+	202471	24
Cyp26b1	6	84571414	84593908	-	22495	3
Exoc6b	6	84618487	85069513	-	451027	56
Spr	6	85130176	85137766	-	7591	1
Emx1	6	85187438	85204358	+	16921	1
Sfxn5	6	85213049	85333422	-	120374	15
Rab11fip5	6	85334962	85374634	-	39673	3
Noto	6	85423886	85428877	+	4992	0
Smyd5	6	85431989	85446435	+	14447	528
Pradc1	6	85446810	85451970	-	5161	44
Cct7	6	85451514	85468475	+	16962	732
Fbxo41	6	85469574	85502994	-	33421	50
Egr4	6	85511121	85513589	-	2469	0
Alms1	6	85587531	85702753	+	115223	979
Nat8f7	6	85706727	85713205	-	6479	2
Nat8f3	6	85760649	85765744	-	5096	5
Nat8f6	6	85808024	85820954	-	12931	2
Nat8f5	6	85817218	85820972	-	3755	1
Nat8	6	85830388	85832082	-	1695	0
Nat8f2	6	85865422	85869158	-	3737	1
Nat8f4	6	85899051	85904884	-	5834	0
Nat8f1	6	85910154	85915687	-	5534	5
Tprkb	6	85911877	85930284	+	18408	198
Dusp11	6	85942268	85961667	-	19400	3
Figla	6	86017191	86020996	+	3806	0
Add2	6	86028704	86124409	+	95706	4
Tgfa	6	86195223	86275719	+	80497	8
Fam136a	6	86365646	86370058	+	4413	87
Snrpg	6	86371304	86379328	+	8025	118
Pcyox1	6	86386006	86397154	-	11149	0
Tia1	6	86404219	86433405	+	29187	954
Gm44790	6	86426658	86445630	+	18973	372
C87436	6	86438374	86473500	+	35127	239
Pcbp1	6	86524492	86526321	-	1830	4
Asprv1	6	86628164	86629710	+	1547	0
Mxd1	6	86647042	86669161	-	22120	8
Snrnp27	6	86675151	86684522	-	9372	3
Gmcl1	6	86691768	86733383	-	41616	6
Anxa4	6	86736840	86793584	-	56745	16
Aak1	6	86849517	87003223	+	153707	5682
Nfu1	6	87009236	87028461	+	19226	238
Gfpt1	6	87042846	87092197	+	49352	801
D6Ertd527e	6	87104746	87112997	+	8252	4
Antxr1	6	87133853	87335764	-	201912	63
Gkn1	6	87345650	87350942	-	5293	0
Gkn2	6	87373357	87379497	+	6141	0
Gkn3	6	87383256	87388935	-	5680	1
Bmp10	6	87428994	87437677	+	8684	1
Arhgap25	6	87458545	87533259	-	74715	17
Prokr1	6	87578591	87590743	-	12153	0
Aplf	6	87628424	87672193	-	43770	4
1810020O05Rik	6	87675590	87722801	-	47212	4
Efcc1	6	87730869	87755908	+	25040	4
Gp9	6	87778072	87779768	+	1697	1
Rab43	6	87788853	87811779	-	22927	6
Gm45140	6	87788861	87835795	-	46935	9
Isy1	6	87814269	87838798	-	24530	2
Cnbp	6	87842615	87851106	-	8492	2
Copg1	6	87887814	87913595	+	25782	914
Hmces	6	87913935	87936629	+	22695	169
H1f10	6	87980421	87981637	-	1217	0
Rab7	6	87999106	88045270	-	46165	7
Rpn1	6	88084482	88105304	+	20823	614
Gata2	6	88193891	88207032	+	13142	1
Dnajb8	6	88222268	88254415	+	32148	2
Eefsec	6	88257334	88446539	-	189206	20
Ruvbl1	6	88465409	88497572	+	32164	412
Sec61a1	6	88503579	88518905	-	15327	10
Kbtbd12	6	88545114	88637950	-	92837	11
Mgll	6	88724412	88828360	+	103949	330
Abtb1	6	88835914	88841984	-	6071	1
Podxl2	6	88842565	88875044	-	32480	9
Mcm2	6	88883474	88898780	-	15307	1
Tpra1	6	88902251	88912238	+	9988	211
Plxna1	6	89316314	89362620	-	46307	7
Chchd6	6	89383146	89595652	-	212507	30
Txnrd3	6	89643988	89675529	+	31542	52
Vmn1r40	6	89707540	89716657	+	9118	1
Vmn1r41	6	89740766	89747645	+	6880	1
Vmn1r42	6	89842573	89876413	-	33841	6
Vmn1r43	6	89858934	89876413	-	17480	4
Vmn1r44	6	89883660	89894888	+	11229	1
Vmn1r45	6	89931649	89940598	-	8950	0
Vmn1r46	6	89969313	89986721	+	17409	1
Vmn1r47	6	90016147	90027477	+	11331	1
Vmn1r48	6	90035933	90036841	-	909	0
Vmn1r49	6	90071893	90078506	-	6614	0
Vmn1r50	6	90101430	90109109	+	7680	0
Vmn1r51	6	90122596	90132264	+	9669	1
Vmn1r52	6	90174808	90181248	+	6441	1
V1ra8	6	90202786	90205866	+	3081	0
Vmn1r53	6	90223317	90224438	-	1122	0
Vmn1r54	6	90246300	90271213	+	24914	3
BC048671	6	90301219	90305449	+	4231	1
Chst13	6	90308349	90325185	-	16837	2
Uroc1	6	90333284	90364551	+	31268	2
Zxdc	6	90369492	90403490	+	33999	527
Cfap100	6	90403479	90428797	-	25319	63
Klf15	6	90462576	90475238	+	12663	2
Aldh1l1	6	90550789	90600203	+	49415	31
Slc41a3	6	90604725	90646412	+	41688	28
Iqsec1	6	90656088	90988685	-	332598	43
Nup210	6	91013068	91116829	-	103762	28
Hdac11	6	91156665	91174692	+	18028	8
Fbln2	6	91212455	91272540	+	60086	32
Wnt7a	6	91363981	91411363	-	47383	5
Chchd4	6	91462172	91473546	-	11375	0
Tmem43	6	91473703	91488463	+	14761	151
Xpc	6	91489305	91515888	-	26584	10
Lsm3	6	91515928	91522625	+	6698	95
Slc6a6	6	91684053	91759066	+	75014	3108
Grip2	6	91761509	91827250	-	65742	23
Ccdc174	6	91878053	91899843	+	21791	332
4930590J08Rik	6	91904233	91950725	+	46493	52
Fgd5	6	91978878	92076004	+	97127	11
Nr2c2	6	92091390	92173057	+	81668	5976
Mrps25	6	92169525	92184033	-	14509	494
Rbsn	6	92186712	92214925	-	28214	10
Trh	6	92242061	92244650	-	2590	0
Prickle2	6	92370908	92706155	-	335248	22
Adamts9	6	92772699	92943492	-	170794	14
A730049H05Rik	6	92816478	92843465	+	26988	6
Gm15737	6	92869357	92884411	+	15055	2
Magi1	6	93675455	94283917	-	608463	36
Slc25a26	6	94500331	94604672	+	104342	969
Lrig1	6	94604529	94700158	-	95630	94
Kbtbd8	6	95117240	95129790	+	12551	98
Gm10234	6	95322112	95322210	+	99	0
Suclg2	6	95473009	95718800	-	245792	35
Tafa1	6	96113154	96657198	+	544045	64
1700123L14Rik	6	96164497	96166243	-	1747	0
Tafa4	6	96831203	97060413	-	229211	31
Eogt	6	97110024	97149182	-	39159	6
Tmf1	6	97152997	97179122	-	26126	3
Uba3	6	97183670	97205647	-	21978	4
Arl6ip5	6	97210689	97233315	+	22627	1218
Lmod3	6	97238534	97252759	-	14226	28
Frmd4b	6	97286867	97617541	-	330675	58
Mitf	6	97807052	98021349	+	214298	233
Gm765	6	98235708	98342754	-	107047	23
Foxp1	6	98925338	99521162	-	595825	350
Gm20696	6	99257484	99666797	-	409314	434
Eif4e3	6	99625135	99666771	-	41637	6
Gpr27	6	99692679	99695066	+	2388	0
Prok2	6	99711299	99726392	-	15094	1
Rybp	6	100228565	100287485	-	58921	6
Shq1	6	100568256	100671157	-	102902	29
Gxylt2	6	100704734	100810913	+	106180	10
Ppp4r2	6	100833622	100869934	+	36313	1194
Pdzrn3	6	101149609	101377897	-	228289	20
Cntn3	6	102163304	102573101	-	409798	33
Chl1	6	103510586	103750211	+	239626	282
Cntn6	6	104492790	104863406	+	370617	38
Cntn4	6	105677745	106699310	+	1021566	105
Il5ra	6	106710357	106749037	-	38681	5
Trnt1	6	106769120	106782474	+	13355	504
Crbn	6	106780201	106800074	-	19874	97
Lrrn1	6	107529768	107570214	+	40447	1
Setmar	6	108065045	108077122	+	12078	20
Sumf1	6	108107028	108185582	-	78555	5
Itpr1	6	108213096	108551109	+	338014	10553
Bhlhe40	6	108660629	108666925	+	6297	574
Arl8b	6	108783099	108825278	+	42180	1142
Edem1	6	108828641	108859356	+	30716	2512
Grm7	6	110645581	111567230	+	921650	85
Lmcd1	6	112273758	112330425	+	56668	3
Ssu2	6	112359324	112388023	-	28700	1
Cav3	6	112459505	112472872	+	13368	1
Oxtr	6	112473683	112489943	-	16261	1
Rad18	6	112619850	112696686	-	76837	19
Srgap3	6	112717971	112947266	-	229296	24
Thumpd3	6	113046225	113068273	+	22049	731
Setd5	6	113077365	113153435	+	76071	8465
Lhfpl4	6	113168090	113195384	-	27295	3
Mtmr14	6	113237843	113281392	+	43550	936
Cpne9	6	113282307	113305569	+	23263	20
Brpf1	6	113307137	113324860	+	17724	461
Ogg1	6	113326972	113334188	+	7217	58
Camk1	6	113334124	113343984	-	9861	56
Tada3	6	113366025	113377883	-	11859	1
Arpc4	6	113378115	113390448	+	12334	505
Ttll3	6	113389260	113414587	+	25328	539
Rpusd3	6	113415319	113419340	-	4022	27
Cidec	6	113424634	113435760	-	11127	3
Jagn1	6	113442569	113448229	+	5661	41
Il17re	6	113458484	113470758	+	12275	3
Il17rc	6	113471427	113483140	+	11714	4
Creld1	6	113483297	113493338	+	10042	36
Prrt3	6	113493639	113501931	-	8293	6
Emc3	6	113514874	113531652	-	16779	3
Fancd2	6	113531682	113597017	+	65336	1299
Fancd2os	6	113596761	113600715	-	3955	38
Brk1	6	113604772	113616951	+	12180	407
Vhl	6	113623959	113631633	+	7675	76
Irak2	6	113638467	113695026	+	56560	639
Tatdn2	6	113697050	113711069	+	14020	552
Ghrl	6	113716119	113719880	-	3762	196
Sec13	6	113728062	113740743	-	12682	138
Atp2b2	6	113743831	114042026	-	298196	36
Slc6a11	6	114131241	114249952	+	118712	13
Slc6a1	6	114282635	114317532	+	34898	3
Hrh1	6	114397936	114483296	+	85361	4
Atg7	6	114643097	114860614	+	217518	1784
Vgll4	6	114861424	114969994	-	108571	22
Tamm41	6	115004381	115037876	-	33496	4
Syn2	6	115134902	115282006	+	147105	15
Gm17482	6	115227343	115259294	+	31952	7
Timp4	6	115241892	115252205	-	10314	2
Pparg	6	115360951	115490399	+	129449	324
Tsen2	6	115544664	115578628	+	33965	271
Mkrn2os	6	115583544	115592576	-	9033	17
Mkrn2	6	115601902	115622624	+	20723	249
Raf1	6	115618569	115676635	-	58067	53
Tmem40	6	115729131	115762410	-	33280	1
Cand2	6	115774538	115805557	+	31020	386
Rpl32	6	115805505	115808747	-	3243	9
Efcab12	6	115810729	115838412	-	27684	138
Mbd4	6	115840697	115853371	-	12675	1
Ift122	6	115853470	115926699	+	73230	110
Rho	6	115931748	115940036	+	8289	3
H1f8	6	115944938	115950236	+	5299	1
Plxnd1	6	115954811	115995005	-	40195	5
Tmcc1	6	116018611	116193486	-	174876	137
Washc2	6	116208038	116262686	+	54649	652
Zfand4	6	116264222	116330302	+	66081	280
Marchf8	6	116338024	116409540	+	71517	167
Alox5	6	116410077	116461178	-	51102	10
Olfr211	6	116489091	116498221	+	9131	0
Olfr212	6	116506516	116517965	+	11450	1
Olfr213	6	116538456	116544292	+	5837	1
Eif4a3l2	6	116551141	116552502	+	1362	16
Olfr214	6	116554235	116560611	+	6377	0
Olfr215	6	116580084	116584195	-	4112	0
Zfp422	6	116624016	116628999	-	4984	4
Rassf4	6	116633008	116673952	-	40945	2
Depp1	6	116650609	116652794	+	2186	0
Tmem72	6	116679063	116716913	-	37851	19
Cxcl12	6	117168535	117181367	+	12833	1
Zfp637	6	117841180	117845956	+	4777	22
Zfp239	6	117863077	117873291	+	10215	59
Hnrnpf	6	117900324	117925622	+	25299	3305
Fxyd4	6	117933559	117937692	-	4134	66
Rasgef1a	6	118011438	118091546	+	80109	31
Csgalnact2	6	118107452	118139140	-	31689	3
Ret	6	118151745	118197718	-	45974	3
Bms1	6	118383381	118419474	-	36094	6
Zfp248	6	118427319	118455528	-	28210	3
Zfp9	6	118461950	118479320	-	17371	5
Ankrd26	6	118501308	118562226	-	60919	5
Cacna1c	6	118587240	119196890	-	609651	434
Dcp1b	6	119175253	119221616	+	46364	658
Cacna2d4	6	119236526	119352407	+	115882	29
Lrtm2	6	119315133	119330766	-	15634	3
Adipor2	6	119353150	119417704	-	64555	29
Wnt5b	6	119432531	119544347	-	111817	151
Fbxl14	6	119479668	119482630	+	2963	109
Erc1	6	119570796	119848167	-	277372	44
Rad52	6	119902703	119922828	+	20126	398
Wnk1	6	119923969	120038672	-	114704	85
Ninj2	6	120093350	120200339	+	106990	56
B4galnt3	6	120203094	120294559	-	91466	12
Ccdc77	6	120324323	120364374	-	40052	36
Kdm5a	6	120364124	120444574	+	80451	2710
Il17ra	6	120463247	120487559	+	24313	740
Tmem121b	6	120488939	120493807	-	4869	13
Hdhd5	6	120509494	120531319	-	21826	10
Cecr2	6	120666421	120771190	+	104770	21
Slc25a18	6	120773578	120794336	+	20759	3
Atp6v1e1	6	120795244	120822793	-	27550	1
Bcl2l13	6	120836212	120892842	+	56631	882
Bid	6	120891930	120916853	-	24924	86
Mical3	6	120931722	121130999	-	199278	30
Pex26	6	121183667	121198837	+	15171	82
Tuba8	6	121210696	121226854	+	16159	5
Usp18	6	121245906	121270917	+	25012	82
Slc6a13	6	121300227	121337733	+	37507	5
Slc6a12	6	121343076	121365775	+	22700	1
Iqsec3	6	121372933	121473678	-	100746	6
A2m	6	121635376	121679227	+	43852	4
Gm7298	6	121732932	121789084	+	56153	8
Mug1	6	121838541	121889057	+	50517	3
Mug2	6	122006761	122085965	+	79205	10
Klrg1	6	122270596	122282882	-	12287	1
M6pr	6	122308720	122317680	+	8961	306
Phc1	6	122317731	122340561	-	22831	20
Rimklb	6	122447296	122498761	-	51466	90
Mfap5	6	122505845	122529290	+	23446	3
Aicda	6	122553801	122564180	+	10380	2
Apobec1	6	122577792	122602444	-	24653	3
Gdf3	6	122605403	122610087	-	4685	0
Dppa3	6	122626410	122630272	+	3863	0
Nanog	6	122707489	122714633	+	7145	0
Slc2a3	6	122727809	122801640	-	73832	9
Foxj2	6	122819914	122845366	+	25453	190
C3ar1	6	122847138	122856161	-	9024	1
Necap1	6	122874474	122888941	+	14468	257
Clec4a1	6	122921848	122934619	+	12772	3
Clec4a3	6	122952515	122969875	+	17361	10
Clec4a4	6	122990367	123024105	+	33739	6
Clec4b1	6	123049962	123071555	+	21594	1
Clec4a2	6	123106428	123143999	+	37572	4
Clec4b2	6	123172893	123204671	+	31779	4
Clec4n	6	123229843	123247021	+	17179	7
Clec4d	6	123262111	123275265	+	13155	2
Clec4e	6	123281789	123289870	-	8082	0
Vmn2r19	6	123308333	123336537	+	28205	3
Vmn2r20	6	123373513	123418116	-	44604	0
Vmn2r21	6	123492508	123533406	-	40899	5
Vmn2r22	6	123609758	123650725	-	40968	4
Vmn2r23	6	123702670	123747657	+	44988	5
Vmn2r24	6	123778879	123824912	+	46034	1
Vmn2r25	6	123821646	123853463	-	31818	2
Vmn2r26	6	124024568	124065806	+	41239	5
Vmn2r27	6	124189756	124231856	-	42101	5
Cd163	6	124304656	124330527	+	25872	3
Pex5	6	124396816	124415067	-	18252	0
Clstn3	6	124430581	124464794	-	34214	6
C1rl	6	124493113	124510643	+	17531	1
C1ra	6	124512405	124523443	+	11039	3
C1s1	6	124530345	124542359	-	12015	1
C1rb	6	124570294	124581171	+	10878	0
C1s2	6	124624625	124636085	-	11461	4
Lpcat3	6	124663027	124704418	+	41392	1274
Emg1	6	124704381	124712178	-	7798	91
Phb2	6	124712336	124716950	+	4615	287
Ptpn6	6	124720707	124738714	-	18008	11
Grcc10	6	124739183	124741374	-	2192	0
Gm45234	6	124739189	124756021	-	16833	30
Atn1	6	124742544	124756524	-	13981	30
Eno2	6	124760055	124769673	-	9619	1
Lrrc23	6	124769863	124779727	-	9865	2
Spsb2	6	124808661	124810619	+	1959	2
Tpi1	6	124810586	124814296	-	3711	0
Usp5	6	124815019	124829484	-	14466	10
Cdca3	6	124829547	124833701	+	4155	91
Gnb3	6	124834240	124840275	-	6036	24
P3h3	6	124841089	124857752	-	16664	4
Gpr162	6	124858444	124863983	-	5540	16
Cd4	6	124864692	124888221	-	23530	7
Lag3	6	124904361	124911705	-	7345	1
Ptms	6	124913681	124917946	-	4266	3
Mlf2	6	124931425	124936145	+	4721	128
Cops7a	6	124958413	124965538	-	7126	1
Pianp	6	124996694	125003096	+	6403	2
Zfp384	6	125009179	125037870	+	28692	901
Ing4	6	125039760	125049265	+	9506	174
Acrbp	6	125049689	125063267	+	13579	88
Lpar5	6	125067920	125082472	+	14553	82
Chd4	6	125095981	125130591	+	34611	3766
Nop2	6	125131909	125144753	+	12845	595
Iffo1	6	125145241	125161782	+	16542	314
Gapdh	6	125161853	125166467	-	4615	7
Ncapd2	6	125168007	125191701	-	23695	15
Mrpl51	6	125192165	125196269	+	4105	41
Vamp1	6	125215551	125241249	+	25699	590
Tapbpl	6	125223933	125231860	-	7928	129
Cd27	6	125232622	125237010	-	4389	84
Tuba3a	6	125278274	125286042	-	7769	182
Ltbr	6	125306571	125313885	-	7315	6
Scnn1a	6	125320659	125344943	+	24285	8
Tnfrsf1a	6	125349451	125362484	+	13034	160
Plekhg6	6	125362660	125380793	-	18134	24
Cd9	6	125460266	125494791	-	34526	5
Vwf	6	125546774	125686679	+	139906	9
Ano2	6	125690419	126040126	+	349708	29
Ntf3	6	126101412	126166910	-	65499	7
Kcna5	6	126532551	126535412	-	2862	1
Kcna1	6	126640397	126644813	-	4417	0
Kcna6	6	126708329	126740674	-	32346	0
Ndufa9	6	126821721	126849125	-	27405	5
Akap3	6	126853098	126874308	+	21211	2
Dyrk4	6	126876020	126921839	-	45820	5
Rad51ap1	6	126923050	126939587	-	16538	4
D6Wsu163e	6	126939966	126975967	+	36002	197
Fgf6	6	127015586	127028187	+	12602	2
Fgf23	6	127072902	127081408	+	8507	2
Tigar	6	127085116	127109557	-	24442	15
Ccnd2	6	127125162	127152193	-	27032	24
Parp11	6	127446840	127494261	+	47422	1224
Cracr2a	6	127561338	127674248	+	112911	1188
Prmt8	6	127689011	127769472	-	80462	5
Tspan11	6	127887589	127953977	+	66389	8
Tspan9	6	127961396	128143563	-	182168	25
Tead4	6	128224288	128300823	-	76536	8
Tulp3	6	128321161	128355851	-	34691	2
Rhno1	6	128357000	128362868	-	5869	2
Foxm1	6	128362967	128376146	+	13180	337
Tex52	6	128375456	128385144	+	9689	49
Gm44596	6	128375503	128407475	+	31973	48
Nrip2	6	128399296	128416427	+	17132	2
Itfg2	6	128409444	128424931	-	15488	1
Fkbp4	6	128430103	128438677	-	8575	0
Pzp	6	128483567	128526720	-	43154	4
A2ml1	6	128539827	128581608	-	41782	7
Klrb1a	6	128609227	128623533	-	14307	1
Clec2h	6	128662385	128677374	+	14990	0
Klrb1	6	128706442	128723059	-	16618	4
Klrb1c	6	128778485	128789215	-	10731	3
Gm44511	6	128780285	128826315	-	46031	10
Klrb1b	6	128813706	128826331	-	12626	2
BC035044	6	128849090	128891126	-	42037	77
Clec2i	6	128887588	128898167	+	10580	275
Clec2g	6	128934381	128984707	+	50327	22
Clec2f	6	129014112	129020527	+	6416	1
Klrb1f	6	129045901	129057464	+	11564	2
Clec2e	6	129091998	129100913	-	8916	1
Clec2d	6	129180615	129186534	+	5920	690
Cd69	6	129267325	129275436	-	8112	5
Clec2m	6	129322164	129331796	-	9633	4
Clec12a	6	129342691	129365303	+	22613	11
Clec12b	6	129375515	129385874	-	10360	0
Clec1b	6	129397297	129405333	+	8037	0
Clec9a	6	129408862	129424763	+	15902	3
Clec1a	6	129424772	129452000	-	27229	3
Clec7a	6	129461591	129472777	-	11187	4
Olr1	6	129485244	129507165	-	21922	0
Tmem52b	6	129512555	129519227	+	6673	0
Gabarapl1	6	129533160	129542346	+	9187	146
Klre1	6	129577905	129585827	+	7923	2
Klrd1	6	129591782	129598775	+	6994	35
Klrk1	6	129610323	129623864	-	13542	7
Klrc3	6	129639064	129643337	-	4274	2
Klrc2	6	129647496	129660689	-	13194	4
Klrc1	6	129666015	129678973	-	12959	2
Klri1	6	129697218	129717132	-	19915	4
Klri2	6	129729041	129740484	-	11444	1
Klrh1	6	129766568	129784270	-	17703	1
Klra17	6	129831154	129876672	-	45519	11
Gm17631	6	129862649	129864393	+	1745	3
Klra5	6	129898996	129917650	-	18655	1
Klra6	6	130013033	130026954	-	13922	1
Klra4	6	130043731	130067271	-	23541	5
Klra8	6	130115226	130129898	-	14673	5
Klra9	6	130178675	130193112	-	14438	0
Klra7	6	130218605	130233322	-	14718	3
Klra10	6	130269194	130281928	-	12735	2
Klra3	6	130323289	130337574	-	14286	2
Klra1	6	130363917	130386874	-	22958	3
Klra2	6	131219223	131247362	-	28140	3
Magohb	6	131284388	131293244	-	8857	1
Styk1	6	131299142	131316398	-	17257	2
Ybx3	6	131364855	131388476	-	23622	11
Gm6619	6	131486400	131491493	+	5094	0
5430401F13Rik	6	131486400	131553763	+	67364	13
Tas2r130	6	131629823	131630912	-	1090	0
Tas2r107	6	131659118	131660149	-	1032	0
Tas2r106	6	131677960	131678886	-	927	0
Tas2r104	6	131684836	131685744	-	909	0
Tas2r105	6	131686532	131687495	-	964	0
Tas2r114	6	131689134	131690063	-	930	0
Prb1	6	132206795	132210521	-	3727	0
Prpmp5	6	132311590	132314757	-	3168	0
Gm8882	6	132361041	132364134	-	3094	0
Prh1	6	132569809	132572941	+	3133	0
Prp2	6	132595913	132601236	+	5324	1
A630073D07Rik	6	132625111	132627511	-	2401	1
Tas2r120	6	132656953	132657844	+	892	0
Tas2r121	6	132700090	132701007	-	918	0
Tas2r122	6	132710999	132711928	-	930	0
Tas2r115	6	132737003	132738035	-	1033	0
Tas2r124	6	132754730	132755659	+	930	0
Tas2r102	6	132762131	132763174	+	1044	0
Tas2r136	6	132777179	132778162	-	984	0
Tas2r117	6	132802818	132803975	+	1158	0
Tas2r123	6	132847142	132848143	+	1002	0
Tas2r116	6	132855438	132856355	+	918	0
Tas2r110	6	132868008	132869009	+	1002	0
Tas2r113	6	132893011	132893940	+	930	0
Tas2r125	6	132909651	132910587	+	937	0
Tas2r129	6	132951102	132952066	+	965	0
Tas2r131	6	132956884	132957919	-	1036	0
Tas2r109	6	132980015	132980965	-	951	0
Tas2r103	6	133036163	133037101	-	939	1
Tas2r140	6	133054817	133055816	-	1000	0
Smim10l1	6	133104909	133110899	+	5991	60
5530400C23Rik	6	133292216	133295792	+	3577	0
Kap	6	133849851	133853762	-	3912	0
Etv6	6	134035700	134270158	+	234459	14646
Bcl2l14	6	134396318	134438736	+	42419	24
Lrp6	6	134446476	134566965	-	120490	16
Mansc1	6	134609207	134632488	-	23282	2
Borcs5	6	134639510	134711187	+	71678	535
Dusp16	6	134715468	134792625	-	77158	18
Crebl2	6	134830154	134858931	+	28778	183
Gpr19	6	134869093	134898578	-	29486	7
Cdkn1b	6	134920401	134925513	+	5113	177
Apold1	6	134981718	134986836	+	5119	6
Ddx47	6	135011612	135023776	+	12165	289
Gprc5a	6	135065651	135084709	+	19059	1
Gprc5d	6	135105991	135118283	-	12293	1
Hebp1	6	135137522	135168215	-	30694	4
Fam234b	6	135197977	135244955	+	46979	245
Gsg1	6	135237326	135254351	-	17026	5
Pbp2	6	135309127	135310405	-	1279	1
Emp1	6	135362545	135383173	+	20629	33
Grin2b	6	135713233	136173511	-	460279	44
Eif4a3l1	6	136327539	136329983	+	2445	13
E330021D16Rik	6	136400317	136415569	-	15253	5
Atf7ip	6	136506167	136610862	+	104696	3089
Plbd1	6	136612070	136661928	-	49859	34
Gucy2c	6	136697284	136781765	-	84482	11
H4f16	6	136801553	136804415	-	2863	0
H2aj	6	136808244	136810074	+	1831	67
Wbp11	6	136813654	136828233	-	14580	5
BC049715	6	136827985	136840662	+	12678	34
Smco3	6	136829927	136835452	-	5526	15
Art4	6	136848451	136857733	-	9283	21
Mgp	6	136872435	136875823	-	3389	13
Erp27	6	136907311	136922180	-	14870	12
Arhgdib	6	136923655	136941899	-	18245	10
Pde6h	6	136923832	136968865	+	45034	24
Rerg	6	137054825	137170497	-	115673	7
Ptpro	6	137252334	137463233	+	210900	14
Eps8	6	137477245	137654876	-	177632	14
Strap	6	137735078	137751932	+	16855	394
Dera	6	137754556	137857340	+	102785	1072
Slc15a5	6	137983586	138079916	-	96331	21
Mgst1	6	138140316	138156755	+	16440	0
Lmo3	6	138362918	138581968	-	219051	16
Igbp1b	6	138657089	138658544	-	1456	0
Rergl	6	139492973	139501976	-	9004	1
Pik3c2g	6	139587221	139969284	+	382064	35
Plcz1	6	139989673	140041457	-	51785	2
Capza3	6	140041557	140042778	+	1222	0
Plekha5	6	140424054	140597110	+	173057	3312
Aebp2	6	140622663	140678472	+	55810	4081
Gm11077	6	140729284	140756053	+	26770	35
Pde3a	6	141249269	141507448	+	258180	13
Slco1c1	6	141524368	141570177	+	45810	4
Slco1b2	6	141629518	141686646	+	57129	3
Gm5724	6	141708118	141773810	-	65693	15
Slco1a4	6	141805440	141856199	-	50760	3
Slco1a1	6	141907282	141946962	-	39681	0
Gm6614	6	141971845	142011414	-	39570	2
Slco1a6	6	142085761	142208521	-	122761	105
Slco1a5	6	142234227	142322981	-	88755	9
Iapp	6	142298423	142303961	+	5539	1
Pyroxd1	6	142345654	142363257	+	17604	159
Recql	6	142350342	142387087	-	36746	142
Golt1b	6	142387221	142403858	+	16638	562
Spx	6	142413441	142419730	+	6290	13
Gys2	6	142422613	142473109	-	50497	14
Ldhb	6	142490249	142507957	-	17709	4
Kcnj8	6	142564837	142571614	-	6778	0
Abcc9	6	142587862	142702315	-	114454	8
Cmas	6	142756686	142775714	+	19029	530
Sult6b2	6	142785204	142804502	-	19299	2
