# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_5_pos_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_5_srt_flt_pos_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_5_srt_flt_pos_srt.bam
Olfr1427	19	12098006	12103334	-	5329	1
Olfr1428	19	12107716	12115897	-	8182	5
Olfr76	19	12117996	12123203	-	5208	5
Olfr1555	19	12164424	12170112	-	5689	2
Olfr1431	19	12200634	12212191	+	11558	4
Olfr1432	19	12227755	12232596	-	4842	3
Olfr262	19	12240721	12241659	-	939	1
Olfr235	19	12261032	12270387	+	9356	5
Olfr1434	19	12279854	12285626	+	5773	2
Olfr1436	19	12298183	12299130	-	948	3
Olfr1437	19	12319207	12325101	-	5895	4
Olfr1438	19	12329422	12335910	-	6489	5
Olfr1440	19	12387279	12401584	+	14306	9
Olfr1441	19	12417433	12423569	+	6137	5
Pfpl	19	12427905	12432110	+	4206	1
Mpeg1	19	12460779	12465283	+	4505	19
Dtx4	19	12466338	12501454	-	35117	366
Fam111a	19	12568198	12589768	+	21571	12
Gm4952	19	12599974	12628251	+	28278	8
Glyat	19	12633308	12653911	+	20604	12
Olfr1442	19	12670439	12677277	+	6839	6
Olfr1443	19	12678112	12683851	+	5740	11
Keg1	19	12695786	12719902	+	24117	14
Cntf	19	12763660	12765632	-	1973	33
Zfp91	19	12763660	12796126	-	32467	1988
Lpxn	19	12796193	12833807	+	37615	40
Gm5244	19	12846682	12847424	+	743	1
Olfr1444	19	12857283	12863440	+	6158	1
Olfr1445	19	12883855	12884855	+	1001	1
Olfr1446	19	12888266	12893524	-	5259	1
Olfr1447	19	12899434	12903743	-	4310	3
Olfr1448	19	12916661	12924419	-	7759	2
Olfr1449	19	12930840	12935752	+	4913	0
Olfr1450	19	12950258	12956406	+	6149	0
Olfr1451	19	12995014	13000417	+	5404	6
Olfr1452	19	13016225	13017149	+	925	1
Olfr1453	19	13027404	13028327	-	924	0
Olfr1454	19	13060610	13067157	+	6548	3
Olfr1457	19	13093379	13097891	-	4513	2
Olfr1458	19	13101593	13106775	-	5183	2
Olfr1459	19	13138021	13149532	-	11512	3
Olfr1461	19	13163000	13168130	+	5131	1
Olfr1462	19	13185734	13193775	+	8042	7
Olfr1463	19	13231328	13236400	+	5073	4
Olfr1464	19	13282134	13283056	-	923	0
Olfr1465	19	13312768	13315541	-	2774	1
Olfr1466	19	13338862	13343572	+	4711	2
Olfr1467	19	13362236	13368054	+	5819	4
Olfr1468	19	13371854	13376066	+	4213	2
Olfr1469	19	13407849	13414540	+	6692	5
Olfr1471	19	13443409	13446190	+	2782	3
Olfr1472	19	13453280	13456086	-	2807	3
Olfr1474	19	13469565	13472157	+	2593	2
Olfr1475	19	13479252	13480196	-	945	0
Olfr1477	19	13500546	13506192	+	5647	4
Olfr1480	19	13527913	13531275	+	3363	1
Olfr1484	19	13583511	13588832	+	5322	3
Olfr1487	19	13617375	13623072	+	5698	1
Olfr1489	19	13631621	13643987	+	12367	6
Olfr1490	19	13651091	13659545	+	8455	4
Olfr1491	19	13697268	13706127	+	8860	5
Olfr1493	19	13723278	13727983	+	4706	2
Olfr1494	19	13739728	13750475	+	10748	2
Olfr1495	19	13764606	13770248	+	5643	0
Olfr1496	19	13777878	13782920	+	5043	2
Olfr1497	19	13794324	13798202	-	3879	3
Olfr1499	19	13814275	13819447	-	5173	3
Olfr1500	19	13826882	13830481	-	3600	3
Olfr1501	19	13835033	13850692	-	15660	4
Olfr1502	19	13861795	13862745	+	951	1
Olfr1504	19	13886920	13897928	-	11009	2
Olfr1505	19	13913530	13921866	+	8337	6
Tle4	19	14448150	14598051	-	149902	17963
Psat1	19	15904678	15947337	-	42660	232
Cep78	19	15955773	15984989	-	29217	108
Gnaq	19	16132831	16387463	+	254633	153
Gna14	19	16435762	16610820	+	175059	261
Vps13a	19	16615686	16780927	-	165242	9209
Foxb2	19	16872319	16873805	-	1487	0
Prune2	19	16956118	17223932	+	267815	111
Gcnt1	19	17326141	17372844	-	46704	21
Rfk	19	17394043	17401349	+	7307	6
Pcsk5	19	17432319	17837632	-	405314	145
Ostf1	19	18516137	18631823	-	115687	2295
Nmrk1	19	18631950	18652428	+	20479	5
Carnmt1	19	18670764	18707200	+	36437	17
D030056L22Rik	19	18713193	18718428	+	5236	3
Trpm6	19	18749983	18892511	+	142529	47
Rorb	19	18930605	19111196	-	180592	69
Anxa1	19	20373428	20390944	-	17517	8
Aldh1a1	19	20492715	20643465	+	150751	61
Aldh1a7	19	20692953	20727562	-	34610	13
Tmc1	19	20783458	20954202	-	170745	78
Zfand5	19	21272278	21286840	+	14563	14
Gda	19	21391307	21473445	-	82139	30
1110059E24Rik	19	21581202	21652976	-	71775	721
Abhd17b	19	21653185	21685637	+	32453	16
Cemip2	19	21778342	21858360	+	80019	30
Trpm3	19	22139046	22995410	+	856365	330
Klf9	19	23141226	23168134	+	26909	16
Smc5	19	23206451	23273897	-	67447	1391
Mamdc2	19	23302609	23448442	-	145834	40
1700028P14Rik	19	23558753	23652812	-	94060	36
Ptar1	19	23687429	23731668	+	44240	17
Apba1	19	23758887	23949596	+	190710	85
Fam189a2	19	23972750	24031019	-	58270	24
Tjp2	19	24094505	24225030	-	130526	90
Fxn	19	24261453	24280605	-	19153	420
Pip5k1b	19	24294794	24555872	-	261079	358
Fam122a	19	24476502	24477356	-	855	35
Tmem252	19	24674008	24682233	+	8226	1
Pgm5	19	24683016	24861855	-	178840	79
Gm10053	19	24875686	24876631	+	946	0
Foxd4	19	24899236	24901197	-	1962	0
Cbwd1	19	24919916	24961610	-	41695	496
Dock8	19	24999534	25202432	+	202899	97
Kank1	19	25236975	25434496	+	197522	94
Dmrt1	19	25505618	25604329	+	98712	38
Dmrt3	19	25610301	25623921	+	13621	6
Dmrt2	19	25672411	25678991	+	6581	2
Smarca2	19	26605050	26778322	+	173273	108
Gm815	19	26885881	26888647	+	2767	0
Vldlr	19	27217020	27254231	+	37212	14
Kcnv2	19	27322588	27337179	+	14592	2
Pum3	19	27388698	27429825	-	41128	1296
Rfx3	19	27761721	28011140	-	249420	12857
Glis3	19	28258851	28680077	-	421227	300
Slc1a1	19	28835074	28913960	+	78887	100
4430402I18Rik	19	28893042	28967800	-	74759	61
Plpp6	19	28963953	28966811	+	2859	2
Cdc37l1	19	28990352	29026681	+	36330	225
Ak3	19	29020833	29047961	-	27129	182
Rcl1	19	29101375	29143929	+	42555	12
Jak2	19	29251828	29313080	+	61253	31
Insl6	19	29321344	29325356	-	4013	25
Rln1	19	29331707	29334670	-	2964	3
Plgrkt	19	29348599	29367308	-	18710	1016
Cd274	19	29367455	29388095	+	20641	17
Pdcd1lg2	19	29410919	29471161	+	60243	36
Ric1	19	29522282	29606829	+	84548	99
Ermp1	19	29608214	29648415	-	40202	345
Mlana	19	29697824	29708634	+	10811	9
9930021J03Rik	19	29714402	29805989	-	91588	1997
Ranbp6	19	29808400	29812974	-	4575	174
Il33	19	29925114	29960718	+	35605	20
Trpd52l3	19	30003790	30006018	+	2229	0
Uhrf2	19	30030513	30093722	+	63210	21
Gldc	19	30098447	30175429	-	76983	26
Mbl2	19	30232942	30239687	+	6746	6
Dkk1	19	30545863	30549665	-	3803	1
Prkg1	19	30564489	31765033	-	1200545	464
Cstf2t	19	31082837	31087069	+	4233	2
A1cf	19	31868764	31948995	+	80232	32
Asah2	19	31982597	32108211	-	125615	590
Sgms1	19	32122727	32388512	-	265786	8706
Minpp1	19	32485769	32515364	+	29596	14
Papss2	19	32595790	32667187	+	71398	164
Atad1	19	32671638	32739786	-	68149	1793
Pten	19	32757497	32826160	+	68664	40
Rnls	19	33137747	33392295	-	254549	230
Lipo4	19	33498037	33517780	-	19744	7
Lipo3	19	33555160	33761951	-	206792	278
Gm8978	19	33612707	33625252	-	12546	1
Lipo2	19	33719799	33751359	-	31561	17
Lipo1	19	33775498	33787459	-	11962	1
Lipf	19	33961187	33976810	+	15624	4
Lipk	19	34008290	34047835	+	39546	16
Lipn	19	34067358	34084918	+	17561	9
Lipm	19	34100933	34122687	+	21755	10
Ankrd22	19	34121469	34166053	-	44585	42
Stambpl1	19	34192229	34240333	+	48105	23
Acta2	19	34241090	34255590	-	14501	5
Fas	19	34290666	34327772	+	37107	23
Ch25h	19	34473778	34475164	-	1387	0
Lipa	19	34492318	34527474	-	35157	263
Ifit2	19	34550694	34576419	+	25726	7
Ifit3	19	34583531	34588731	+	5201	6
Ifit1bl1	19	34592891	34601956	-	9066	148
Ifit3b	19	34607970	34613401	+	5432	5
Ifit1bl2	19	34617049	34640743	-	23695	93
Ifit1	19	34640871	34650009	+	9139	4
Slc16a12	19	34668403	34747289	-	78887	25
Pank1	19	34806940	34879455	-	72516	153
Kif20b	19	34922361	34975745	+	53385	19
Htr7	19	35958734	36057507	-	98774	33
Rpp30	19	36083731	36104777	+	21047	10
Ankrd1	19	36111961	36120099	-	8139	5
Pcgf5	19	36348309	36460970	+	112662	54
Hectd2	19	36554639	36621135	+	66497	19
Ppp1r3c	19	36731731	36736653	-	4923	2
Tnks2	19	36834232	36893477	+	59246	31
Fgfbp3	19	36917550	36919615	-	2066	3
Btaf1	19	36926079	37012752	+	86674	42
Cpeb3	19	37021291	37208601	-	187311	120
Marchf5	19	37207543	37222151	+	14609	3
Ide	19	37268743	37330613	-	61871	387
Kif11	19	37376403	37421859	+	45457	11
Hhex	19	37434810	37440731	+	5922	2
Exoc6	19	37520879	37684059	+	163181	75
Cyp26c1	19	37685581	37693398	+	7818	2
Cyp26a1	19	37697798	37701536	+	3739	3
Myof	19	37899036	38043577	-	144542	55
Cep55	19	38055037	38074423	+	19387	7
Ffar4	19	38097071	38114263	+	17193	9
Rbp4	19	38116629	38125281	-	8653	6
Pde6c	19	38132781	38183958	+	51178	56
Fra10ac1	19	38188481	38224138	-	35658	201
Lgi1	19	38264536	38312214	+	47679	17
Slc35g1	19	38395980	38405610	+	9631	4
Plce1	19	38481121	38785030	+	303910	130
Noc3l	19	38788128	38819237	-	31110	549
Tbc1d12	19	38836579	38919923	+	83345	33
Hells	19	38930915	38971051	+	40137	17
Cyp2c55	19	39007019	39042693	+	35675	14
Cyp2c65	19	39061015	39093944	+	32930	13
Cyp2c66	19	39113898	39187072	+	73175	57
Cyp2c29	19	39269405	39330713	+	61309	33
Cyp2c38	19	39389556	39463075	-	73520	55
Cyp2c39	19	39510862	39568529	+	57668	26
Cyp2c67	19	39608842	39649051	-	40210	30
Cyp2c68	19	39688834	39741054	-	52221	10
Cyp2c40	19	39767071	39812814	-	45744	58
Cyp2c69	19	39842814	39886799	-	43986	43
Cyp2c37	19	39992424	40012243	+	19820	7
Cyp2c54	19	40037940	40073827	-	35888	21
Cyp2c50	19	40089688	40113950	+	24263	14
Cyp2c70	19	40153353	40187286	-	33934	10
Pdlim1	19	40221173	40271842	-	50670	1320
Sorbs1	19	40294753	40513750	-	218998	2161
Aldh18a1	19	40550257	40588463	-	38207	534
Tctn3	19	40596446	40612233	-	15788	92
Entpd1	19	40612397	40741602	+	129206	60
Cc2d2b	19	40748753	40827743	+	78991	30
Ccnj	19	40831279	40848572	+	17294	6
Zfp518a	19	40894705	40917947	+	23243	14
Blnk	19	40928927	40994535	-	65609	22
Dntt	19	41029275	41059525	+	30251	30
Opalin	19	41062473	41077113	-	14641	4
Tll2	19	41082753	41206835	-	124083	93
Tm9sf3	19	41210844	41263997	-	53154	4637
Pik3ap1	19	41272377	41385096	-	112720	281
Lcor	19	41482637	41586536	+	103900	67
Slit1	19	41600257	41743665	-	143409	49
Arhgap19	19	41766588	41802047	-	35460	41
Frat1	19	41829970	41832583	+	2614	0
Frat2	19	41845972	41848132	-	2161	112
Rrp12	19	41862851	41896173	-	33323	979
Pgam1	19	41911923	41918660	+	6738	16
Exosc1	19	41922292	41933423	-	11132	366
Zdhhc16	19	41933480	41944104	+	10625	229
Mms19	19	41941086	41981157	-	40072	1391
Ubtd1	19	41981763	42034643	+	52881	29
Ankrd2	19	42036000	42045110	+	9111	1
Hoga1	19	42045792	42070953	+	25162	10
4933411K16Rik	19	42052248	42053627	+	1380	1
Morn4	19	42074942	42086357	-	11416	10
Pi4k2a	19	42090470	42122087	+	31618	34
Avpi1	19	42123273	42129059	-	5787	41
Marveld1	19	42147400	42151703	+	4304	3
Zfyve27	19	42170567	42194590	+	24024	14
Sfrp5	19	42197971	42202252	-	4282	2
Golga7b	19	42247574	42270348	+	22775	8
Crtac1	19	42268287	42431785	-	163499	77
R3hcc1l	19	42518759	42592343	+	73585	41
Loxl4	19	42593982	42612813	-	18832	5
Pyroxd2	19	42725858	42752775	-	26918	76
Hps1	19	42755105	42779978	-	24874	491
Hpse2	19	42786539	43388355	-	601817	268
Cnnm1	19	43440436	43497210	+	56775	38
Got1	19	43499752	43524605	-	24854	1911
Slc25a28	19	43663801	43674881	-	11081	461
Entpd7	19	43689672	43733697	+	44026	30
Cox15	19	43733254	43753000	-	19747	200
Cutc	19	43752996	43768638	+	15643	13
Abcc2	19	43782192	43840740	+	58549	50
Dnmbp	19	43846821	43940191	-	93371	756
Cpn1	19	43956307	43986556	-	30250	16
Cyp2c23	19	44005022	44029208	-	24187	8
Erlin1	19	44034944	44069785	-	34842	82
Chuk	19	44073335	44107480	-	34146	1526
Cwf19l1	19	44108637	44135876	-	27240	656
Bloc1s2	19	44139246	44146446	-	7201	161
Pkd2l1	19	44147637	44192442	-	44806	36
Scd3	19	44203269	44244016	+	40748	99
Scd2	19	44293674	44306864	+	13191	3
Scd4	19	44333092	44346743	+	13652	6
Scd1	19	44394455	44407879	-	13425	8
Wnt8b	19	44493472	44514273	+	20802	38
Sec31b	19	44516957	44545864	-	28908	198
Gm20538	19	44543722	44552831	-	9110	202
Ndufb8	19	44548572	44555440	-	6869	219
Hif1an	19	44562850	44576274	+	13425	6
Pax2	19	44756045	44837871	+	81827	40
Slf2	19	44931151	44983299	+	52149	15
Sema4g	19	44989101	45003397	+	14297	44
Mrpl43	19	45004829	45006442	-	1614	42
Twnk	19	45005663	45012762	+	7100	28
Lzts2	19	45014414	45027111	+	12698	3
Pdzd7	19	45027490	45045717	-	18228	7
Sfxn3	19	45047503	45056383	+	8881	3
Kazald1	19	45075241	45079289	+	4049	4
Tlx1	19	45150680	45156943	+	6264	1
Lbx1	19	45232684	45235812	-	3129	0
Btrc	19	45363734	45530013	+	166280	125
Poll	19	45552275	45560531	-	8257	31
Gm17018	19	45560615	45578287	+	17673	27
Fbxw4	19	45578254	45660312	-	82059	2260
Fgf8	19	45736798	45742915	-	6118	5
Npm3	19	45747734	45749591	-	1858	63
Oga	19	45750259	45783837	-	33579	8147
Kcnip2	19	45791839	45816061	-	24223	86
Armh3	19	45817364	45998488	-	181125	2357
Hps6	19	46003508	46006173	+	2666	0
Ldb1	19	46031570	46045214	-	13645	1154
Pprc1	19	46056539	46072915	+	16377	7
Nolc1	19	46075863	46085530	+	9668	4
Elovl3	19	46131897	46135694	+	3798	0
Pitx3	19	46135685	46148326	-	12642	9
Gbf1	19	46152509	46286510	+	134002	72
Nfkb2	19	46304320	46312385	+	8066	83
Psd	19	46312087	46327156	-	15070	14
Fbxl15	19	46328184	46330446	+	2263	10
Cuedc2	19	46329812	46338702	-	8891	146
Mfsd13a	19	46341121	46375252	+	34132	110
2310034G01Rik	19	46348201	46350302	-	2102	0
Actr1a	19	46376811	46395747	-	18937	1101
Sufu	19	46396896	46488804	+	91909	99
Trim8	19	46501702	46516848	+	15147	53
Arl3	19	46531096	46573198	-	42103	99
Sfxn2	19	46573365	46598066	+	24702	14
Wbp1l	19	46599084	46657389	+	58306	21
Cyp17a1	19	46667165	46673172	-	6008	4
Borcs7	19	46689906	46703382	+	13477	7
As3mt	19	46707458	46741099	+	33642	17
Cnnm2	19	46761596	46880192	+	118597	216
Nt5c2	19	46883317	47015153	-	131837	2756
Ina	19	47014698	47025327	+	10630	4
Pcgf6	19	47033617	47050906	-	17290	287
Taf5	19	47067746	47083479	+	15734	45
Atp5md	19	47083464	47090647	-	7184	238
Pdcd11	19	47090768	47131865	+	41098	112
Calhm2	19	47105353	47138294	-	32942	149
Calhm1	19	47140909	47144254	-	3346	4
Calhm3	19	47151609	47157764	-	6156	4
Neurl1a	19	47178820	47259441	+	80622	458
Sh3pxd2a	19	47260174	47464401	-	204228	4503
Stn1	19	47501033	47537507	-	36475	665
Slk	19	47579678	47645246	+	65569	53
Col17a1	19	47646344	47692094	-	45751	11
Sfr1	19	47731682	47735588	+	3907	1
Cfap43	19	47736857	47837382	-	100526	52
Gsto1	19	47854970	47864790	+	9821	28
Gsto2	19	47865534	47886324	+	20791	411
Itprip	19	47894602	47919299	-	24698	2905
Cfap58	19	47937675	48035387	+	97713	31
Sorcs3	19	48206025	48805505	+	599481	228
Sorcs1	19	50143299	50678646	-	535348	220
Ins1	19	52264297	52265476	+	1180	3
Xpnpep1	19	52931926	53040214	-	108289	1269
Add3	19	53140443	53247399	+	106957	64
Mxi1	19	53310518	53375810	+	65293	83
Gm10197	19	53371566	53371766	-	201	1
Smndc1	19	53379390	53390578	-	11189	729
Dusp5	19	53529109	53542431	+	13323	10
Nutf2	19	53588168	105879330	-	52291163	40164
Smc3	19	53600398	53645833	+	45436	25
Rbm20	19	53677306	53867080	+	189775	131
Pdcd4	19	53892231	53929860	+	37630	51
Bbip1	19	53929861	53944627	-	14767	215
Shoc2	19	53944306	54033133	+	88828	50
Adra2a	19	54044151	54048982	+	4832	1
Gpam	19	55067268	55127238	-	59971	193
Tectb	19	55180733	55196313	+	15581	7
Gucy2g	19	55198099	55241236	-	43138	9
Acsl5	19	55251938	55297720	+	45783	159
Zdhhc6	19	55271291	55316032	-	44742	544
Vti1a	19	55316295	55627309	+	311015	116
Tcf7l2	19	55741820	55933654	+	191835	79
Habp2	19	56287137	56320822	+	33686	17
Nrap	19	56320035	56390037	-	70003	36
Casp7	19	56397129	56442344	+	45216	23
Plekhs1	19	56461640	56486725	+	25086	16
Dclre1a	19	56529167	56548222	-	19056	63
Nhlrc2	19	56548261	56603503	+	55243	24
Adrb1	19	56722199	56725150	+	2952	0
Ccdc186	19	56787481	56822190	-	34710	547
Tdrd1	19	56826209	56870012	+	43804	24
Vwa2	19	56874249	56912078	+	37830	7
Afap1l2	19	56912361	57008228	-	95868	51
Ablim1	19	57032733	57314911	-	282179	18901
Fam160b1	19	57360680	57389586	+	28907	15
Trub1	19	57452912	57491005	+	38094	14
Atrnl1	19	57611034	58133343	+	522310	266
Gfra1	19	58235604	58455909	-	220306	104
Ccdc172	19	58511993	58553085	+	41093	9
Pnlip	19	58670365	58681788	+	11424	7
Pnliprp1	19	58728887	58744169	+	15283	3
Pnliprp2	19	58759719	58777534	+	17816	13
1700019N19Rik	19	58785803	58794461	-	8659	1
Hspa12a	19	58795750	58943654	-	147905	74
Eno4	19	58943425	58971421	+	27997	12
Shtn1	19	58973356	59076100	-	102745	38
Vax1	19	59166187	59170056	-	3870	0
Kcnk18	19	59219214	59237374	+	18161	11
Slc18a2	19	59260896	59296012	+	35117	1256
Pdzd8	19	59297178	59345780	-	48603	2723
Emx2	19	59458372	59465357	+	6986	1
Rab11fip2	19	59902884	59943654	-	40771	1025
Fam204a	19	60198586	60226701	-	28116	777
Prlhr	19	60466732	60468304	-	1573	1
Cacul1	19	60524696	60581025	-	56330	2735
Nanos1	19	60755987	60759914	+	3928	89
Eif3a	19	60761117	60790643	-	29527	3279
Fam45a	19	60811585	60836227	+	24643	83
Sfxn4	19	60837277	60861479	-	24203	111
Prdx3	19	60864051	60874556	-	10506	52
Grk5	19	60889749	61095968	+	206220	153
Zfp950	19	61053840	61140840	-	87001	744
Gm7102	19	61174686	61176309	-	1624	2
Gm6020	19	61183890	61183955	+	66	0
Csf2ra	19	61224402	61228418	-	4017	19
Gm21060	19	61296902	61297069	-	168	0
Fam171a1	2	3114224	3227806	+	113583	39
Nmt2	2	3284212	3328877	+	44666	31
Rpp38	2	3328949	3332643	-	3695	20
Acbd7	2	3336168	3340993	+	4826	4
Olah	2	3341982	3397210	-	55229	21
Meig1	2	3409043	3422648	-	13606	13
Dclre1c	2	3424131	3464130	+	40000	99
Suv39h2	2	3455815	3475031	-	19217	168
Hspa14	2	3488850	3512814	-	23965	1302
Gm45902	2	3504527	3512790	-	8264	622
Cdnf	2	3513065	3526376	+	13312	6
Fam107b	2	3570488	3782142	+	211655	128
Frmd4a	2	4017744	4614043	+	596300	276
Prpf18	2	4622058	4652113	-	30056	2134
Bend7	2	4717831	4800925	+	83095	45
Sephs1	2	4881564	4910557	+	28994	19
Phyh	2	4919019	4938730	+	19712	4
Ucma	2	4976122	4985748	+	9627	6
Mcm10	2	4989714	5012791	-	23078	20
Optn	2	5020642	5064045	-	43404	40
Ccdc3	2	5137776	5230878	+	93103	38
Camk1d	2	5293457	5714515	-	421059	23120
Cdc123	2	5794294	5845164	-	50871	1255
Nudt5	2	5845019	5871895	+	26877	198
Gm13199	2	5862081	5862923	-	843	14
Sec61a2	2	5870987	5895432	-	24446	752
Dhtkd1	2	5896115	5942792	-	46678	10
Upf2	2	5951469	6056703	+	105235	38
Proser2	2	6097607	6130211	-	32605	14
Echdc3	2	6188465	6213033	-	24569	11
AL845275.1	2	6322263	6323080	-	818	4
Usp6nl	2	6322667	6446390	+	123724	52
Celf2	2	6539694	7396198	-	856505	25684
Gata3	2	9857078	9890034	-	32957	368
4930412O13Rik	2	9881252	9883921	+	2670	1
9230102O04Rik	2	9883042	9883993	-	952	1
Taf3	2	9914552	10048596	-	134045	3515
Atp5c1	2	10056016	10080510	-	24495	917
Kin	2	10080624	10092806	+	12183	4
Itih2	2	10094593	10131396	-	36804	15
Itih5	2	10153571	10256529	+	102959	65
Sfmbt2	2	10370510	10595253	+	224744	79
Prkcq	2	11172108	11301222	+	129115	128
Pfkfb3	2	11471433	11554077	-	82645	2063
Rbm17	2	11585437	11604153	-	18717	607
Gm17490	2	11625606	11626264	-	659	0
Il2ra	2	11642807	11693193	+	50387	30
Il15ra	2	11705290	11734317	+	29028	14
Fbh1	2	11742575	11777582	-	35008	254
Ankrd16	2	11777876	11790325	+	12450	7
Itga8	2	12106632	12301922	-	195291	69
Mindy3	2	12347263	12419470	-	72208	3952
Pter	2	12924041	13003455	+	79415	45
C1ql3	2	13003457	13011806	-	8350	3
Rsu1	2	13076821	13271415	-	194595	1574
Cubn	2	13276338	13491813	-	215476	83
Trdmt1	2	13509014	13544668	-	35655	250
Vim	2	13573927	13582826	+	8900	26
St8sia6	2	13651021	13794064	-	143044	58
Hacd1	2	13850282	14056135	-	205854	214
Stam	2	14074098	14149634	+	75537	68
Tmem236	2	14174523	14221993	+	47471	21
Mrc1	2	14229392	14332057	+	102666	50
Slc39a12	2	14388316	14494977	+	106662	46
Cacnb2	2	14604306	14987908	+	383603	290
Nsun6	2	14995131	15054884	-	59754	725
Arl5b	2	15049395	15082456	+	33062	29
Malrd1	2	15526479	16255555	+	729077	474
Plxdc2	2	16356304	16755839	+	399536	165
Nebl	2	17343909	17731043	-	387135	187
H2al2a	2	17996417	17996958	-	542	1
A930004D18Rik	2	18025193	18037737	-	12545	11
Skida1	2	18044083	18049051	-	4969	1
Mllt10	2	18055237	18212388	+	157152	1257
Dnajc1	2	18195654	18392830	-	197177	8425
Commd3	2	18672384	18676231	+	3848	4
Bmi1	2	18677018	18686629	+	9612	7
Spag6	2	18699023	18750413	+	51391	15
Carlr	2	18799245	18801818	-	2574	0
Pip4k2a	2	18842255	18998126	-	155872	14903
Armc3	2	19199302	19310241	+	110940	47
Msrb2	2	19371636	19394976	+	23341	8
Ptf1a	2	19445663	19447501	+	1839	1
4921504E06Rik	2	19462837	19553914	-	91078	42
Otud1	2	19657752	19660583	+	2832	2
Etl4	2	19909780	20810713	+	900934	432
Arhgap21	2	20847919	20968881	-	120963	283
Enkur	2	21180731	21205365	-	24635	27
Thnsl1	2	21205724	21215009	+	9286	2
Gpr158	2	21367542	21830547	+	463006	196
Myo3a	2	22227503	22618252	+	390750	195
Gad2	2	22622205	22693874	+	71670	23
Apbb1ip	2	22774094	22875653	+	101560	50
Pdss1	2	22895522	22940266	+	44745	759
Abi1	2	22940073	23040241	-	100169	9957
Acbd5	2	23068167	23115558	+	47392	45
Mastl	2	23115606	23156024	-	40419	29
Yme1l1	2	23156369	23199260	+	42892	21
Potegl	2	23207476	23267129	+	59654	21
Nxph2	2	23321246	23401973	+	80728	38
Spopl	2	23506220	23572106	-	65887	4293
Hnmt	2	24002910	24049394	-	46485	18
Tbpl2	2	24071721	24096595	-	24875	6
Il1f8	2	24153161	24160519	+	7359	6
Il1f9	2	24186476	24193568	+	7093	0
Il1f6	2	24215418	24225702	+	10285	8
Il1f5	2	24276954	24283426	+	6473	3
Il1f10	2	24291196	24293820	+	2625	1
Il1rn	2	24336853	24351494	+	14642	20
Psd4	2	24367580	24414954	+	47375	65
Pax8	2	24420560	24475599	-	55040	15
Cacna1b	2	24603887	24763152	-	159266	65
Ehmt1	2	24789928	24919614	-	129687	4030
Arrdc1	2	24925352	24935252	-	9901	473
Zmynd19	2	24949792	24962075	+	12284	10
Dph7	2	24962400	24972163	+	9764	10
Mrpl41	2	24974117	24975098	-	982	45
Pnpla7	2	24976033	25054057	+	78025	42
Nsmf	2	25054355	25062881	+	8527	3
Entpd8	2	25080322	25085716	+	5395	1
Noxa1	2	25085667	25095149	-	9483	4
Nrarp	2	25180758	25183339	+	2582	3
Tor4a	2	25192966	25196886	-	3921	101
Nelfb	2	25199712	25211489	-	11778	344
Stpg3	2	25212559	25214637	-	2079	4
Fam166a	2	25218745	25222280	+	3536	86
Tubb4b	2	25222160	25224702	-	2543	197
Slc34a3	2	25228898	25234364	-	5467	1
Rnf224	2	25234476	25236787	-	2312	0
Cysrt1	2	25238818	25242452	-	3635	3
Rnf208	2	25242929	25244262	+	1334	9
Ndor1	2	25244819	25256022	-	11204	1046
Tmem203	2	25255439	25256292	+	854	4
Tprn	2	25262618	25269885	+	7268	14
Ssna1	2	25271039	25272416	-	1378	32
Anapc2	2	25272478	25285915	+	13438	6
Tmem210	2	25288145	25289187	+	1043	2
Lrrc26	2	25289915	25291180	+	1266	0
Grin1	2	25291181	25319187	-	28007	9
Man1b1	2	25332338	25352212	+	19875	14
Dpp7	2	25352290	25356359	-	4070	33
Uap1l1	2	25359889	25365682	-	5794	56
Sapcd2	2	25372321	25378213	+	5893	2
Entpd2	2	25395874	25401321	+	5448	1
Npdc1	2	25403071	25409494	+	6424	6
Fut7	2	25423267	25426374	+	3108	0
Abca2	2	25428703	25448540	+	19838	7
Clic3	2	25456838	25458776	+	1939	62
Paxx	2	25459482	25461094	-	1613	82
Ptgds	2	25466709	25470046	-	3338	3
Lcn12	2	25490845	25493911	-	3067	0
C8g	2	25498651	25501719	-	3069	4
Fbxw5	2	25500750	25505471	+	4722	2
Traf2	2	25517982	25546940	-	28959	858
Edf1	2	25557847	25562082	+	4236	10
Mamdc4	2	25563115	25571358	-	8244	54
Phpt1	2	25573430	25575224	-	1795	22
Ajm1	2	25575416	25581757	-	6342	22
Rabl6	2	25583018	25608521	-	25504	1336
Ccdc183	2	25608635	25617678	-	9044	1
Tmem141	2	25620067	25622005	-	1939	1
Fcna	2	25624666	25628030	-	3365	2
Lcn8	2	25653120	25656217	+	3098	2
Lcn5	2	25657952	25661977	+	4026	1
Lcn6	2	25676786	25681608	+	4823	3
