# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "16" "-t" "mRNA" "-f" "-O" "-g" "ID" "-p" "-B" "-C" "-a" "/gpfs/group/pipkin/hdiao/Exp337/codes_hpc/Mus_musculus.GRCm38.102.mRNA.simp.rmdup.srt.gff3" "-o" "/gpfs/group/pipkin/hdiao/Exp337/2_featureCounts/337_2_neg_mRNA.txt" "/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_2_srt_flt_neg_srt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/hdiao/Exp337/1_bowtie2/337_2_srt_flt_neg_srt.bam
H2ax	9	44334694	44336077	+	1384	38
Hmbs	9	44336339	44344228	-	7890	39
Vps11	9	44347749	44361670	-	13922	9
Hyou1	9	44379490	44392369	+	12880	890
Slc37a4	9	44396852	44402968	+	6117	62
Trappc4	9	44403759	44407600	-	3842	19
Rps25	9	44407139	44410427	+	3289	444
Ccdc84	9	44410159	44418569	-	8411	278
Foxr1	9	44433773	44441136	-	7364	6
Upk2	9	44452715	44454976	-	2262	3
Bcl9l	9	44482825	44511896	+	29072	323
Cxcr5	9	44511787	44561877	-	50091	31
Ddx6	9	44604892	44640731	+	35840	1210
Treh	9	44673233	44686305	+	13073	7
Phldb1	9	44686304	44735198	-	48895	29
Arcn1	9	44741564	44767845	-	26282	20
Ift46	9	44772910	44793447	+	20538	56
Tmem25	9	44793769	44799307	-	5539	6
Ttc36	9	44799397	44803072	-	3676	2
Kmt2a	9	44803355	44881296	-	77942	68
Atp5l	9	44913217	44920742	-	7526	8
Ube4a	9	44923127	44965600	-	42474	34
Cd3g	9	44969572	44980431	-	10860	12
Cd3d	9	44981786	44987339	+	5554	166
Cd3e	9	44998740	45009613	-	10874	13
Mpzl2	9	45039799	45054015	+	14217	5
Mpzl3	9	45055186	45077436	+	22251	67
Jaml	9	45079183	45108534	+	29352	630
Scn2b	9	45117782	45130070	+	12289	10
Scn4b	9	45138395	45154152	+	15758	9
Tmprss4	9	45172726	45204092	-	31367	12
BC049352	9	45195766	45250020	+	54255	27
Il10ra	9	45253837	45269149	-	15313	9
Tmprss13	9	45319100	45347581	+	28482	14
Fxyd6	9	45370185	45396159	+	25975	21
Fxyd2	9	45399709	45410278	+	10570	11
Dscaml1	9	45430291	45753712	+	323422	170
Cep164	9	45766946	45828691	-	61746	37
Bace1	9	45838580	45864399	+	25820	19
Rnf214	9	45863425	45906911	-	43487	35
Pcsk7	9	45906497	45929726	+	23230	597
Tagln	9	45929619	45936058	-	6440	97
Sidt2	9	45937857	45955258	-	17402	12
Pafah1b2	9	45962859	46012690	-	49832	40
Sik3	9	46012820	46224194	+	211375	8641
Apoa1	9	46228580	46230466	+	1887	0
Apoc3	9	46232933	46235636	-	2704	4
Apoa4	9	46240696	46243459	+	2764	3
Apoa5	9	46268633	46271919	+	3287	3
Zpr1	9	46273064	46282643	+	9580	705
Bud13	9	46283008	46299110	+	16103	225
4931429L15Rik	9	46303361	46319986	-	16626	15
Gm4791	9	46998741	47003860	+	5120	1
Cadm1	9	47530173	47858115	+	327943	195
Nxpe4	9	48162023	48400025	+	238003	146
Nxpe2	9	48318006	48353454	-	35449	17
Rexo2	9	48468512	48480623	-	12112	14
Rbm7	9	48488701	48495297	-	6597	6
Gm5617	9	48495442	48495972	+	531	9
Nnmt	9	48591877	48605153	-	13277	13
Zbtb16	9	48654297	48836222	-	181926	80
Htr3a	9	48899213	48911099	-	11887	6
Htr3b	9	48935008	48964990	-	29983	30
Usp28	9	48985375	49042517	+	57143	839
Zw10	9	49055613	49078775	+	23163	197
Tmprss5	9	49081260	49117587	+	36328	47
Gm4894	9	49250531	49280594	+	30064	19
Drd2	9	49340627	49408177	+	67551	35
Ankk1	9	49415194	49427021	-	11828	8
Ttc12	9	49436963	49486225	-	49263	37
Ncam1	9	49502136	49798925	-	296790	195
Rpl10	9	50344201	74273135	-	23928935	84565
Plet1	9	50494525	50505482	+	10958	7
Pts	9	50521617	50528724	-	7108	7
Bco2	9	50533087	50555181	-	22095	16
Il18	9	50554827	50581840	+	27014	17
Tex12	9	50556819	50561325	-	4507	0
Sdhd	9	50596357	50603812	-	7456	6
Timm8b	9	50603910	50605320	+	1411	32
Nkapd1	9	50605240	50617464	-	12225	114
Pih1d2	9	50617321	50625000	+	7680	21
Dlat	9	50634633	50659780	-	25148	16
Dixdc1	9	50662752	50739517	-	76766	52
2310030G06Rik	9	50739691	50746536	-	6846	6
Hspb2	9	50751078	50752354	-	1277	0
Cryab	9	50751325	50756636	+	5312	0
1110032A03Rik	9	50762828	50768452	-	5625	9
Fdxacb1	9	50768236	50773348	+	5113	40
Alg9	9	50775019	50843542	+	68524	807
Ppp2r1b	9	50856924	50894229	+	37306	848
Sik2	9	50892801	51009073	-	116273	193
Layn	9	51054640	51077094	-	22455	16
Btg4	9	51060901	51119875	+	58975	47
4833427G06Rik	9	51081115	51102078	-	20964	18
Gm32742	9	51130307	51165517	-	35211	24
Pou2af1	9	51213708	51240080	+	26373	257
Colca2	9	51270258	51279651	-	9394	32
1810046K07Rik	9	51289686	51328924	-	39239	37
Arhgap20	9	51765352	51853856	+	88505	61
Fdx1	9	51943306	51963556	-	20251	15
Rdx	9	52047173	52100463	+	53291	1027
Zc3h12c	9	52111344	52168572	-	57229	50
AI593442	9	52673042	52679780	-	6739	7
Ddx10	9	53098635	53248053	-	149419	161
Exph5	9	53301670	53377514	+	75845	30
Poglut3	9	53384025	53401867	+	17843	10
4930550C14Rik	9	53403337	53434402	+	31066	15
Atm	9	53439149	53536740	-	97592	71
Npat	9	53537047	53574342	+	37296	490
Acat1	9	53580522	53610382	-	29861	83
Cul5	9	53614582	53670014	-	55433	68
Rab39	9	53684110	53706232	-	22123	18
Slc35f2	9	53771538	53818154	+	46617	1686
Sln	9	53850164	53854560	+	4397	2
Elmod1	9	53911460	53975301	-	63842	35
Tnfaip8l3	9	54023405	54068388	-	44984	34
Cyp19a1	9	54165937	54193522	-	27586	21
Gldn	9	54286486	54341786	+	55301	32
Dmxl2	9	54365158	54501626	-	136469	90
Sh2d7	9	54534146	54545020	+	10875	9
Cib2	9	54544794	54560218	-	15425	11
Idh3a	9	54586334	54604661	+	18328	359
Acsbg1	9	54604877	54661870	-	56994	48
Dnaja4	9	54698873	54716315	+	17443	93
Wdr61	9	54714735	54734519	-	19785	33
Crabp1	9	54764748	54773110	+	8363	11
Ireb2	9	54863789	54912530	+	48742	1250
Hykk	9	54917283	54949924	+	32642	23
AY074887	9	54950230	54950998	-	769	7
Psma4	9	54950790	54958030	+	7241	392
Chrna5	9	54980880	55007779	+	26900	17
Chrna3	9	55010111	55026562	-	16452	3
Chrnb4	9	55028154	55048779	-	20626	10
Ube2q2	9	55148854	55207529	+	58676	1028
Fbxo22	9	55208925	55224433	+	15509	363
Nrg4	9	55220223	55326749	-	106527	180
Tmem266	9	55326913	55438345	+	111433	63
Etfa	9	55454508	55512243	-	57736	57
Isl2	9	55538672	55546180	+	7509	6
Scaper	9	55549879	55938119	-	388241	375
4930563M21Rik	9	55962589	56010550	-	47962	57
Rcn2	9	56041845	56061882	+	20038	121
Pstpip1	9	56089962	56128888	+	38927	480
Tspan3	9	56135884	56165477	-	29594	31
Peak1	9	56201126	56418067	-	216942	214
Hmg20a	9	56418609	56496936	+	78328	592
AC159819.1	9	56437457	56438444	+	988	34
Lingo1	9	56618475	56796138	-	177664	90
Odf3l1	9	56848659	56864679	-	16021	3
Cspg4	9	56865033	56899870	+	34838	21
Snx33	9	56917193	56928371	-	11179	1
Imp3	9	56937475	56938398	+	924	52
Snupn	9	56950878	56983206	+	32329	186
Ptpn9	9	56994923	57062807	+	67885	407
Sin3a	9	57072040	57128366	+	56327	1617
Man2c1	9	57130690	57142722	+	12033	568
Neil1	9	57142800	57148305	-	5506	55
Commd4	9	57155039	57158331	-	3293	2
Trcg1	9	57236556	57249864	+	13309	5
1700017B05Rik	9	57253117	57262612	-	9496	2
Ppcdc	9	57385095	57440124	-	55030	42
Scamp5	9	57441327	57468060	-	26734	16
Rpp25	9	57504026	57505448	+	1423	0
Cox5a	9	57521279	57532426	+	11148	259
Fam219b	9	57537528	57543184	+	5657	235
Mpi	9	57544256	57552763	-	8508	79
Scamp2	9	57560943	57588795	+	27853	614
Ulk3	9	57589452	57596233	+	6782	235
Cplx3	9	57599992	57606281	-	6290	8
Lman1l	9	57607085	57620774	-	13690	6
Csk	9	57626646	57653631	-	26986	25
Cyp1a2	9	57676937	57683703	-	6767	1
Cyp1a1	9	57687928	57703824	+	15897	10
Edc3	9	57708540	57752499	+	43960	710
Clk3	9	57750709	57765860	-	15152	184
Arid3b	9	57790353	57836793	-	46441	40
Ubl7	9	57910979	57929968	+	18990	187
Sema7a	9	57940112	57962865	+	22754	4143
Cyp11a1	9	58006411	58027023	+	20613	17
Ccdc33	9	58028677	58118823	-	90147	53
Stra6	9	58079310	58153996	+	74687	34
Islr	9	58156268	58204306	-	48039	22
Islr2	9	58196297	58204319	-	8023	3
Pml	9	58218076	58249786	-	31711	21
Stoml1	9	58253164	58262520	+	9357	51
Loxl1	9	58287738	58313186	-	25449	9
Tbc1d21	9	58359704	58370455	-	10752	3
Insyn1	9	58488603	58499780	+	11178	8
Cd276	9	58524298	58555437	-	31140	19
Nptn	9	58582240	58657955	+	75716	1977
Rec114	9	58652856	58743964	-	91109	541
Hcn4	9	58823412	58863175	+	39764	20
Neo1	9	58874687	59036441	-	161755	130
Adpgk	9	59291558	59316199	+	24642	885
Bbs4	9	59321990	59353508	-	31519	193
Arih1	9	59388258	59486618	-	98361	78
Tmem202	9	59518685	59525501	-	6817	8
Hexa	9	59539540	59565109	+	25570	213
Celf6	9	59577917	59607292	+	29376	16
Parp6	9	59617284	59650285	+	33002	566
Pkm	9	59656368	59679375	+	23008	1766
Gramd2	9	59680144	59718874	+	38731	30
Senp8	9	59734259	59750649	-	16391	7
Myo9a	9	59750896	59928866	+	177971	1604
Nr2e3	9	59942771	59950117	-	7347	4
Thsd4	9	59966931	60522046	-	555116	330
Lrrc49	9	60568859	60688158	-	119300	70
Larp6	9	60712989	60738801	+	25813	20
Uaca	9	60794542	60880370	+	85829	50
Tle3	9	61372366	61418497	+	46132	2169
Rplp1	9	61913284	61914542	-	1259	1
Kif23	9	61917280	61946774	-	29495	24
Paqr5	9	61953738	62026856	-	73119	54
Glce	9	62057248	62122655	-	65408	53
Spesp1	9	62270729	62282208	-	11480	1
Anp32a	9	62341329	62378812	+	37484	2272
Coro2b	9	62419492	62537044	-	117553	87
Itga11	9	62677826	62783982	+	106157	59
Fem1b	9	62791821	62811934	-	20114	14
Cln6	9	62838785	62852006	+	13222	59
Calml4	9	62858080	62875921	+	17842	13
Pias1	9	62878368	62987924	-	109557	107
Skor1	9	63138170	63148961	-	10792	6
Map2k5	9	63163768	63377902	-	214135	136
2300009A05Rik	9	63394447	63399241	-	4795	3
Iqch	9	63421455	63602493	-	181039	142
Aagab	9	63602660	63644588	+	41929	959
Smad3	9	63646767	63757994	-	111228	243
Smad6	9	63953076	64022059	-	68984	31
Lctl	9	64117147	64138118	+	20972	14
Zwilch	9	64137144	64173104	-	35961	17
Rpl4	9	64173375	64178666	+	5292	1386
Snapc5	9	64179274	64183132	+	3859	81
Map2k1	9	64185770	64253631	-	67862	87
Uchl4	9	64235201	64236362	+	1162	10
Tipin	9	64281581	64305424	+	23844	211
Dis3l	9	64306756	64341288	-	34533	43
Megf11	9	64385626	64709205	+	323580	177
Rab11a	9	64715299	64737758	-	22460	20
Dennd4a	9	64811340	64919667	+	108328	3880
Slc24a1	9	64922861	64951607	-	28747	208
Ints14	9	64960905	64986978	+	26074	433
Hacd3	9	64986983	65021693	-	34711	123
Dpp8	9	65032414	65082651	+	50238	1373
Igdcc4	9	65101486	65137940	+	36455	18
Igdcc3	9	65141189	65185872	+	44684	18
Parp16	9	65195353	65239224	+	43872	21
Cilp	9	65265180	65280605	+	15426	12
Clpx	9	65294260	65330658	+	36399	503
Pdcd7	9	65346104	65359643	+	13540	212
Ubap1l	9	65361061	65380377	+	19317	135
Kbtbd13	9	65388684	65391652	-	2969	2
Rasl12	9	65398506	65414853	+	16348	9
Slc51b	9	65412714	65422955	-	10242	1
Mtfmt	9	65435782	65453054	+	17273	252
Spg21	9	65460947	65488470	+	27524	337
Ankdd1a	9	65501453	65520193	-	18741	13
Plekho2	9	65554384	65580040	-	25657	14
Pif1	9	65587160	65595967	+	8808	5
Rbpms2	9	65629648	65660528	+	30881	37
Oaz2	9	65676548	65690300	+	13753	58
Zfp609	9	65692391	65827564	-	135174	133
Trip4	9	65828930	65908794	-	79865	149
Pclaf	9	65890237	65903266	+	13030	6
Csnk1g1	9	65908924	66045015	+	136092	2482
Ppib	9	66060231	66066623	+	6393	118
Snx22	9	66065176	66069719	-	4544	62
Snx1	9	66088133	66126587	-	38455	29
Ciao2a	9	66126611	66138955	+	12345	215
Dapk2	9	66158223	66272242	+	114020	64
Herc1	9	66350526	66508775	+	158250	1606
Fbxl22	9	66508375	66514609	-	6235	105
Usp3	9	66514637	66593142	-	78506	261
Car12	9	66713686	66766845	+	53160	451
Aph1b	9	66775202	66795490	-	20289	18
Aph1c	9	66814994	66834726	-	19733	13
Rab8b	9	66843664	66919687	-	76024	80
Rps27l	9	66946086	66949514	+	3429	58
Lactb	9	66955388	66975484	-	20097	14
Tpm1	9	67022590	67049406	-	26817	15
Tln2	9	67217087	67559703	-	342617	225
C2cd4b	9	67759437	67760930	+	1494	0
C2cd4a	9	67830489	67832330	-	1842	0
Vps13c	9	67840396	67995638	+	155243	588
Rora	9	68653786	69388246	+	734461	766
Ice2	9	69397906	69433122	+	35217	356
Anxa2	9	69453620	69491795	+	38176	41
Foxb1	9	69757710	69760940	-	3231	1
Bnip2	9	69989466	70008317	+	18852	219
Gtf2a2	9	70012550	70022866	+	10317	278
Gcnt3	9	70031496	70038088	-	6593	3
Fam81a	9	70088511	70142560	-	54050	26
Myo1e	9	70207362	70399766	+	192405	576
Ccnb2	9	70407692	70421547	-	13856	4
Rnf111	9	70425429	70503725	-	78297	71
Sltm	9	70542754	70592234	+	49481	3860
Mindy2	9	70599014	70657174	-	58161	810
Adam10	9	70678997	70780229	+	101233	2498
Lipc	9	70798128	70952226	-	154099	148
Aqp9	9	71110659	71168657	-	57999	43
Aldh1a2	9	71215789	71296243	+	80455	60
Polr2m	9	71478437	71485935	-	7499	10
Myzap	9	71504347	71592360	-	88014	49
Cgnl1	9	71626509	71771602	-	145094	100
Tcf12	9	71842688	72111871	-	269184	286
Zfp280d	9	72274860	72363777	+	88918	1966
Mns1	9	72438011	72462025	+	24015	26
Tex9	9	72450394	72492212	-	41819	39
Rfx7	9	72532240	72622937	+	90698	2332
Nedd4	9	72662346	72749852	+	87507	393
Prtg	9	72806874	72917291	+	110418	74
Pygo1	9	72925645	72952181	+	26537	20
Dnaaf4	9	72958785	72973064	+	14280	10
Gm44503	9	72958852	73016319	+	57468	108
Ccpg1os	9	72979722	72985376	-	5655	8
Ccpg1	9	72985429	73016340	+	30912	83
Pigb	9	73007419	73040378	-	32960	89
Pigbos1	9	73039718	73042779	+	3062	41
Rab27a	9	73044854	73097629	+	52776	3791
Khdc3	9	73101836	73104438	+	2603	86
Gm20509	9	73102470	73117920	+	15451	397
Rsl24d1	9	73113426	73123333	+	9908	472
Unc13c	9	73479422	73968966	-	489545	367
Wdr72	9	74110356	74283203	+	172848	128
Onecut1	9	74861921	74891781	+	29861	20
Fam214a	9	74952964	75032468	+	79505	179
Arpp19	9	75037614	75060313	+	22700	420
Myo5a	9	75071188	75223688	+	152501	1410
Myo5c	9	75232020	75305451	+	73432	41
Gnb5	9	75306288	75345871	+	39584	26
Bcl2l10	9	75347758	75351649	+	3892	5
Mapk6	9	75386902	75410005	-	23104	16
Leo1	9	75441536	75466432	+	24897	408
Tmod3	9	75497707	75559657	-	61951	50
Tmod2	9	75565621	75611325	-	45705	22
Lysmd2	9	75625741	75637771	+	12031	52
Scg3	9	75643189	75684056	-	40868	49
Bmp5	9	75775364	75900310	+	124947	88
Hmgcll1	9	76014855	76136350	+	121496	96
Gfral	9	76164102	76213657	-	49556	40
Hcrtr2	9	76225880	76323856	-	97977	62
Fam83b	9	76490054	76567116	-	77063	71
Tinag	9	76951693	77045794	-	94102	105
Mlip	9	77102081	77347916	-	245836	175
Lrrc1	9	77430823	77544870	-	114048	72
Klhl31	9	77636500	77660127	+	23628	11
Gclc	9	77754535	77794485	+	39951	1107
Elovl5	9	77917364	77984519	+	67156	1150
Gcm1	9	78051924	78065624	+	13701	10
Fbxo9	9	78081499	78109065	-	27567	23
Cilk1	9	78109192	78172107	+	62916	98
Gsta4	9	78182774	78209349	+	26576	14
Gsta1	9	78230656	78242684	+	12029	7
Gm3776	9	78257129	78269166	+	12038	8
Gm10639	9	78289923	78305525	+	15603	11
Omt2a	9	78311972	78314796	-	2825	1
Omt2b	9	78327589	78329620	+	2032	1
Gsta2	9	78331018	78355788	-	24771	14
Dppa5a	9	78367052	78368177	-	1126	0
Ooep	9	78376109	78378725	-	2617	3
Ddx43	9	78395777	78423587	+	27811	81
Cgas	9	78430526	78443237	-	12712	11
Mto1	9	78448208	78475348	+	27141	649
Eef1a1	9	78478449	78489151	-	10703	28
Slc17a5	9	78536488	78588041	-	51554	36
Cd109	9	78615546	78716253	+	100708	70
Col12a1	9	79598991	79718720	-	119730	94
Cox7a2	9	79755361	79759878	-	4518	3
Tmem30a	9	79768943	79793507	-	24565	24
Filip1	9	79805094	80012851	-	207758	135
Senp6	9	80066903	80144953	+	78051	2368
Myo6	9	80165031	80311729	+	146699	102
Impg1	9	80313330	80465481	-	152152	80
Htr1b	9	81628291	81633828	-	5538	0
Mei4	9	81863670	82206007	+	342338	657
Irak1bp1	9	82829540	82847687	+	18148	38
Phip	9	82866159	82975516	-	109358	90
Hmgn3	9	83109948	83146685	-	36738	29
Lca5	9	83390293	83441127	-	50835	60
Sh3bgrl2	9	83548327	83638801	+	90475	55
Elovl4	9	83778692	83806277	-	27586	16
Ttk	9	83834690	83872389	+	37700	32
Bckdhb	9	83925145	84124240	+	199096	319
Gm11114	9	85312773	85312860	+	88	0
Tent5a	9	85320439	85327348	-	6910	7
Ibtk	9	85687360	85749334	-	61975	59
Tpbg	9	85842380	85847040	+	4661	1
Ube2cbp	9	86307306	86464950	-	157645	126
Dop1a	9	86467154	86555923	+	88770	813
Pgm3	9	86554377	86571828	-	17452	45
Rwdd2a	9	86571991	86574899	+	2909	3
Me1	9	86581371	86695953	-	114583	88
Prss35	9	86743649	86758443	+	14795	9
Snap91	9	86765923	86880449	-	114527	84
Ripply2	9	87015537	87019917	+	4381	2
Cyb5r4	9	87022014	87077774	+	55761	558
Mrap2	9	87144306	87184045	+	39740	33
Cep162	9	87189577	87255536	-	65960	49
Tbx18	9	87702800	87731260	-	28461	30
Nt5e	9	88327197	88372092	+	44896	63
Snx14	9	88376747	88438958	-	62212	67
Gm20537	9	88407432	88456616	-	49185	49
Syncrip	9	88447009	88482574	-	35566	35
Zfp949	9	88548020	88571061	+	23042	91
Trim43a	9	88580891	88588819	+	7929	8
Mthfsl	9	88688602	88719813	-	31212	22
Bcl2a1d	9	88723285	88731914	-	8630	13
Trim43c	9	88839164	88848190	+	9027	11
Bcl2a1a	9	88956900	88962419	+	5520	45
Trim43b	9	89084624	89092835	-	8212	7
Bcl2a1b	9	89199209	89207827	+	8619	419
Gm29094	9	89199379	89215471	+	16093	609
Mthfs	9	89211157	89240240	+	29084	378
Minar1	9	89587216	89623125	-	35910	43
Tmed3	9	89699206	89705068	-	5863	8
Ankrd34c	9	89725245	89738475	-	13231	8
Rasgrf1	9	89909908	90026977	+	117070	78
Ctsh	9	90054152	90076089	+	21938	10
Morf4l1	9	90091665	90114774	-	23110	20
Adamts7	9	90163069	90208071	+	45003	19
Tbc1d2b	9	90202027	90270804	-	68778	46
Zic1	9	91358058	91365810	-	7753	5
Zic4	9	91362413	91389348	+	26936	19
Plscr5	9	92192936	92209772	+	16837	9
Plscr1	9	92249750	92272278	+	22529	636
Plscr2	9	92275602	92297752	+	22151	42
1700057G04Rik	9	92309377	92357876	+	48500	40
Plscr4	9	92457373	92492456	+	35084	27
Plod2	9	92542223	92608428	+	66206	104
Dipk2a	9	94517864	94538081	-	20218	15
Slc9a9	9	94669909	95230445	+	560537	1444
Chst2	9	95399292	95406722	-	7431	4
U2surp	9	95456898	95511996	-	55099	39
Paqr9	9	95559657	95568023	+	8367	0
Pcolce2	9	95637601	95698096	+	60496	45
Trpc1	9	95705082	95750358	-	45277	30
Pls1	9	95752642	95845286	-	92645	57
Atr	9	95857597	95951781	+	94185	1085
Xrn1	9	95954760	96057803	+	103044	880
Gk5	9	96119362	96184608	+	65247	121
Tfdp2	9	96196275	96323646	+	127372	184
Atp1b3	9	96332655	96364442	-	31788	27
Rnf7	9	96470937	96478675	-	7739	3
Gm28729	9	96486001	96525264	-	39264	19
Rasa2	9	96539300	96631617	-	92318	82
Zbtb38	9	96682770	96752831	-	70062	47
Pxylp1	9	96823336	96892669	-	69334	33
Spsb4	9	96943482	97018843	-	75362	50
Slc25a36	9	97074961	97111157	-	36197	31
Trim42	9	97349562	97369958	-	20397	17
Clstn2	9	97444395	98033181	-	588787	370
Nmnat3	9	98287435	98420438	+	133004	3221
Rbp1	9	98422961	98446575	+	23615	57
Rbp2	9	98486115	98509781	+	23667	15
Copb2	9	98563731	98588382	+	24652	319
Mrps22	9	98588730	98601660	-	12931	81
Prr23a1	9	98842503	98843385	+	883	0
Prr23a2	9	98856494	98857374	+	881	0
Prr23a3	9	98864767	98866583	+	1817	0
7420426K07Rik	9	98903119	98904622	+	1504	0
Foxl2	9	98955288	98958543	+	3256	1
Faim	9	98986373	99002021	+	15649	185
Gm1123	9	99006790	99035715	-	28926	50
Pik3cb	9	99036654	99140621	-	103968	65
Faiml	9	99229376	99237239	-	7864	3
Cep70	9	99243367	99300404	+	57038	120
Esyt3	9	99309963	99358518	-	48556	43
Mras	9	99385420	99437381	-	51962	33
Nme9	9	99451475	99474654	+	23180	12
Armc8	9	99478372	99568899	-	90528	78
Dbr1	9	99575799	99584501	+	8703	95
A4gnt	9	99612502	99622367	+	9866	5
Dzip1l	9	99629496	99669256	+	39761	30
Cldn18	9	99689461	99717267	-	27807	21
Sox14	9	99874106	99876170	-	2065	0
Il20rb	9	100457719	100486788	-	29070	13
Nck1	9	100492293	100546134	-	53842	65
Slc35g2	9	100552188	100571090	-	18903	17
Stag1	9	100597798	100958545	+	360748	3579
Pccb	9	100982032	101034898	-	52867	26
Msl2	9	101074101	101104800	+	30700	841
Ppp2r3a	9	101105084	101251795	-	146712	521
Ephb1	9	101922128	102354693	-	432566	300
9630041A04Rik	9	101938481	101943219	+	4739	4
Ky	9	102505750	102546239	+	40490	18
Cep63	9	102584588	102626534	-	41947	31
Anapc13	9	102626296	102634425	+	8130	49
Amotl2	9	102716672	102733418	+	16747	5
Ryk	9	102834917	102908305	+	73389	30
Slco2a1	9	103008002	103096002	+	88001	53
Rab6b	9	103111787	103185276	+	73490	1239
Srprb	9	103188032	103202137	-	14106	54
Trf	9	103204001	103230444	-	26444	30
1300017J02Rik	9	103250521	103305082	-	54562	27
Topbp1	9	103305215	103350428	+	45214	574
Cdv3	9	103353094	103365840	-	12747	30
Bfsp2	9	103424924	103480420	-	55497	114
Tmem108	9	103482947	103761837	-	278891	187
Nphp3	9	104002546	104043818	+	41273	52
Gm28305	9	104040662	104075879	+	35218	39
Uba5	9	104046599	104063134	-	16536	14
Acad11	9	104063377	104127725	+	64349	100
Ackr4	9	104098148	104126933	-	28786	48
Dnajc13	9	104151282	104262930	-	111649	76
Acpp	9	104288251	104337748	-	49498	34
Cpne4	9	104547286	105034544	+	487259	315
Mrpl3	9	105053239	105079888	+	26650	795
Nudt16	9	105128903	105131824	-	2922	4
Nudt16l2	9	105143342	105145092	-	1751	1
Nek11	9	105162156	105395524	-	233369	147
Aste1	9	105395392	105412229	+	16838	214
Atp2c1	9	105403539	105521257	-	117719	216
Pik3r4	9	105642981	105687657	+	44677	346
Col6a6	9	105687809	105828160	-	140352	114
Col6a5	9	105856078	105960643	-	104566	68
Col6a4	9	105990461	106096783	-	106323	54
Glyctk	9	106152857	106158138	-	5282	0
Wdr82	9	106170928	106191139	+	20212	799
Ppm1m	9	106194947	106199275	-	4329	45
Twf2	9	106203108	106215389	+	12282	103
Tlr9	9	106222598	106226883	+	4286	2
Alas1	9	106233455	106248654	-	15200	12
Poc1a	9	106281061	106350521	+	69461	110
Dusp7	9	106368632	106375724	+	7093	112
Rpl29	9	106429454	106431568	+	2115	275
Acy1	9	106432981	106438319	-	5339	115
Abhd14a	9	106440051	106447678	-	7628	5
Abhd14b	9	106447459	106452923	+	5465	22
Pcbp4	9	106453291	106464012	+	10722	64
Gpr62	9	106463962	106465938	-	1977	5
Parp3	9	106470322	106476949	-	6628	1
Rrp9	9	106477269	106485424	+	8156	802
Iqcf1	9	106499967	106502254	+	2288	3
Iqcf5	9	106514573	106516010	+	1438	0
Iqcf2	9	106525092	106561625	-	36534	15
Iqcf4	9	106568319	106570996	-	2678	0
Iqcf6	9	106625981	106627675	+	1695	4
Grm2	9	106643095	106656082	-	12988	6
Tex264	9	106658746	106685915	-	27170	17
Rad54l2	9	106688082	106789194	-	101113	101
Dcaf1	9	106821874	106880992	+	59119	2189
Manf	9	106838312	106891979	-	53668	1936
Rbm15b	9	106880918	106887428	-	6511	107
Dock3	9	106892825	107231909	-	339085	255
Mapkapk3	9	107254927	107289877	-	34951	40
Cish	9	107296026	107302784	+	6759	2333
Hemk1	9	107327084	107338350	-	11267	53
6430571L13Rik	9	107340602	107349692	+	9091	43
Cacna2d2	9	107399612	107529343	+	129732	75
Tmem115	9	107533945	107538673	+	4729	132
Cyb561d2	9	107539007	107542193	-	3187	37
Nprl2	9	107542226	107545706	+	3481	66
Zmynd10	9	107547298	107551319	+	4022	20
Rassf1	9	107551555	107562267	+	10713	505
Tusc2	9	107563255	107566112	+	2858	55
Hyal2	9	107567945	107572779	+	4835	52
Hyal1	9	107576927	107581710	+	4784	14
Naa80	9	107578887	107584050	+	5164	24
Hyal3	9	107580818	107587359	+	6542	35
Ifrd2	9	107587642	107593038	+	5397	1021
Lsmem2	9	107592630	107597075	-	4446	420
Sema3b	9	107597674	107609229	-	11556	83
Gnai2	9	107614125	107635367	-	21243	9
Slc38a3	9	107650634	107669530	-	18897	7
Gnat1	9	107674474	107679712	-	5239	2
Sema3f	9	107681500	107710475	-	28976	15
Rbm5	9	107740371	107770996	-	30626	25
Rbm6	9	107773559	107872829	-	99271	87
Mon1a	9	107888151	107903139	+	14989	307
Mst1r	9	107906873	107920383	+	13511	15
Actl11	9	107928469	107932461	+	3993	6
Camkv	9	107935674	107949691	+	14018	13
Traip	9	107950956	107972270	+	21315	41
Uba7	9	107975534	107984060	+	8527	236
Gm20661	9	107983287	107994562	+	11276	53
Inka1	9	107984223	107985879	-	1657	19
Cdhr4	9	107992497	107999684	+	7188	8
Gm20662	9	107997989	108032146	+	34158	639
Ip6k1	9	108002501	108048782	+	46282	1224
Gmppb	9	108049242	108052801	+	3560	167
Rnf123	9	108051534	108083346	-	31813	189
Amigo3	9	108053159	108055701	+	2543	80
Mst1	9	108080436	108085003	+	4568	6
Apeh	9	108085413	108094606	-	9194	4
Bsn	9	108096022	108190384	-	94363	77
Dag1	9	108204634	108263958	-	59325	34
Nicn1	9	108290429	108296498	+	6070	2
Amt	9	108296870	108302302	+	5433	2
Tcta	9	108302958	108306160	-	3203	0
Rhoa	9	108306129	108337934	+	31806	1278
Gpx1	9	108339054	108340343	+	1290	33
Usp4	9	108347853	108392545	+	44693	1458
