#Mapping quality	mapping quality
0.0	135776.0
1.0	5347702.0
2.0	35094.0
3.0	43885.0
4.0	19800.0
5.0	11133.0
6.0	141988.0
7.0	80103.0
8.0	70021.0
9.0	23302.0
10.0	24574.0
11.0	66438.0
12.0	160689.0
13.0	13704.0
14.0	37907.0
15.0	96595.0
16.0	63470.0
17.0	133371.0
18.0	128959.0
19.0	23481.0
20.0	36482.0
21.0	216242.0
22.0	60101.0
23.0	272584.0
24.0	462083.0
25.0	94858.0
26.0	77187.0
27.0	72868.0
28.0	108779.0
29.0	86005.0
30.0	703051.0
31.0	631304.0
32.0	792937.0
33.0	430431.0
34.0	675211.0
35.0	512169.0
36.0	555268.0
37.0	509053.0
38.0	639100.0
39.0	479322.0
40.0	1666299.0
41.0	3271973.0
42.0	9.8903215E7
