#Coverage (X)	Coverage
1.0	4.326284510434334
2.0	1.9029744695852884
3.0	0.9773488476412666
4.0	0.5439281272322063
5.0	0.3246185551068237
6.0	0.20565101938424846
7.0	0.1363352281740191
8.0	0.09378043198859132
9.0	0.06631308092187282
10.0	0.04797772618860563
11.0	0.03539569498424555
12.0	0.026631699435156975
13.0	0.020359542497303096
14.0	0.01578840772940282
15.0	0.012419641227140232
16.0	0.00987306112335773
17.0	0.007935461779169373
18.0	0.006450103478655933
19.0	0.005301009105238563
20.0	0.004433217026303282
21.0	0.0037565432011774647
22.0	0.003226225819602746
23.0	0.0028123258347250157
24.0	0.002495947892199979
25.0	0.0022303489213157945
26.0	0.002015969202176393
27.0	0.0018384262514814509
28.0	0.0016888777771981722
29.0	0.0015598757076276115
30.0	0.0014496222323572283
31.0	0.0013589612215696434
32.0	0.0012787201731754294
33.0	0.0012046430461936097
34.0	0.0011355557603565103
35.0	0.0010724856359018986
36.0	0.0010076543910457758
37.0	9.48656857516994E-4
38.0	8.895125639583057E-4
39.0	8.374861320277205E-4
40.0	7.833683696247817E-4
41.0	7.247010461810532E-4
42.0	6.753162948598401E-4
43.0	6.288667442078122E-4
44.0	5.857192943210521E-4
45.0	5.414711441744657E-4
46.0	4.993143245144438E-4
47.0	4.5917545531892756E-4
48.0	4.229624170193347E-4
49.0	3.907852796487532E-4
50.0	3.6018581263874694E-4
51.0	3.325582363089552E-4
