#Mapping quality	mapping quality
0.0	178020.0
1.0	6776231.0
2.0	43906.0
3.0	50835.0
4.0	22589.0
5.0	14858.0
6.0	167522.0
7.0	89210.0
8.0	78633.0
9.0	25299.0
10.0	25609.0
11.0	73546.0
12.0	189377.0
13.0	16160.0
14.0	39976.0
15.0	106991.0
16.0	70339.0
17.0	150214.0
18.0	151525.0
19.0	27106.0
20.0	39748.0
21.0	211118.0
22.0	64828.0
23.0	304308.0
24.0	494360.0
25.0	101454.0
26.0	85690.0
27.0	79836.0
28.0	106370.0
29.0	93341.0
30.0	804211.0
31.0	688302.0
32.0	837471.0
33.0	405768.0
34.0	736869.0
35.0	537120.0
36.0	521839.0
37.0	484614.0
38.0	582391.0
39.0	475893.0
40.0	1889773.0
41.0	3434079.0
42.0	8.8975367E7
