name,WT-0h_vs_KO-0h,WT-6h_vs_KO-6h,WT-6h_vs_WT-0h,WT-24h_vs_KO-24h,WT-24h_vs_WT-0h,WT-48h_vs_KO-48h,WT-48h_vs_WT-0h,KO-6h_vs_KO-0h,KO-24h_vs_KO-0h,KO-48h_vs_KO-0h
ENSMUSE00000107752,NA,NA,0.786235666257913,NA,0.583581876127979,0.993497454103825,0.909125147367748,0.37634147068201,0.272711804173884,0.983490509283134
ENSMUSE00000107902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000109894,NA,NA,NA,NA,0.446249171001824,NA,0.13186428036761,NA,0.245029131969749,0.1992604461946
ENSMUSE00000110147,NA,NA,0.324072518742847,NA,0.00941980751158333,NA,0.193164854361789,NA,0.202356678197886,0.503836095743761
ENSMUSE00000110203,0.999905437934732,NA,0.599035182158923,0.983813712865939,0.640701646720232,0.936186004037,0.533490195118528,0.979182739206044,0.962699538513501,0.846210054580161
ENSMUSE00000110548,0.999905437934732,NA,0.0760965990924217,0.841033494956554,0.709128765512628,0.979385944514803,0.935128380127729,0.647189376371435,0.0111512428088939,0.687990360419222
ENSMUSE00000111715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000112192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000112455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000112784,NA,NA,NA,NA,NA,NA,0.559141716077493,NA,NA,NA
ENSMUSE00000113370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000113557,NA,NA,NA,NA,0.905194861824886,NA,0.928700719217748,NA,0.987244588966036,0.746970385592428
ENSMUSE00000113576,NA,NA,0.905579096724209,NA,0.957508732005911,NA,0.544738648552122,NA,0.809490571036712,0.760123029784916
ENSMUSE00000113742,NA,NA,NA,NA,0.429274978152532,NA,0.988159473479579,NA,0.871847343619852,0.879217100894561
ENSMUSE00000114502,0.999905437934732,NA,0.055512859751136,0.996279721053804,0.977096136610007,0.96669069941673,0.77858368903671,0.2262291524312,0.870559959012051,0.808499840207763
ENSMUSE00000114939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000115069,NA,NA,NA,NA,0.654458420178839,NA,0.26623198279543,NA,0.851482425368111,0.635076380338349
ENSMUSE00000115463,NA,NA,NA,NA,0.345641123529143,NA,0.538246932847182,NA,NA,NA
ENSMUSE00000115681,NA,NA,0.625442643430913,NA,0.976071396476951,NA,0.573255006679998,NA,0.967594750061855,0.728356435199494
ENSMUSE00000116533,0.999905437934732,0.977259806091056,0.0499764740532683,0.472998542816216,2.01421304192749e-05,0.845448143153754,0.811721344349149,0.0738656067398298,0.0877495313097518,0.568061975602943
ENSMUSE00000117048,NA,NA,0.817165311380184,NA,0.323241046035243,0.968695886023738,0.623187090753984,NA,0.996407395679429,0.866044884824842
ENSMUSE00000117198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000117220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000118134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000119116,0.999905437934732,0.99695765854791,0.822508165402592,0.99331399060123,0.580963796221165,0.974591592159382,0.118096283238753,0.582484006032073,0.985442189118267,0.845800114991702
ENSMUSE00000119284,NA,NA,0.116840680926165,NA,0.828525126603593,0.974591592159382,0.955357024489141,0.276651799605185,0.589465808960456,0.720721317940753
ENSMUSE00000119699,NA,NA,0.520738021714955,NA,0.574857856421238,NA,0.573255006679998,NA,0.781086606378377,0.718815772762529
ENSMUSE00000120474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000121140,NA,NA,NA,NA,0.882773764340119,NA,0.894689177268885,NA,NA,NA
ENSMUSE00000123264,NA,NA,NA,NA,NA,NA,0.877669383571816,NA,NA,NA
ENSMUSE00000123469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000123611,0.999905437934732,NA,0.938285507445482,0.999225155922659,0.352336515140493,0.998106181359062,0.117218857726493,0.42293654557333,0.078030615645975,0.0183034055939968
ENSMUSE00000124868,NA,NA,NA,NA,NA,NA,0.900299989310209,NA,NA,NA
ENSMUSE00000125819,NA,NA,NA,NA,0.581255376225317,NA,0.966935249988589,NA,0.938299000615858,0.819631188895613
ENSMUSE00000126201,NA,NA,0.584272506804992,0.928201076355075,0.784861110920159,0.965919500463496,0.886152319889672,0.197861367692742,0.562890338925121,0.382004820191032
ENSMUSE00000126496,0.999905437934732,NA,0.933506005797905,0.970319798396678,0.31023411843343,0.988832722746612,0.209716618173126,0.700918686486066,0.195995053075787,0.315206583997866
ENSMUSE00000126670,NA,NA,0.901651621411358,NA,0.621400142882612,NA,0.113073748752589,NA,0.800354058833123,0.62781050146801
ENSMUSE00000126699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000127270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000127656,NA,NA,0.424414536291929,0.823022062506511,0.675083376624166,0.988832722746612,0.886922992505781,0.518313820770274,0.928624574819784,0.817544488609124
ENSMUSE00000127659,0.999905437934732,NA,0.000842865567200889,0.852164160543152,0.00425472078448251,0.984389530400172,0.732634379218482,0.0964670069912874,0.247985097378381,0.881069395450732
ENSMUSE00000127956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000128289,NA,NA,0.265533172283136,NA,0.935337559297787,0.988832722746612,0.397010865297038,1,0.987299643079465,0.205072215007319
ENSMUSE00000128592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000131999,NA,NA,NA,NA,0.605216299840171,NA,0.941934120398743,NA,0.987486939065735,0.591350956763502
ENSMUSE00000132047,0.999905437934732,NA,0.109334105301375,0.86494239933416,0.125861992929275,0.988908321941118,0.571436191427661,0.326103338274801,0.694725645058857,0.658217232980388
ENSMUSE00000132116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000132382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000132847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000133942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000134080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000134156,0.999905437934732,0.386669981460143,0.230943742709731,0.824647691870276,0.0359824288309619,0.833955879705675,0.907065534398394,0.140810879397819,0.987486939065735,0.0184851190099098
ENSMUSE00000135092,0.999905437934732,NA,0.329407465061716,0.996279721053804,0.784295774243665,0.981489582978569,0.505579374711275,0.393784301705534,0.773976916316255,0.659027303743949
ENSMUSE00000136286,0.999905437934732,NA,1.07964555456595e-06,0.841956964679016,4.47401362474018e-12,0.907606691908613,3.43647263353651e-09,0.000795858270828534,7.03183572280952e-07,0.000107304377438614
ENSMUSE00000136545,NA,NA,0.386928565208489,NA,0.953561212546765,NA,0.393785706252137,NA,0.963825041832279,0.936856547484314
ENSMUSE00000136709,NA,NA,0.328582698638875,NA,0.00201141930500598,0.965919500463496,0.007015851843748,0.955205157263345,0.189764742855472,0.132976690184122
ENSMUSE00000136880,NA,NA,0.207612110107665,0.93647744330644,0.250176215792426,0.793121880247488,0.644717100619436,0.0782882956910938,0.266591670058714,0.508390795174188
ENSMUSE00000137347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000137351,NA,NA,0.0209804693063782,NA,0.00414688556878981,0.992475388098093,0.250512313156746,NA,0.00293411607611854,0.361609149411892
ENSMUSE00000137925,NA,NA,0.635114611392183,NA,0.455664367438239,NA,0.327898239874032,NA,0.348977678053161,0.912727616657978
ENSMUSE00000138189,NA,NA,0.446686029265275,NA,0.20860258922783,0.992443472728219,0.367176604657361,NA,0.126031512952574,0.226999583694672
ENSMUSE00000138681,0.999905437934732,0.0780184397323348,0.00858422361561447,0.00670336268657728,0.144230860632046,0.00304111000007582,1.67076597575734e-14,0.779139334133267,0.504693963898292,5.12243899490112e-06
ENSMUSE00000139353,0.999905437934732,0.977259806091056,0.0478653557905766,0.935592669921574,0.00548963053479581,0.826116173354209,2.0817820517576e-05,0.172448644044616,0.092021839851932,8.30042811686793e-07
ENSMUSE00000139470,0.999905437934732,NA,0.000707607317650618,0.952967704921737,0.00972237204964812,0.906549461711847,0.121251830105982,0.0374164355289692,0.00837594002307148,0.810767793740702
ENSMUSE00000139943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000141513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000142090,0.999905437934732,NA,0.336274626541907,0.982918990986003,0.367533279709172,0.945904242090539,0.221584779493061,0.465286429221122,0.305518240964259,0.661343353933557
ENSMUSE00000142731,NA,NA,0.270370310324526,NA,0.927632536183254,0.993497454103825,0.885973847423751,NA,0.808880723414265,0.735548484117654
ENSMUSE00000142856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000142959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000144259,NA,NA,NA,NA,NA,NA,0.523717778220091,NA,NA,NA
ENSMUSE00000144582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000145409,0.999905437934732,0.977259806091056,0.179319529876209,0.932777913794352,0.0105699793457445,0.974591592159382,0.030004716620114,0.11076875072209,0.00353785484086968,0.0123534083430906
ENSMUSE00000146071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000146604,NA,NA,0.0250013932460021,0.996279721053804,0.0153732054273455,0.974591592159382,0.00231575653783783,0.0486334174953922,0.00408673816573655,0.00533759282179082
ENSMUSE00000146649,0.999905437934732,0.983319697940326,2.23481352390487e-07,0.871012027428833,2.27181905438528e-06,0.793121880247488,0.0223162664231389,2.46524075391551e-06,2.09616035592598e-05,0.282772999948551
ENSMUSE00000147002,NA,NA,0.0389547097046872,0.511270332868351,0.760551593293206,0.936186004037,0.0850055373606733,0.180315588379152,0.0301212521721119,0.0408505360417374
ENSMUSE00000147348,0.999905437934732,NA,0.0212972871520337,0.952967704921737,0.00897893418913763,0.99130162136325,0.0887525942758289,0.288414616600207,0.000733913562163651,0.535815883975332
ENSMUSE00000147428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000148199,NA,NA,0.273723567812951,NA,0.929500877030506,NA,0.98770565532217,NA,0.89437287817832,0.998164186802366
ENSMUSE00000148587,NA,NA,0.929759840569284,0.909995461527338,0.220302378662152,0.965919500463496,0.430603939296245,0.70996774458264,0.151846973113407,0.0386796828424378
ENSMUSE00000149766,0.999905437934732,NA,0.32775460026332,0.861638936966861,0.609114309237393,0.895368846550969,0.550181903764991,0.336757180280558,0.995352976482129,0.966086329659912
ENSMUSE00000150015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000150064,NA,NA,0.00125410660434398,NA,0.772741624944543,0.965919500463496,0.507141147735669,NA,0.644782655591747,0.883727308780671
ENSMUSE00000150396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000150541,NA,NA,0.550224816004733,NA,0.806592924996589,NA,0.552191633014867,NA,0.270562046804471,0.469454541864336
ENSMUSE00000150567,NA,NA,0.771183538842513,0.928201076355075,0.851652228518578,0.933823761316355,0.728846078296244,0.245564761097413,0.269552199257755,0.960011321813439
ENSMUSE00000151494,0.999905437934732,NA,8.53389116962626e-16,0.604027004356627,1.97926344658128e-06,0.936186004037,0.31363115073495,5.93072473862077e-11,0.141616323465246,0.568405552644199
ENSMUSE00000151587,0.999905437934732,NA,0.305248900969542,0.856391021704888,0.361890943955126,0.933823761316355,0.37951533277815,0.340008020485362,0.909346857617402,0.77521767206704
ENSMUSE00000153160,NA,NA,0.140674822697007,0.86494239933416,0.848706777957535,0.988832722746612,0.808690147590086,0.27216377282489,0.969737858993533,0.887384447975115
ENSMUSE00000153420,NA,NA,0.785952105671255,NA,0.721638167675308,0.85699011741207,0.560214307284447,0.709022000089408,0.987486939065735,0.852651079649853
ENSMUSE00000153980,NA,NA,0.418946966617966,NA,0.268910101096732,0.933823761316355,0.484075883912091,NA,0.272733506062231,0.136434237247261
ENSMUSE00000154319,NA,NA,0.310886105356358,NA,0.492241615175927,0.965919500463496,0.923980043811305,0.401851466162774,0.943280910783895,0.966381601670283
ENSMUSE00000154469,0.999905437934732,NA,0.000778344761178691,0.894355943508438,0.065970252906357,0.909008518864037,0.572309200194113,0.203931523729584,0.0381374068537293,0.718928271107586
ENSMUSE00000154608,NA,NA,0.0307807540638512,0.86494239933416,0.00527949284958091,0.764292143815972,0.00671219641663199,0.26070306252141,0.00102133987075633,0.000636599612337496
ENSMUSE00000155740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000156801,NA,NA,0.0663710035364509,0.815118121351178,0.732036267721467,0.998106181359062,0.678415509619114,0.529486554760191,0.985792227818171,0.840939034625197
ENSMUSE00000158330,NA,NA,0.769425872103084,NA,0.599708782213455,0.982500719573634,0.423068700596294,0.26825533046826,0.953370341100963,0.886621609109048
ENSMUSE00000158397,0.999905437934732,NA,0.130431685647274,0.859682574252419,5.82105650365362e-05,0.854942067755083,0.00529199414842857,0.273438950079891,0.00655522860279197,0.467458623853423
ENSMUSE00000158991,NA,NA,0.831395094100344,0.99159012728035,0.779737069110147,0.866387382462409,0.529669824274,0.518313820770274,0.93699608864763,0.895115858080527
ENSMUSE00000159894,NA,NA,0.194671141133799,0.93987657635694,0.143269989255765,0.988832722746612,0.182437698287485,0.822573700915467,0.741936451658957,0.452536246200715
ENSMUSE00000160500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000160648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000160653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000161254,NA,NA,0.0231877034360101,0.884130488138184,0.621060465229208,0.225268491258209,0.0267157096843022,0.246574386723965,0.820133858663996,0.811304438099448
ENSMUSE00000161300,NA,NA,0.24010377986131,NA,0.994114657566487,0.918658647853942,0.977901318923143,0.303854928623446,0.963122423933071,0.94063827451073
ENSMUSE00000161565,NA,NA,0.342403415530415,NA,0.895966843812174,0.965919500463496,0.730982591329446,NA,0.802238137776201,0.862612231577285
ENSMUSE00000161573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000161652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000161870,NA,NA,0.968058808888208,0.992694882880248,0.282463143132988,0.969014066170635,0.614247063367619,0.790557371794666,0.184450521081915,0.254262026621997
ENSMUSE00000162147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000162942,0.999905437934732,0.977259806091056,0.000485021415070528,0.951673503974364,0.95273621350929,0.965919500463496,0.786157563173242,0.0230977520068298,0.857715350963668,0.462460843239188
ENSMUSE00000163891,NA,NA,0.31071224404147,0.893168022906585,0.653612013745569,0.974591592159382,0.613225530221871,0.353253980349954,0.791166594817071,0.605421476358557
ENSMUSE00000164339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000165573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000165857,NA,NA,NA,NA,NA,NA,0.961661201115392,NA,NA,NA
ENSMUSE00000166431,NA,NA,0.463051105697157,NA,0.597343031852866,NA,0.605587286102036,NA,0.916247124822198,0.756389636294562
ENSMUSE00000166543,NA,NA,NA,NA,NA,NA,0.941758153115407,NA,NA,NA
ENSMUSE00000167122,NA,NA,0.474549657269501,NA,0.348267091842977,NA,0.431212401595777,NA,0.518685449916064,0.367113476274684
ENSMUSE00000169090,NA,NA,0.259429074600376,NA,0.740556391421431,NA,0.756619808632934,NA,0.908541826704721,0.670007982142339
ENSMUSE00000170274,0.999905437934732,0.983319697940326,0.344121656406127,0.965319426665126,0.683454696473004,0.985078960063342,0.0410629470552748,0.540831139843931,0.937943836872314,0.275820680002584
ENSMUSE00000170674,NA,NA,NA,NA,0.680411334562509,NA,0.751653006333119,NA,0.865881466753017,0.326642477516139
ENSMUSE00000171683,0.999905437934732,0.983703934873733,0.0497251004952957,0.824647691870276,0.368757176400325,0.988832722746612,0.00517772172962274,0.202184076409749,0.0511934950938844,0.0326728190368802
ENSMUSE00000171749,NA,NA,0.584961179915064,0.841956964679016,0.200808516453732,0.984463155228017,0.827462169453977,0.533057936283542,0.9258317693445,0.998164186802366
ENSMUSE00000172317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000173209,NA,NA,0.452668219883605,NA,0.279624689127977,0.984463155228017,0.305406876034179,NA,0.547561998095776,0.277713535757253
ENSMUSE00000175129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000175328,NA,NA,0.480585293415996,NA,0.41238905780506,0.992475388098093,0.610193677464005,0.425739924067839,0.776313561853193,0.755688321666008
ENSMUSE00000175818,NA,NA,0.95960125770354,0.877492515927039,0.311700004063992,0.995897841828053,0.946666908178989,0.631337607255112,0.0553030208551555,0.953564160030083
ENSMUSE00000175961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000176612,NA,NA,NA,NA,0.636103889794263,NA,0.538017130209731,NA,0.906659082394848,0.683881573513265
ENSMUSE00000176855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000177090,NA,NA,NA,NA,NA,NA,0.806714243299715,NA,NA,NA
ENSMUSE00000177104,0.999905437934732,NA,0.218125886249599,0.943364406571885,0.537834600672738,0.998106181359062,0.922340115706351,0.45912868918423,0.696470116407485,0.930354222324019
ENSMUSE00000178232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000178472,NA,NA,0.935805950537742,NA,0.969357225729277,NA,0.555752363229258,NA,0.785469208527839,0.533017062369165
ENSMUSE00000179160,NA,NA,0.395952667389575,NA,0.408817996385211,0.924155380248776,0.900354938568206,0.817308326567362,0.724436263999926,0.96424199636629
ENSMUSE00000180124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000180240,NA,NA,0.206395902424476,NA,0.774182928991991,0.944726015280493,0.912004072246468,NA,0.985792227818171,0.945397693313771
ENSMUSE00000180470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000181234,0.999905437934732,0.977259806091056,0.134504067863958,0.861638936966861,0.00266474661811106,0.965919500463496,0.0721264320659043,0.294092513056045,0.0479872281563913,0.250348326266736
ENSMUSE00000181841,NA,NA,NA,NA,0.899469160579499,NA,0.996832204677183,NA,0.996759193225908,0.982850159510853
ENSMUSE00000181963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000182569,NA,NA,0.939984988295719,NA,0.245942497154956,NA,0.0296371821424754,NA,0.0451016178799412,0.0243537294852033
ENSMUSE00000183184,NA,NA,NA,NA,NA,NA,0.359854645305447,NA,NA,NA
ENSMUSE00000183457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000183974,NA,NA,0.805953796901992,NA,0.349076214227386,0.965919500463496,0.344213657614234,0.409213564715572,0.901971956087415,0.605421476358557
ENSMUSE00000184331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000184496,NA,NA,0.645608467632831,NA,0.936387774388202,0.980915589473233,0.789341622069979,NA,0.926852886368393,0.942105791743756
ENSMUSE00000185228,0.999905437934732,0.989589917498844,0.00323573093595933,0.830184940634028,0.236034837339684,0.965919500463496,0.283510836444299,0.0197148004049008,0.98863847390107,0.0414733411354965
ENSMUSE00000185492,NA,NA,NA,NA,0.758214297073328,NA,0.588240352218449,NA,0.223718816752652,0.839565242450868
ENSMUSE00000186072,0.999905437934732,0.912895864635879,0.258366611745214,0.952967704921737,0.866030936312732,0.841731123713693,0.193921263429301,0.6188344787904,0.418008453215864,0.535101603789226
ENSMUSE00000187245,NA,NA,0.272762458153946,NA,0.959699259375918,0.935346343364894,0.55638046912029,NA,0.970287737495914,0.900509163077038
ENSMUSE00000187556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000187873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000187892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000188522,0.999905437934732,NA,0.00319293414583295,0.970464231031974,0.597129371550604,0.965919500463496,0.0484087585533315,0.0172078952052726,0.958018331512953,0.42910313627048
ENSMUSE00000189293,NA,NA,0.473722219215926,0.822688454229562,0.0156365266859514,0.725720684426731,0.00977773836980935,0.650172205153286,0.344972974653799,0.401635165521033
ENSMUSE00000189404,NA,NA,0.429640561826344,NA,0.541635819004541,NA,0.544037795897881,NA,0.986725544971542,0.794495337185583
ENSMUSE00000190021,0.999905437934732,NA,0.219237051221526,0.97671069133314,0.495447496130878,0.965919500463496,0.364670328489887,0.537531450684194,0.46024431657599,0.898225690339356
ENSMUSE00000190684,0.999905437934732,NA,0.257702740846623,0.86494239933416,0.665775816094224,0.994340406315157,0.52324389052581,0.436227243331985,0.390495575759315,0.683081252602701
ENSMUSE00000190850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000191743,NA,NA,NA,NA,0.872771734081189,NA,0.356094424429374,NA,0.992869842395781,0.991418984526345
ENSMUSE00000191964,0.999905437934732,0.983319697940326,0.996419111427982,0.86494239933416,0.745705331130018,0.978091181227483,0.079594163188859,0.926987132508905,0.574508690570474,0.397085809468715
ENSMUSE00000193740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000194322,NA,NA,0.0472437976505459,NA,0.0246657101695746,0.197595263299656,0.254555530473738,0.284727360787628,0.449646289048678,0.25642731264459
ENSMUSE00000194416,NA,NA,0.267231072272528,0.86494239933416,0.417864561157849,0.998106181359062,0.694552743692891,0.50918297946148,0.754471382842579,0.543843562815875
ENSMUSE00000196464,0.999905437934732,NA,2.11608963786638e-05,0.89744685393916,0.00732945195075174,0.0143516565976642,0.44080157044604,0.0684313569409643,0.0129285945267965,0.126698251646436
ENSMUSE00000196470,NA,NA,0.0465127787152888,NA,0.175344558581699,0.965919500463496,0.950870095625871,0.0848701803026183,0.131372274658128,0.792059647986858
ENSMUSE00000196471,NA,NA,NA,NA,0.245792321105632,NA,0.848946573712291,NA,0.136492854925004,0.987282786379173
ENSMUSE00000197082,NA,NA,0.522841930263387,0.989503646696152,0.211313696149218,0.977402864991449,0.123109656439566,0.728209169906885,0.259818186664339,0.336018791030941
ENSMUSE00000197361,NA,NA,0.471069267475601,0.841033494956554,0.564432980145849,0.91040285627541,0.745142606119347,0.261397947888938,0.987486939065735,0.980080502130726
ENSMUSE00000197696,NA,NA,0.090517434421415,0.856275992901991,0.303829297540511,0.984389530400172,0.279067002574508,0.613218883175873,0.541286695917572,0.132266745633663
ENSMUSE00000198560,0.999905437934732,NA,0.237662985655951,0.941824582936177,0.146932069584464,0.988832722746612,0.270996541371044,0.613557535610623,0.0479339947526027,0.185192527877546
ENSMUSE00000199306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000199890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000200145,NA,NA,0.433279303002138,NA,0.217533237670017,0.998106181359062,0.119297316873131,0.884537184628682,0.243946595407472,0.220862503201293
ENSMUSE00000200330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000201306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000201632,NA,NA,NA,NA,NA,NA,0.492152991312173,NA,NA,NA
ENSMUSE00000202315,NA,NA,0.881127218871359,NA,0.745937659741921,NA,0.86428706213872,NA,0.808822004208481,0.863742246910657
ENSMUSE00000202384,NA,NA,NA,NA,0.804463535900905,NA,0.374690979202573,NA,0.784338108154368,0.933054292954376
ENSMUSE00000202873,NA,NA,NA,NA,0.913415906619708,NA,0.809596864670886,NA,0.999944246271266,0.976510333053677
ENSMUSE00000203272,NA,NA,0.102085061371396,NA,0.00829998408898464,0.0210819462752742,0.00132507154952433,NA,0.0469332295194206,0.79944432684352
ENSMUSE00000203280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSMUSE00000204022,NA,NA,0.226895933457006,0.970411270221153,0.854234705897519,0.989217968350226,0.712471447863101,0.379457012708955,0.226918087108103,0.840665800194368
ENSMUSE00000204669,NA,NA,0.983199069812709,0.830184940634028,0.581512445417952,0.992475388098093,0.896258170853975,0.54603566406408,0.963825041832279,0.922044364347549
