name,WT-0h_vs_KO-0h,WT-6h_vs_KO-6h,WT-6h_vs_WT-0h,WT-24h_vs_KO-24h,WT-24h_vs_WT-0h,WT-48h_vs_KO-48h,WT-48h_vs_WT-0h,KO-6h_vs_KO-0h,KO-24h_vs_KO-0h,KO-48h_vs_KO-0h
ENSMUSE00000098340,0.963479574363265,0.316693964309881,0.416515700480821,0.0889389095462344,0.0439065333742758,0.567849503226595,0.389972072614975,0.0775780070227567,0.776549457605879,0.808200148543164
ENSMUSE00000098418,0.932226082533961,0.899596710128421,0.947298573514474,0.173825789449854,0.408045887105176,0.996814065528558,0.216021946233123,0.996713165551285,0.60729256149974,0.187054096969904
ENSMUSE00000099322,0.456598359379598,0.817106668285395,0.209234481229623,0.742700479637037,0.605269483333021,0.931691067757985,0.742635895079536,0.481945186142784,0.587708264485211,0.615692118461165
ENSMUSE00000099726,0.114116767072584,0.478827573008058,0.0760212231301424,0.801805713453803,0.385009157344862,0.960775200842573,0.0171690963491186,0.372127099499918,0.707233038307937,0.363696701603568
ENSMUSE00000099822,0.744431457053804,0.862732952871416,0.659409232909509,0.87729280677512,0.661243498180646,0.959097120213537,0.409627250764707,0.400645426794518,0.543661751477182,0.275571454234279
ENSMUSE00000100732,0.443004188124583,0.417293710942461,0.0768079252291436,0.332115861610977,0.687106208863315,0.670838492148897,0.767291567764765,0.0867632416145488,0.889151189208081,0.371738145483473
ENSMUSE00000100813,0.44750357050167,0.787535226208516,0.220862322159464,0.79634503787363,0.862112034282718,0.283521304980821,0.537483417534955,0.492657498767108,0.757696218276823,0.769025678504797
ENSMUSE00000101796,0.509077529573968,0.502808596061052,0.010727353321754,0.343526292337213,0.107117816754434,0.366661931369263,0.0193800010310354,0.0230021822253851,0.0521789106880239,0.434196748526312
ENSMUSE00000102087,0.361436847386422,0.178055406440573,0.000783434839731206,0.00377210826091576,0.000492475486432266,0.0299905418351232,0.0493077347595148,0.00706582072254948,0.0774640073585689,0.00133430025953782
ENSMUSE00000102166,0.931166915900823,0.0960768549422116,0.679427201617122,0.623290393908046,0.111295910998349,0.655214843227008,0.664586636739394,0.193591334250624,0.229577065992835,0.339802701539202
ENSMUSE00000102451,0.189261547699779,0.269240529030424,0.849680247509892,0.44750419127523,0.398778911495327,0.212267221971114,0.758632356961984,0.0182853237760423,0.222660689994002,0.727096296051054
ENSMUSE00000102616,0.768559401803508,0.83868599789548,0.0132550003824679,0.723030781071122,0.894009028795802,0.230547762790514,0.504665838898864,0.00832839445187608,0.599282001687224,0.118204252579081
ENSMUSE00000102813,0.84827307009097,0.225439236976741,0.747407190014932,0.319546037409126,0.400559778667304,0.735420603666518,0.420169978382806,0.182872828835544,0.991926664407195,0.515048888786809
ENSMUSE00000104604,0.792912693861488,0.500539737658013,0.654307228032712,0.501573786122172,0.530570389027179,0.997089031474543,0.320837690565089,0.608453960953965,0.754106421016125,0.458144988804236
ENSMUSE00000104993,0.351206809553786,0.708386262649159,0.109079240361412,0.90470540193892,0.10659174196544,0.453632496297841,0.423753218014269,0.337538439831831,0.560972964205876,0.378392095469724
ENSMUSE00000105193,0.357888206717594,0.302288820243503,0.656779000443088,0.373111818480927,0.905642440769334,0.440812918368954,0.088149690106284,0.147802260820669,0.0898483998343717,0.0640147675274984
ENSMUSE00000105272,0.783831349245755,0.774689916676663,0.27304544721119,0.864646431845548,0.152020735189204,0.345532071160661,0.0452869488816533,0.142259794575305,0.058999550818323,0.180972221758324
ENSMUSE00000105392,0.268644997326305,0.789602761965359,0.511226244408094,0.553019642347469,0.94267178247902,0.496637227261601,0.695348731902412,0.893510548094288,0.100181152904579,0.167956704357875
ENSMUSE00000105758,0.503743340730245,0.74606454605135,0.448935239821341,0.847678826493752,0.125542171505643,0.134253004299081,0.306800053109332,0.370285284178647,0.0495477397924856,0.874178738588153
ENSMUSE00000106455,0.884264520970516,0.480818086279729,0.330258264601268,0.341742696217237,0.2467864294998,0.248649624266449,0.261341092069049,0.15044878027738,0.737113441692822,0.91298460936107
ENSMUSE00000107004,0.515576404418642,0.437834715691971,0.507352208441643,0.610311487596253,0.760429564894574,1,0.516563546306929,0.428593620670008,0.669937027238728,0.188977220601777
ENSMUSE00000107752,0.902351392477749,0.316654687863755,0.706506949097221,0.0135572792032499,0.366759241930927,0.880297420203913,0.822767031497957,0.219507281346836,0.0820778258676566,0.960472263682797
ENSMUSE00000107902,0.517973010327198,0.610275566282787,0.405127955403859,1,0.376676483891509,0.997798078784645,0.388223257151531,0.731901583604799,0.692109643219111,0.826909950359361
ENSMUSE00000109894,0.697768026902044,0.451477245993013,0.0473557222836825,0.89845154122936,0.220803672212868,0.520198107358594,0.0329964994592777,0.00406106063503876,0.0710355985990193,0.0481846663178568
ENSMUSE00000110147,0.179869164373805,0.951344150256194,0.163901310666584,0.838285244644085,0.00137297087744544,0.465008444365834,0.0557758046369822,0.992452617386907,0.0548588036643513,0.19102288252417
ENSMUSE00000110203,0.718572451659847,0.375054330066448,0.47291301579474,0.881895547544518,0.438036521785556,0.337112281301388,0.288501247697247,0.96644822621588,0.776770802682878,0.64540098831497
ENSMUSE00000110548,0.231799132972558,0.0925939938073136,0.0181990059275249,0.179083645620068,0.524678074835232,0.645740535518534,0.869597822546311,0.530926520153579,0.00149539632866112,0.368440569557952
ENSMUSE00000111715,0.340832419586376,0.452895825841348,0.303697487071891,0.0959671107717885,0.66524645626769,0.42887640210224,0.910508388672802,0.334158574248792,0.0261464104408775,0.0747533153633115
ENSMUSE00000112192,0.984900223113102,0.274250079239631,0.866798437766853,0.884471647555531,0.852955793603954,0.620477590127747,0.578663522367113,0.220537479596702,0.955526127671426,0.938934756040378
ENSMUSE00000112455,0.611556931484258,0.897728923867432,0.448482238231797,0.900582836815737,0.828570754614636,0.771814282559998,0.622551175125374,0.316478018209339,0.680515956833276,0.760082962463777
ENSMUSE00000112784,0.355224422108247,0.996621050381775,0.44095730874235,0.459370797424097,0.32789631736562,0.560427003526836,0.317047735591586,0.156036090373373,0.251830919040589,0.180311155061503
ENSMUSE00000113370,0.75721373966179,0.66829614275911,0.480362683201189,0.26373104598525,0.609756471482734,0.815256367135567,0.46580911942565,0.656351426748693,0.155520249425405,0.512395971469418
ENSMUSE00000113557,0.49719158962848,0.859486185846218,0.131313481889625,0.460745824471726,0.825074187354058,0.912111756249722,0.85840718487736,0.34622115945115,0.907575966131921,0.460059996072612
ENSMUSE00000113576,0.26513884726474,0.81874450629402,0.864937143286888,0.656526783298296,0.921381138690702,0.435872534500001,0.300321634722451,0.559100867812987,0.462100852583034,0.480083354323801
ENSMUSE00000113742,0.678570495642861,0.446887770072555,0.105790181052133,0.291721676416777,0.205795860498106,0.935390910958528,0.975970210863023,0.770303383483141,0.553167321156973,0.717753429115294
ENSMUSE00000114502,0.478703825925961,0.896528134393213,0.0123789218380796,0.965403604373714,0.957800056697313,0.513172715872791,0.60851963410992,0.084314793616932,0.550567853804474,0.573445032028874
ENSMUSE00000114939,0.849924827022592,0.533674243693265,0.253397287164633,0.969541025310638,0.806989533819882,0.839643018657592,0.338888774561872,0.841123910049667,0.905729494932103,0.56722399658469
ENSMUSE00000115069,0.860887935438532,0.801432049082262,0.102317618454671,0.767218499931364,0.45482071317116,0.361858814366351,0.0891397138537809,0.190993689321601,0.518642538201333,0.306447918704274
ENSMUSE00000115463,0.470248507600498,0.457552068251302,0.755281462772987,0.797718616934384,0.141995371935104,0.817007245224432,0.293008838588997,0.898191106001378,0.255734234727048,0.911901547415667
ENSMUSE00000115681,0.99053214278626,0.247516620419425,0.503870659727876,0.863229265210256,0.955534382896958,0.857570052923773,0.332921983032716,0.0800644213989812,0.80249494202697,0.428972024361019
ENSMUSE00000116533,0.860175161267901,0.713400055485987,0.0109035018190514,0.0118026943358095,1.24994221973306e-06,0.152385667600453,0.659626718312302,0.016310865479939,0.0186281232127668,0.243054493126877
ENSMUSE00000117048,0.870559201514472,0.280520476825338,0.746359465836426,0.102275456436604,0.127119467995913,0.532083216886984,0.393988771799034,0.221254882690235,0.97606504809757,0.692883414436112
ENSMUSE00000117198,0.681835144435722,0.978334510627167,0.348719849269261,0.627607396124868,0.891526885703133,0.390534412710759,0.666720191188243,0.65675968030287,0.957596759202165,0.990586556174191
ENSMUSE00000117220,0.428152263756394,0.994252923711201,0.123335190993234,0.351593898674717,1,0.540128669316493,0.511848304579738,0.50360105933687,0.6166474019656,0.454243381756088
ENSMUSE00000118134,0.872906527481414,0.719277606402406,0.798600267011391,1,0.733128443287669,0.749422694250613,0.750335983857848,0.468217389709581,0.722201914019174,0.871570469803954
ENSMUSE00000119116,0.241284596306599,0.986836527724751,0.752497634757414,0.93420877989821,0.36199264105918,0.576035816193135,0.0283788944849585,0.450849492259613,0.881212235799562,0.644382525083363
ENSMUSE00000119284,0.898099430360659,0.652464044576465,0.0322303775618087,0.201225292876188,0.704917988841745,0.563682614436481,0.910142510617204,0.123512990782565,0.253398083171701,0.414780581830644
ENSMUSE00000119699,0.515478497480592,0.676681251199761,0.376899403680657,0.443322751832626,0.356121992374591,0.423570031720443,0.333014582159044,0.530497093349286,0.427275800631295,0.411607083263801
ENSMUSE00000120474,0.908767085395297,0.917897080475536,0.671288167638119,0.914837365486167,0.796038895970043,0.859743960419597,0.810472775062348,0.561333345143615,0.971486054363199,0.958696682763244
ENSMUSE00000121140,0.358138762038878,0.521920233833234,0.141641549026751,0.801301224231639,0.787160838870042,0.431896875669864,0.796263607796744,0.874998450502239,0.721893231065318,0.0628839243103798
ENSMUSE00000123264,0.557781153904233,0.902791841649223,0.0569491222183252,0.308245367190678,0.961968422938358,0.24069717960864,0.767343904290908,0.184967994903106,0.618789769978962,0.780811877074227
ENSMUSE00000123469,0.371057660964891,0.967677550141562,0.357401470323778,0.251855169016257,0.760095471123268,0.446204393025921,0.780924417873537,0.987632399256482,0.97037620069028,0.679553395163705
ENSMUSE00000123611,0.334702715892471,0.859312323385896,0.911342770986707,0.990522526195808,0.14720309306207,0.970204422682264,0.028053048773681,0.269982943370156,0.0162224922270019,0.00231099626012995
ENSMUSE00000124868,0.53549667046189,0.662613222207047,0.272355849419166,0.242240809552276,0.501637464348555,0.667589608239358,0.805424391909154,0.383151044890456,0.926090435547453,0.664776344467401
ENSMUSE00000125819,0.847529805465759,0.859480901629234,0.321196903867304,0.283690185716782,0.362562169154748,0.669093508395058,0.932267318131198,0.390473730682693,0.700899966425639,0.593484120078965
