#Coverage (X)	Coverage
1.0	11.457472136665587
2.0	6.156111724611051
3.0	3.703874180430546
4.0	2.3135165482095346
5.0	1.4979293247111372
6.0	1.005702886141222
7.0	0.6988881209258153
8.0	0.5009009104984585
9.0	0.36849672320560956
10.0	0.2766474698097312
11.0	0.21150318579580585
12.0	0.16405247488802388
13.0	0.12886004255037165
14.0	0.10231188626437415
15.0	0.0820020220384663
16.0	0.06635186226075973
17.0	0.054203653715859446
18.0	0.044666856519612
19.0	0.037143496914922025
20.0	0.03120290758307931
21.0	0.026438086260768046
22.0	0.02256083293193001
23.0	0.01938333144350679
24.0	0.01675849155178355
25.0	0.014605191648158211
26.0	0.012824001809832453
27.0	0.01135064114207296
28.0	0.010129891182216966
29.0	0.009095049494987961
30.0	0.008211920992536648
31.0	0.007452657958481268
32.0	0.006806620290376486
33.0	0.006236457559666064
34.0	0.005739601465762689
35.0	0.005309447807150036
36.0	0.0049334852909623805
37.0	0.0045990558642898804
38.0	0.004295189214630568
39.0	0.004024380262549698
40.0	0.0037747414453264128
41.0	0.0035394484213924216
42.0	0.0033259859524576996
43.0	0.0031268325868012425
44.0	0.0029403372740546274
45.0	0.0027589051824605804
46.0	0.002586021862825305
47.0	0.0024238887156542432
48.0	0.0022705244804939184
49.0	0.0021282406278828603
50.0	0.0019978443379926603
51.0	0.0018731349993998947
