#Coverage	Number of genomic locations
0.0	2.41325995E9
1.0	1.44490575E8
2.0	6.6836658E7
3.0	3.7894721E7
4.0	2.2229137E7
5.0	1.3415817E7
6.0	8362352.0
7.0	5396216.0
8.0	3608726.0
9.0	2503386.0
10.0	1775532.0
11.0	1293287.0
12.0	959183.0
13.0	723580.0
14.0	553553.0
15.0	426551.0
16.0	331104.0
17.0	259929.0
18.0	205052.0
19.0	161913.0
20.0	129867.0
21.0	105676.0
22.0	86604.0
23.0	71541.0
24.0	58689.0
25.0	48547.0
26.0	40157.0
27.0	33272.0
28.0	28205.0
29.0	24070.0
30.0	20694.0
31.0	17608.0
32.0	15540.0
33.0	13542.0
34.0	11724.0
35.0	10247.0
36.0	9115.0
37.0	8282.0
38.0	7381.0
39.0	6804.0
40.0	6413.0
41.0	5818.0
42.0	5428.0
43.0	5083.0
44.0	4945.0
45.0	4712.0
46.0	4419.0
47.0	4180.0
48.0	3878.0
49.0	3554.0
50.0	3399.0
51.0	3260.0
52.0	3239.0
53.0	3037.0
54.0	3024.0
55.0	2950.0
56.0	2878.0
57.0	2631.0
58.0	2494.0
59.0	2365.0
60.0	2357.0
61.0	2094.0
62.0	2091.0
63.0	2001.0
64.0	1748.0
65.0	1330.0
66.0	1080.0
67.0	866.0
68.0	674.0
69.0	574.0
70.0	627.0
71.0	696.0
72.0	680.0
73.0	760.0
74.0	825.0
75.0	931.0
76.0	671.0
77.0	537.0
78.0	563.0
79.0	792.0
80.0	2145.0
81.0	878.0
82.0	221.0
83.0	33.0
84.0	1.0
