#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	2.5045206597909225E-6
9.0	0.0
10.0	3.7567809896863836E-6
11.0	3.7567809896863836E-6
12.0	6.2613016494773065E-6
13.0	5.009041319581845E-6
14.0	1.5027123958745536E-5
15.0	1.753164461853646E-5
16.0	1.5027123958745534E-5
17.0	1.3774863628850074E-5
18.0	1.1270342969059149E-5
19.0	3.255876857728199E-5
20.0	3.88200702267593E-5
21.0	4.3829111546341144E-5
22.0	1.0393760738132329E-4
23.0	1.4400993793797803E-4
24.0	2.7549727257700153E-4
25.0	5.284538592158847E-4
26.0	7.100316070507266E-4
27.0	0.001148322722514138
28.0	0.001899678920451415
29.0	0.002754972725770015
30.0	0.003982187849067567
31.0	0.00570028902168414
32.0	0.007960618917145447
33.0	0.010700564518956715
34.0	0.014133010083200177
35.0	0.01832808218834997
36.0	0.023234438160880385
37.0	0.028119505707802583
38.0	0.03362193759736324
39.0	0.039825635271665355
40.0	0.04493986645895842
41.0	0.049705969274540546
42.0	0.05350282259478359
43.0	0.0561488486718527
44.0	0.05724708098117101
45.0	0.057146900154779384
46.0	0.05569177365144086
47.0	0.05318099169000045
48.0	0.04968593310926222
49.0	0.046114486648400364
50.0	0.04175912522102395
51.0	0.04098648059747845
52.0	0.029915247020872678
53.0	0.029002349240378884
54.0	0.025696381969454868
55.0	0.021672869529500746
56.0	0.018394451985834434
57.0	0.015401549797384279
58.0	0.012679135840191546
59.0	0.010014325858174002
60.0	0.007850420008114648
61.0	0.006246274525518561
62.0	0.004923887617148954
63.0	0.0037981055805729343
64.0	0.0030179473950480615
65.0	0.0022903841433787988
66.0	0.0018946698791318327
67.0	0.0014776671892766443
68.0	0.001218449300988284
69.0	0.0010005560035864737
70.0	7.576174995867542E-4
71.0	7.075270863909355E-4
72.0	5.81048793071494E-4
73.0	4.796157063499616E-4
74.0	3.8193940061811575E-4
75.0	2.805063138965833E-4
76.0	2.567133676285696E-4
77.0	1.678028842059918E-4
78.0	1.364963759586053E-4
79.0	7.263109913393675E-5
80.0	6.0108495834982144E-5
81.0	3.756780989686384E-5
82.0	1.753164461853646E-5
83.0	2.1288425608222842E-5
84.0	8.76582230926823E-6
85.0	1.5027123958745534E-5
86.0	1.2522603298954613E-5
87.0	3.7567809896863836E-6
88.0	6.2613016494773065E-6
89.0	3.7567809896863836E-6
90.0	0.0
91.0	2.5045206597909225E-6
92.0	0.0
93.0	0.0
94.0	2.5045206597909225E-6
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.2522603298954613E-6
