#Mapping quality	mapping quality
0.0	374631.0
1.0	1.7523561E7
2.0	94197.0
3.0	89919.0
4.0	39621.0
5.0	20707.0
6.0	455215.0
7.0	231291.0
8.0	120700.0
9.0	41473.0
10.0	41560.0
11.0	168989.0
12.0	457430.0
13.0	20580.0
14.0	66899.0
15.0	252577.0
16.0	181283.0
17.0	384395.0
18.0	359956.0
19.0	39979.0
20.0	60806.0
21.0	457353.0
22.0	127990.0
23.0	573141.0
24.0	931565.0
25.0	183393.0
26.0	140735.0
27.0	115771.0
28.0	159480.0
29.0	122209.0
30.0	2670128.0
31.0	2402058.0
32.0	2815042.0
33.0	594296.0
34.0	2990709.0
35.0	1767953.0
36.0	1131389.0
37.0	1035021.0
38.0	1195240.0
39.0	829167.0
40.0	2924862.0
41.0	4354688.0
42.0	2.02674495E8
