#Coverage (X)	Coverage
1.0	9.217353950282174
2.0	2.695706202694211
3.0	1.473760221950542
4.0	0.9150692094140425
5.0	0.6037695676404979
6.0	0.41766522361720604
7.0	0.3003623869562517
8.0	0.22269290456100066
9.0	0.16937362680788226
10.0	0.13141355706576974
11.0	0.10358807482694488
12.0	0.08275236940048103
13.0	0.06699415754800953
14.0	0.054791647790665365
15.0	0.04517391243585678
16.0	0.037542941036505795
17.0	0.03143251365573008
18.0	0.02647514316927868
19.0	0.022432381212496466
20.0	0.019127895604967193
21.0	0.01640780845140455
22.0	0.014173937289299943
23.0	0.012333823297467461
24.0	0.010793943644458182
25.0	0.00948682540480661
26.0	0.008367376558183537
27.0	0.007410757968884241
28.0	0.006585049329601134
29.0	0.005892488730836476
30.0	0.005297780384509565
31.0	0.004800667460543195
32.0	0.0043600204595293235
33.0	0.003969381939981531
34.0	0.003634071953115381
35.0	0.0033399281556825144
36.0	0.0030763838252596543
37.0	0.0028410174213036044
38.0	0.0026191162504289878
39.0	0.002416880924073439
40.0	0.002222974229624697
41.0	0.0020449176188037654
42.0	0.0018835916518185059
43.0	0.0017275490460519904
44.0	0.0015944010055335411
45.0	0.0014660593561188762
46.0	0.0013435881080425816
47.0	0.0012312066122746046
48.0	0.0011293184589220573
49.0	0.001035025137312573
50.0	9.489136875657778E-4
51.0	8.70837349665976E-4
