#Insert size (bp)	insert size
32.0	2.0
35.0	1.0
37.0	1.0
38.0	2.0
39.0	6.0
40.0	13.0
41.0	116.0
42.0	135.0
43.0	148.0
44.0	98.0
45.0	107.0
46.0	103.0
47.0	134.0
48.0	106.0
49.0	105.0
50.0	103.0
51.0	101.0
52.0	97.0
53.0	97.0
54.0	112.0
55.0	88.0
56.0	94.0
57.0	70.0
58.0	108.0
59.0	85.0
60.0	94.0
61.0	88.0
62.0	104.0
63.0	93.0
64.0	78.0
65.0	105.0
66.0	96.0
67.0	82.0
68.0	99.0
69.0	83.0
70.0	103.0
71.0	87.0
72.0	111.0
73.0	123.0
74.0	100.0
75.0	122.0
76.0	141.0
77.0	126.0
78.0	141.0
79.0	150.0
80.0	146.0
81.0	164.0
82.0	157.0
83.0	205.0
84.0	206.0
85.0	251.0
86.0	269.0
87.0	319.0
88.0	315.0
89.0	386.0
90.0	404.0
91.0	454.0
92.0	507.0
93.0	604.0
94.0	664.0
95.0	765.0
96.0	855.0
97.0	997.0
98.0	1082.0
99.0	1161.0
100.0	1345.0
101.0	1423.0
102.0	1554.0
103.0	1693.0
104.0	1913.0
105.0	2156.0
106.0	2335.0
107.0	2652.0
108.0	2816.0
109.0	3064.0
110.0	3234.0
111.0	3481.0
112.0	3880.0
113.0	4138.0
114.0	4398.0
115.0	4753.0
116.0	5092.0
117.0	5571.0
118.0	5865.0
119.0	6281.0
120.0	6522.0
121.0	6840.0
122.0	7415.0
123.0	7492.0
124.0	7937.0
125.0	8626.0
126.0	9153.0
127.0	9384.0
128.0	9944.0
129.0	10213.0
130.0	10814.0
131.0	10985.0
132.0	11517.0
133.0	11768.0
134.0	12115.0
135.0	12813.0
136.0	13144.0
137.0	13778.0
138.0	14207.0
139.0	14676.0
140.0	15144.0
141.0	15468.0
142.0	15734.0
143.0	16046.0
144.0	16468.0
145.0	16513.0
146.0	17242.0
147.0	17260.0
148.0	17862.0
149.0	18394.0
150.0	18506.0
151.0	18869.0
152.0	19183.0
153.0	19582.0
154.0	19367.0
155.0	19762.0
156.0	19887.0
157.0	20087.0
158.0	20552.0
159.0	20813.0
160.0	20754.0
161.0	20876.0
162.0	21129.0
163.0	21228.0
164.0	21535.0
165.0	21463.0
166.0	21338.0
167.0	21370.0
168.0	21600.0
169.0	21767.0
170.0	21851.0
171.0	21784.0
172.0	21999.0
173.0	21877.0
174.0	21895.0
175.0	21704.0
176.0	21721.0
177.0	21464.0
178.0	21681.0
179.0	21584.0
180.0	21284.0
181.0	21379.0
182.0	21517.0
183.0	21492.0
184.0	20993.0
185.0	21304.0
186.0	20947.0
187.0	20833.0
188.0	20447.0
189.0	20428.0
190.0	20423.0
191.0	20165.0
192.0	20249.0
193.0	20248.0
194.0	19713.0
195.0	19755.0
196.0	19659.0
197.0	19402.0
198.0	19374.0
199.0	19053.0
200.0	18892.0
201.0	18760.0
202.0	18325.0
203.0	18568.0
204.0	18336.0
205.0	18283.0
206.0	17825.0
207.0	17387.0
208.0	17351.0
209.0	17168.0
210.0	17045.0
211.0	16974.0
212.0	16621.0
213.0	16544.0
214.0	16212.0
215.0	16211.0
216.0	16135.0
217.0	15677.0
218.0	15725.0
219.0	15364.0
220.0	15231.0
221.0	15038.0
222.0	14882.0
223.0	14854.0
224.0	14696.0
225.0	14391.0
226.0	14202.0
227.0	14087.0
228.0	13834.0
229.0	13532.0
230.0	13319.0
231.0	13274.0
232.0	13028.0
233.0	12666.0
234.0	12785.0
235.0	12565.0
236.0	12290.0
237.0	12309.0
238.0	12134.0
239.0	11841.0
240.0	11918.0
241.0	11574.0
242.0	11596.0
243.0	11477.0
244.0	11219.0
245.0	11039.0
246.0	10789.0
247.0	10923.0
248.0	10731.0
249.0	10435.0
250.0	10135.0
251.0	10329.0
252.0	10181.0
253.0	9994.0
254.0	9696.0
255.0	9418.0
256.0	9464.0
257.0	9310.0
258.0	9342.0
259.0	9202.0
260.0	9161.0
261.0	9035.0
262.0	8795.0
263.0	8497.0
264.0	8569.0
265.0	8326.0
266.0	8243.0
267.0	8159.0
268.0	8042.0
269.0	7965.0
270.0	7869.0
271.0	7643.0
272.0	7473.0
273.0	7405.0
274.0	7283.0
275.0	7172.0
276.0	7105.0
277.0	6923.0
278.0	6879.0
279.0	6909.0
280.0	6803.0
281.0	6783.0
282.0	6491.0
283.0	6419.0
284.0	6377.0
285.0	6413.0
286.0	6156.0
287.0	6074.0
288.0	6036.0
289.0	5844.0
290.0	5836.0
291.0	5919.0
292.0	5647.0
293.0	5615.0
294.0	5377.0
295.0	5395.0
296.0	5283.0
297.0	5231.0
298.0	5138.0
299.0	5055.0
300.0	5017.0
301.0	5044.0
302.0	4930.0
303.0	4864.0
304.0	4822.0
305.0	4651.0
306.0	4664.0
307.0	4434.0
308.0	4348.0
309.0	4364.0
310.0	4294.0
311.0	4242.0
312.0	4225.0
313.0	4096.0
314.0	4143.0
315.0	4027.0
316.0	3930.0
317.0	3790.0
318.0	3856.0
319.0	3857.0
320.0	3666.0
321.0	3739.0
322.0	3594.0
323.0	3584.0
324.0	3574.0
325.0	3372.0
326.0	3416.0
327.0	3425.0
328.0	3300.0
329.0	3151.0
330.0	3209.0
331.0	3171.0
332.0	3043.0
333.0	3035.0
334.0	2984.0
335.0	3016.0
336.0	2884.0
337.0	3004.0
338.0	2805.0
339.0	2849.0
340.0	2711.0
341.0	2740.0
342.0	2665.0
343.0	2681.0
344.0	2554.0
345.0	2603.0
346.0	2633.0
347.0	2489.0
348.0	2385.0
349.0	2359.0
350.0	2423.0
351.0	2335.0
352.0	2310.0
353.0	2215.0
354.0	2166.0
355.0	2125.0
356.0	2172.0
357.0	2172.0
358.0	2188.0
359.0	2117.0
360.0	2066.0
361.0	1964.0
362.0	2020.0
363.0	1954.0
364.0	1893.0
365.0	1975.0
366.0	1826.0
367.0	1806.0
368.0	1846.0
369.0	1844.0
370.0	1793.0
371.0	1706.0
372.0	1737.0
373.0	1605.0
374.0	1676.0
375.0	1672.0
376.0	1593.0
377.0	1610.0
378.0	1587.0
379.0	1604.0
380.0	1470.0
381.0	1538.0
382.0	1537.0
383.0	1357.0
384.0	1414.0
385.0	1426.0
386.0	1399.0
387.0	1345.0
388.0	1428.0
389.0	1324.0
390.0	1275.0
391.0	1311.0
392.0	1288.0
393.0	1253.0
394.0	1284.0
395.0	1206.0
396.0	1211.0
397.0	1157.0
398.0	1160.0
399.0	1151.0
400.0	1176.0
401.0	1181.0
402.0	1134.0
403.0	1098.0
404.0	1098.0
405.0	1046.0
406.0	1029.0
407.0	1004.0
408.0	971.0
409.0	1049.0
410.0	946.0
411.0	972.0
412.0	1002.0
413.0	974.0
414.0	900.0
415.0	904.0
416.0	881.0
417.0	949.0
418.0	899.0
419.0	836.0
420.0	825.0
421.0	862.0
422.0	839.0
423.0	853.0
424.0	814.0
425.0	839.0
426.0	794.0
427.0	742.0
428.0	766.0
429.0	802.0
430.0	755.0
431.0	774.0
432.0	716.0
433.0	727.0
434.0	704.0
435.0	686.0
436.0	658.0
437.0	676.0
438.0	675.0
439.0	615.0
440.0	652.0
441.0	660.0
442.0	662.0
443.0	683.0
444.0	631.0
445.0	630.0
446.0	615.0
447.0	624.0
448.0	562.0
449.0	612.0
450.0	630.0
451.0	609.0
452.0	586.0
453.0	608.0
454.0	569.0
455.0	541.0
456.0	557.0
457.0	532.0
458.0	516.0
459.0	527.0
460.0	558.0
461.0	513.0
462.0	513.0
463.0	501.0
464.0	505.0
465.0	531.0
466.0	476.0
467.0	463.0
468.0	438.0
469.0	450.0
470.0	520.0
471.0	433.0
472.0	462.0
473.0	398.0
474.0	433.0
475.0	418.0
476.0	406.0
477.0	415.0
478.0	409.0
479.0	350.0
480.0	367.0
481.0	385.0
482.0	388.0
483.0	406.0
484.0	405.0
485.0	362.0
486.0	404.0
487.0	365.0
488.0	362.0
489.0	371.0
490.0	348.0
491.0	415.0
492.0	346.0
493.0	332.0
494.0	344.0
495.0	361.0
496.0	375.0
497.0	332.0
498.0	312.0
499.0	311.0
500.0	325.0
501.0	309.0
502.0	337.0
503.0	301.0
504.0	311.0
505.0	326.0
506.0	332.0
507.0	271.0
508.0	303.0
509.0	288.0
510.0	326.0
