#Mapping quality	mapping quality
0.0	195190.0
1.0	6862813.0
2.0	47309.0
3.0	57133.0
4.0	26055.0
5.0	15414.0
6.0	173794.0
7.0	95700.0
8.0	76068.0
9.0	26530.0
10.0	27063.0
11.0	75834.0
12.0	200142.0
13.0	15540.0
14.0	40328.0
15.0	106866.0
16.0	70847.0
17.0	158089.0
18.0	150466.0
19.0	25878.0
20.0	38880.0
21.0	216475.0
22.0	68569.0
23.0	308951.0
24.0	503384.0
25.0	98421.0
26.0	83956.0
27.0	78160.0
28.0	104742.0
29.0	93148.0
30.0	835042.0
31.0	685756.0
32.0	862879.0
33.0	409669.0
34.0	750808.0
35.0	545638.0
36.0	537245.0
37.0	502080.0
38.0	616391.0
39.0	500258.0
40.0	1943001.0
41.0	3515006.0
42.0	9.3553744E7
