#Insert size (bp)	insert size
28.0	1.0
33.0	1.0
34.0	2.0
35.0	2.0
36.0	3.0
37.0	6.0
38.0	20.0
39.0	43.0
40.0	206.0
41.0	1069.0
42.0	1096.0
43.0	1154.0
44.0	992.0
45.0	985.0
46.0	954.0
47.0	1034.0
48.0	1014.0
49.0	1048.0
50.0	1037.0
51.0	972.0
52.0	827.0
53.0	934.0
54.0	913.0
55.0	961.0
56.0	899.0
57.0	870.0
58.0	833.0
59.0	977.0
60.0	870.0
61.0	859.0
62.0	757.0
63.0	927.0
64.0	808.0
65.0	871.0
66.0	874.0
67.0	897.0
68.0	880.0
69.0	938.0
70.0	958.0
71.0	926.0
72.0	924.0
73.0	981.0
74.0	977.0
75.0	1000.0
76.0	1068.0
77.0	1189.0
78.0	1290.0
79.0	1387.0
80.0	1397.0
81.0	1430.0
82.0	1577.0
83.0	1814.0
84.0	2004.0
85.0	2322.0
86.0	2473.0
87.0	2742.0
88.0	3041.0
89.0	3427.0
90.0	3846.0
91.0	4258.0
92.0	4804.0
93.0	5485.0
94.0	6193.0
95.0	7011.0
96.0	7721.0
97.0	8603.0
98.0	9572.0
99.0	10484.0
100.0	11686.0
101.0	12881.0
102.0	14218.0
103.0	15709.0
104.0	17529.0
105.0	19119.0
106.0	20763.0
107.0	22574.0
108.0	24339.0
109.0	26296.0
110.0	28492.0
111.0	30472.0
112.0	32384.0
113.0	35117.0
114.0	37123.0
115.0	39449.0
116.0	42228.0
117.0	44408.0
118.0	46802.0
119.0	49390.0
120.0	51925.0
121.0	54896.0
122.0	56664.0
123.0	59918.0
124.0	62103.0
125.0	65398.0
126.0	68105.0
127.0	71041.0
128.0	73829.0
129.0	76648.0
130.0	79468.0
131.0	81402.0
132.0	83556.0
133.0	85564.0
134.0	87861.0
135.0	90252.0
136.0	93462.0
137.0	96206.0
138.0	98497.0
139.0	100409.0
140.0	101872.0
141.0	102515.0
142.0	104638.0
143.0	106787.0
144.0	108994.0
145.0	109781.0
146.0	111157.0
147.0	113934.0
148.0	116475.0
149.0	118093.0
150.0	120649.0
151.0	119354.0
152.0	119733.0
153.0	120078.0
154.0	121840.0
155.0	123203.0
156.0	124467.0
157.0	126906.0
158.0	126375.0
159.0	127921.0
160.0	128351.0
161.0	128715.0
162.0	129412.0
163.0	128618.0
164.0	128615.0
165.0	127814.0
166.0	129542.0
167.0	130657.0
168.0	130300.0
169.0	129987.0
170.0	129255.0
171.0	130343.0
172.0	131109.0
173.0	130355.0
174.0	130036.0
175.0	128809.0
176.0	126445.0
177.0	126535.0
178.0	126442.0
179.0	126010.0
180.0	124379.0
181.0	124468.0
182.0	123939.0
183.0	124329.0
184.0	122658.0
185.0	121791.0
186.0	121185.0
187.0	120288.0
188.0	119560.0
189.0	118995.0
190.0	118866.0
191.0	118772.0
192.0	116551.0
193.0	115980.0
194.0	116511.0
195.0	115106.0
196.0	114394.0
197.0	113802.0
198.0	112526.0
199.0	111392.0
200.0	110841.0
201.0	109353.0
202.0	108294.0
203.0	107665.0
204.0	107723.0
205.0	105666.0
206.0	103908.0
207.0	103436.0
208.0	102223.0
209.0	101812.0
210.0	100827.0
211.0	100541.0
212.0	98770.0
213.0	98495.0
214.0	97328.0
215.0	97091.0
216.0	96598.0
217.0	95116.0
218.0	94361.0
219.0	92275.0
220.0	92704.0
221.0	90903.0
222.0	90065.0
223.0	89143.0
224.0	87800.0
225.0	88688.0
226.0	87019.0
227.0	84869.0
228.0	85085.0
229.0	82904.0
230.0	82439.0
231.0	81545.0
232.0	79992.0
233.0	80626.0
234.0	79445.0
235.0	78862.0
236.0	78413.0
237.0	76549.0
238.0	76043.0
239.0	74676.0
240.0	73543.0
241.0	73074.0
242.0	70903.0
243.0	70935.0
244.0	69290.0
245.0	68760.0
246.0	67333.0
247.0	67113.0
248.0	66460.0
249.0	65247.0
250.0	64346.0
251.0	64545.0
252.0	63314.0
253.0	62707.0
254.0	62160.0
255.0	60603.0
256.0	59739.0
257.0	59546.0
258.0	58521.0
259.0	58622.0
260.0	57878.0
261.0	57518.0
262.0	57277.0
263.0	55948.0
264.0	54847.0
265.0	53762.0
266.0	53777.0
267.0	52477.0
268.0	51854.0
269.0	51936.0
270.0	50996.0
271.0	49877.0
272.0	49594.0
273.0	48522.0
274.0	48352.0
