#Mapping quality	mapping quality
0.0	685290.0
1.0	2.0937137E7
2.0	170340.0
3.0	168493.0
4.0	88725.0
5.0	61835.0
6.0	495279.0
7.0	252527.0
8.0	202760.0
9.0	99857.0
10.0	99958.0
11.0	225094.0
12.0	464559.0
13.0	67016.0
14.0	156676.0
15.0	302588.0
16.0	225798.0
17.0	364669.0
18.0	385387.0
19.0	119797.0
20.0	161426.0
21.0	599562.0
22.0	240301.0
23.0	744960.0
24.0	1066060.0
25.0	338328.0
26.0	307425.0
27.0	306175.0
28.0	443371.0
29.0	380002.0
30.0	2232785.0
31.0	1935894.0
32.0	2209674.0
33.0	1315409.0
34.0	2137475.0
35.0	1691860.0
36.0	1796497.0
37.0	1849612.0
38.0	2385239.0
39.0	2630757.0
40.0	6164440.0
41.0	1.7143921E7
42.0	2.38413491E8
