#Coverage (X)	Coverage
1.0	7.773381905880385
2.0	3.388205969425556
3.0	1.7094471498203347
4.0	0.9519190028116213
5.0	0.5754055494582104
6.0	0.3732223229089442
7.0	0.256490566228905
8.0	0.18448466360199234
9.0	0.1377488575081003
10.0	0.1060965707020074
11.0	0.0837827349066913
12.0	0.06752983167081084
13.0	0.05549925129287203
14.0	0.04632781320037793
15.0	0.03919942153623879
16.0	0.033588932210065536
17.0	0.0290704476042265
18.0	0.02539278792114885
19.0	0.022375108109358166
20.0	0.0198818385877928
21.0	0.017801478420878425
22.0	0.01602733306417292
23.0	0.01454204814368154
24.0	0.013280902484567036
25.0	0.012215571400346903
26.0	0.011286396937336463
27.0	0.010496938026363978
28.0	0.00982162173154677
29.0	0.009228344295536317
30.0	0.008704484355448017
31.0	0.008244575100022189
32.0	0.007847735969050973
33.0	0.00748938465690685
34.0	0.007178326765597376
35.0	0.006901170442063176
36.0	0.006652485565055599
37.0	0.006423283082511944
38.0	0.006209857303588251
39.0	0.006020059890076368
40.0	0.005845231999998646
41.0	0.005686327573570793
42.0	0.0055417689404322346
43.0	0.005408033859779948
44.0	0.005278371370053492
45.0	0.005157331032307866
46.0	0.005037354704811037
47.0	0.004927174609548501
48.0	0.004824772796069965
49.0	0.0047227378826733
50.0	0.004624298590101716
51.0	0.004530445548581952
