#Mapping quality	mapping quality
0.0	368661.0
1.0	1.6847147E7
2.0	91275.0
3.0	90948.0
4.0	47309.0
5.0	28007.0
6.0	429798.0
7.0	207370.0
8.0	127443.0
9.0	46112.0
10.0	52590.0
11.0	157280.0
12.0	393238.0
13.0	27050.0
14.0	78253.0
15.0	231332.0
16.0	165003.0
17.0	313478.0
18.0	297631.0
19.0	50454.0
20.0	78934.0
21.0	429960.0
22.0	127454.0
23.0	496974.0
24.0	825650.0
25.0	191807.0
26.0	166205.0
27.0	149931.0
28.0	215516.0
29.0	167668.0
30.0	2203979.0
31.0	1928091.0
32.0	2194421.0
33.0	716504.0
34.0	2184745.0
35.0	1439568.0
36.0	1180867.0
37.0	1133724.0
38.0	1394033.0
39.0	1188345.0
40.0	3078157.0
41.0	7115632.0
42.0	1.92527737E8
