#Mapping quality	mapping quality
0.0	130599.0
1.0	4484504.0
2.0	31469.0
3.0	37160.0
4.0	17609.0
5.0	10180.0
6.0	129119.0
7.0	76118.0
8.0	63240.0
9.0	19081.0
10.0	19838.0
11.0	61322.0
12.0	134250.0
13.0	12111.0
14.0	33630.0
15.0	76299.0
16.0	48232.0
17.0	106532.0
18.0	113788.0
19.0	20136.0
20.0	31776.0
21.0	169784.0
22.0	53184.0
23.0	271564.0
24.0	450304.0
25.0	80764.0
26.0	61972.0
27.0	59340.0
28.0	82979.0
29.0	72670.0
30.0	647974.0
31.0	563119.0
32.0	721266.0
33.0	371091.0
34.0	639802.0
35.0	459812.0
36.0	448637.0
37.0	405395.0
38.0	490978.0
39.0	368879.0
40.0	1533745.0
41.0	2466501.0
42.0	8.8318186E7
