#Mapping quality	mapping quality
0.0	178169.0
1.0	7215153.0
2.0	49546.0
3.0	50302.0
4.0	25741.0
5.0	16830.0
6.0	178462.0
7.0	96223.0
8.0	75363.0
9.0	26489.0
10.0	31149.0
11.0	80929.0
12.0	174851.0
13.0	17384.0
14.0	44621.0
15.0	112719.0
16.0	75576.0
17.0	136742.0
18.0	133968.0
19.0	27935.0
20.0	45291.0
21.0	230938.0
22.0	65036.0
23.0	281083.0
24.0	442989.0
25.0	103957.0
26.0	87764.0
27.0	84129.0
28.0	133834.0
29.0	98922.0
30.0	901311.0
31.0	788422.0
32.0	959276.0
33.0	468185.0
34.0	882669.0
35.0	646488.0
36.0	673300.0
37.0	641851.0
38.0	844660.0
39.0	755804.0
40.0	1772898.0
41.0	3907152.0
42.0	1.12633141E8
