#Coverage (X)	Coverage
1.0	4.997078321429726
2.0	2.3780779747498713
3.0	1.4191581147433396
4.0	0.9098607692000229
5.0	0.6170352070815426
6.0	0.43751004198649923
7.0	0.3212068979847089
8.0	0.2422137134660005
9.0	0.1866745067539739
10.0	0.1463940508099313
11.0	0.11630952806324046
12.0	0.09347678547896976
13.0	0.07583854090550801
14.0	0.06203366841081959
15.0	0.0511832221534263
16.0	0.04247855434793735
17.0	0.03549017175589597
18.0	0.02982659198755755
19.0	0.025213190329964164
20.0	0.021365655907942482
21.0	0.018164929644200356
22.0	0.015487292830371757
23.0	0.013242267905710037
24.0	0.011342679410248024
25.0	0.009742664833453318
26.0	0.008369247748603925
27.0	0.007212008193320685
28.0	0.006212792504257436
29.0	0.005354539827507665
30.0	0.0046154562980831315
31.0	0.003984094633352697
32.0	0.0034493010707592475
33.0	0.003004911688890388
34.0	0.002626160732063454
35.0	0.0022962808664459544
36.0	0.002012667101425336
37.0	0.0017735216266032694
38.0	0.001564792168750273
39.0	0.0013795810062902092
40.0	0.00121234794795555
41.0	0.0010675324847539969
42.0	9.4289652618329E-4
43.0	8.38696902292213E-4
44.0	7.455409709393734E-4
45.0	6.665840728459216E-4
46.0	5.972766469568569E-4
47.0	5.369949631415238E-4
48.0	4.8353762088026997E-4
49.0	4.410872811462241E-4
50.0	4.043238927238235E-4
51.0	3.7427477583662494E-4
