#Coverage	Number of genomic locations
0.0	2.589340417E9
1.0	7.1381841E7
2.0	2.6135722E7
3.0	1.3881091E7
4.0	7981071.0
5.0	4893026.0
6.0	3169886.0
7.0	2152989.0
8.0	1513742.0
9.0	1097859.0
10.0	819965.0
11.0	622315.0
12.0	480737.0
13.0	376257.0
14.0	295733.0
15.0	237249.0
16.0	190471.0
17.0	154363.0
18.0	125740.0
19.0	104866.0
20.0	87237.0
21.0	72980.0
22.0	61189.0
23.0	51774.0
24.0	43609.0
25.0	37433.0
26.0	31541.0
27.0	27234.0
28.0	23392.0
29.0	20144.0
30.0	17208.0
31.0	14576.0
32.0	12112.0
33.0	10323.0
34.0	8991.0
35.0	7730.0
36.0	6518.0
37.0	5689.0
38.0	5048.0
39.0	4558.0
40.0	3947.0
41.0	3397.0
42.0	2840.0
43.0	2539.0
44.0	2152.0
45.0	1889.0
46.0	1643.0
47.0	1457.0
48.0	1157.0
49.0	1002.0
50.0	819.0
51.0	755.0
52.0	663.0
53.0	536.0
54.0	476.0
55.0	436.0
56.0	383.0
57.0	311.0
58.0	255.0
59.0	287.0
60.0	212.0
61.0	219.0
62.0	212.0
63.0	216.0
64.0	207.0
65.0	248.0
66.0	246.0
67.0	318.0
68.0	332.0
69.0	370.0
70.0	353.0
71.0	402.0
72.0	447.0
73.0	484.0
74.0	414.0
75.0	382.0
76.0	355.0
77.0	289.0
78.0	224.0
79.0	108.0
80.0	58.0
81.0	3.0
