#Mapping quality	mapping quality
0.0	376353.0
1.0	1.0752123E7
2.0	85355.0
3.0	105417.0
4.0	48556.0
5.0	26972.0
6.0	284326.0
7.0	161887.0
8.0	155671.0
9.0	51352.0
10.0	54892.0
11.0	142386.0
12.0	316893.0
13.0	31301.0
14.0	85046.0
15.0	211987.0
16.0	153375.0
17.0	267529.0
18.0	253897.0
19.0	51389.0
20.0	81277.0
21.0	493642.0
22.0	142693.0
23.0	611577.0
24.0	959473.0
25.0	204175.0
26.0	165674.0
27.0	164757.0
28.0	256316.0
29.0	203790.0
30.0	1427940.0
31.0	1304560.0
32.0	1644207.0
33.0	967967.0
34.0	1372912.0
35.0	1128202.0
36.0	1234519.0
37.0	1157982.0
38.0	1447117.0
39.0	1126282.0
40.0	3507017.0
41.0	7159691.0
42.0	1.99072098E8
