#Mapping quality	mapping quality
0.0	531656.0
1.0	1.6844632E7
2.0	129484.0
3.0	147285.0
4.0	72659.0
5.0	44329.0
6.0	439825.0
7.0	227193.0
8.0	196986.0
9.0	80974.0
10.0	86817.0
11.0	207110.0
12.0	454346.0
13.0	46142.0
14.0	131883.0
15.0	316708.0
16.0	243404.0
17.0	362098.0
18.0	359587.0
19.0	86483.0
20.0	135754.0
21.0	719547.0
22.0	218490.0
23.0	711925.0
24.0	1144341.0
25.0	316326.0
26.0	282728.0
27.0	277222.0
28.0	440838.0
29.0	335455.0
30.0	2018528.0
31.0	1788209.0
32.0	2165069.0
33.0	1426537.0
34.0	1845442.0
35.0	1601055.0
36.0	1931309.0
37.0	1867450.0
38.0	2412527.0
39.0	2088513.0
40.0	4687774.0
41.0	1.2645962E7
42.0	2.60366892E8
