#Position (bp)	Coverage
3406923.0	0.1301360685486682
1.0220768E7	0.4335653364583433
1.7034613E7	0.2788230433771241
2.3848458E7	0.18593921640424751
3.0662303E7	0.49715806567363946
3.7476148E7	0.33261367113575374
4.4289993E7	0.3045251249478085
5.1103838E7	0.18362202251445403
5.7917683E7	0.2525666492266848
6.4731528E7	0.29568664975502085
7.1545373E7	0.11440779765316059
7.8359218E7	0.7184481008887053
8.5173063E7	0.31900373430860257
9.1986908E7	0.3652117123298226
9.8800753E7	0.155672458061491
1.05614598E8	0.07951604417182956
1.12428443E8	0.19717193449513454
1.19242288E8	0.2955742315829022
1.26056133E8	0.5318494917333753
1.300790245E8	0.146785796038437
1.33485947E8	0.602750995313967
1.39683823E8	0.3664643090648525
1.46497668E8	0.04499177777011364
1.53311513E8	0.5229024141288803
1.60125358E8	0.32522445109919584
1.66939203E8	0.375595130209155
1.73753048E8	0.383527068784218
1.80566893E8	0.3693116001317905
1.87380738E8	0.6010899866375006
1.94194583E8	0.40048665621246154
2.01008428E8	0.5234925361524954
2.07822273E8	0.9600199300101484
2.14636118E8	0.6131404515365406
2.21449963E8	0.38733960047520893
2.28263808E8	0.9000656751070798
2.35077653E8	0.8256138788011761
2.41891498E8	0.561101698086763
2.48705343E8	0.866504888209227
2.52444901E8	0.39957250503929975
2.558518235E8	0.35037164714940405
2.62333033E8	0.13760908855425974
2.69146878E8	0.21437895931005183
2.75960723E8	0.12692451912246316
2.82774568E8	0.24657502482078766
2.89588413E8	0.08405092866069011
2.96402258E8	0.14810125560531534
3.03216103E8	0.16423649202469384
3.10029948E8	0.3095171668859506
3.16843793E8	0.07895967695185317
3.23657638E8	0.4558637597421133
3.30471483E8	0.7161328148791174
3.37285328E8	0.5643179438334743
3.44099173E8	0.1130584860677048
3.50913018E8	0.41768560922650866
3.57726863E8	0.4541556199179758
3.64540708E8	0.5096372165788919
3.704270945E8	0.16778041544462835
3.73834017E8	0.0
3.78168398E8	0.19861253081043082
3.84982243E8	0.31028560232878794
3.91796088E8	0.42731996398509214
3.98609933E8	0.17286862263523753
4.05423778E8	0.43330278279004
4.12237623E8	0.33224985305653415
4.19051468E8	0.7011423065831407
4.25865313E8	0.5481554100511532
4.32679158E8	0.20201941781769325
4.39493003E8	0.28200656164030735
4.46306848E8	0.1881464870421913
4.53120693E8	0.1562354294821793
4.59934538E8	0.09914563656789963
4.66748383E8	0.4026011745204066
4.73562228E8	0.2680301650536518
4.80376073E8	0.34548158932291534
4.87189918E8	0.29599103002783306
4.91962519E8	0.1482841679062825
4.953694415E8	0.004393399319238661
5.00817608E8	0.1737166020066497
5.07631453E8	0.13249611636308134
5.14445298E8	0.3549366033421658
5.21259143E8	0.4149795012947902
5.28072988E8	0.22670430571872416
5.34886833E8	0.04055404841172642
5.41700678E8	0.2528757258200032
5.48514523E8	0.5616282730235278
5.55328368E8	0.3646328908274256
5.62142213E8	0.39455314877282943
5.68956058E8	0.4836832948210592
5.75769903E8	0.11409901457987377
5.82583748E8	0.1303371297703426
5.89397593E8	0.05914971649633944
5.96211438E8	0.20598634104532756
6.03025283E8	0.008373832982699196
6.09839128E8	0.07504279888961372
6.15738246E8	0.46143972252578097
6.191451685E8	0.0
6.23466818E8	0.3091257579237567
6.30280663E8	0.20178856431280723
6.37094508E8	0.010271733507292873
6.43908353E8	0.15298601597189251
6.50722198E8	0.22947895057783088
6.57536043E8	0.22212040338457947
6.64349888E8	0.051638979166681954
6.71163733E8	0.2717434869739479
6.77977578E8	0.630655232104634
6.84791423E8	0.2929635176614672
6.91605268E8	0.3071440574301294
6.98419113E8	0.9032487530902156
7.05232958E8	0.28111748946446535
7.12046803E8	0.24402829826625055
7.18860648E8	0.6443052344161043
7.222708485E8	0.0
7.25677771E8	0.22910148224939472
7.32488338E8	0.2844300097815551
7.39302183E8	0.6369155740994988
7.46116028E8	0.3098046697569434
7.52929873E8	0.5347899754103593
7.59743718E8	0.3108007299843187
7.66557563E8	0.26752076103873806
7.73371408E8	0.46081192043552505
7.80185253E8	0.2339747969024831
7.86999098E8	0.05557581659107303
7.93812943E8	0.029741210726102515
8.00626788E8	0.1311895119422294
8.07440633E8	0.09643086979524776
8.14254478E8	0.48021212692686727
8.190716475E8	0.25319997135253614
8.2247857E8	0.1466898351785255
8.27882168E8	0.33210969724142536
8.34696013E8	0.34164807094966204
8.41509858E8	0.2846670272071055
8.48323703E8	0.983690852961874
8.55137548E8	0.7442168115065723
8.61951393E8	0.14101186628107917
8.68765238E8	0.5975088954914589
8.75579083E8	0.45688418213211485
8.82392928E8	0.13748082030043243
8.89206773E8	0.2675970762469648
8.96020618E8	0.3612243894599892
9.02834463E8	0.36586171243989263
9.09648308E8	0.23333917927396353
9.14262198E8	0.07300942237467041
9.176691205E8	0.10338916023282295
9.23275998E8	0.48489861451207067
9.30089843E8	0.17658605383597661
9.36903688E8	0.12922468885042146
9.43717533E8	0.06748201639456136
9.50531378E8	0.8164695557354181
9.57345223E8	0.2553668303285443
9.64159068E8	0.2106012097428104
9.70972913E8	0.1589930501794508
9.77786758E8	0.29836912932419213
9.84600603E8	0.21410657272068853
9.91414448E8	0.3172505391596081
9.98228293E8	0.3790109695773825
1.00390351E9	0.17874795358362858
1.0073104325E9	0.0
1.011855983E9	0.9358485554044743
1.018669828E9	0.3201359878306595
1.025483673E9	0.20043661104706667
1.032297518E9	0.26050988832296595
1.039111363E9	0.22295561463461525
1.045925208E9	0.5394497526726834
1.052739053E9	0.3933564676038272
1.059552898E9	0.2688357307804918
1.0652815955E9	0.343975191394515
1.068688518E9	0.0
1.073180588E9	0.08933355543015728
1.079994433E9	0.2206727625885238
1.086808278E9	0.35709955245533176
1.093622123E9	0.05698618034311024
1.100435968E9	0.20707662120285977
1.107249813E9	0.6104309681244584
1.114063658E9	0.14723052843145096
1.120877503E9	0.5476536375570621
1.127691348E9	0.3827671454222983
1.134505193E9	0.2727182669990292
1.141319038E9	0.20619562082788792
1.148132883E9	0.46134231113270113
1.154946728E9	0.5003371811363482
1.161760573E9	0.2997499943130494
1.168574418E9	0.049317969516477114
1.175388263E9	0.6207800441600888
1.182202108E9	0.010730211796716831
1.189015953E9	0.1480989074450622
1.195829798E9	0.4053379552954316
1.202643643E9	0.5154066463208364
1.209457488E9	0.1976374572653179
1.216271333E9	0.16106354048264968
1.223085178E9	0.284442337622884
1.229899023E9	0.6380875995858433
1.236712868E9	0.42306803280673394
1.243526713E9	0.3437688999382874
1.250340558E9	0.4518255111467901
1.257154403E9	0.24904484912703473
1.2618183335E9	0.15861752669831855
1.265225256E9	0.19668712406935251
1.270782093E9	0.36431295399293645
1.277595938E9	0.3910405945541761
1.284409783E9	0.44069097550648717
1.291223628E9	0.7286574613892743
1.298037473E9	0.6304254059198587
1.304851318E9	0.48669554414577965
1.311665163E9	0.13297675541489423
